	t	year	month	day hour	Te	RHe_water	ws	wd	Rglob	Rdif	Rbeam	precip
    3408    2007       5      22      23    11.2    92.0     3.0   110.0     0.0     0.0     0.0    0.00
    3409    2007       5      22       0    11.3    92.7     2.0   110.0     0.0     0.0     0.0    0.00
    3410    2007       5      22       1    11.3    93.3     1.0   110.0     0.0     0.0     0.0    0.00
    3411    2007       5      23       2    11.4    94.0     0.0     0.0     0.0     0.0     0.0    0.00
    3412    2007       5      23       3    11.3    94.7     0.7   270.0     0.0     0.0     0.0    0.00
    3413    2007       5      23       4    11.3    95.3     1.3   270.0     2.2     2.2     0.0    0.00
    3414    2007       5      23       5    11.2    96.0     2.0   270.0    17.8    16.3     9.7    0.00
    3415    2007       5      23       6    11.5    93.0     3.3   270.0    38.3    35.5    10.5    0.00
    3416    2007       5      23       7    11.7    90.0     4.7   280.0    51.4    47.4    10.2    0.00
    3417    2007       5      23       8    12.0    87.0     6.0   280.0   165.3   148.1    34.0    0.00
    3418    2007       5      23       9    13.4    80.3     5.7   280.0   366.7   246.4   198.1    0.00
    3419    2007       5      23      10    14.7    73.7     5.3   260.0   545.3   227.9   460.3    0.00
    3420    2007       5      23      11    16.1    67.0     5.0   260.0   709.4   185.1   704.5    0.00
    3421    2007       5      23      12    16.4    61.7     5.3   260.0   709.2   206.1   653.9    0.00
    3422    2007       5      23      13    16.8    56.3     5.7   210.0   654.4   207.6   585.9    0.00
    3423    2007       5      23      14    17.1    51.0     6.0   210.0   408.9   226.1   252.5    0.00
    3424    2007       5      23      15    17.8    48.3     6.3   210.0   489.7   265.4   341.2    0.00
    3425    2007       5      23      16    18.6    45.7     6.7   270.0   339.2   178.6   282.8    0.00
    3426    2007       5      23      17    19.3    43.0     7.0   270.0   405.3   182.4   486.1    0.00
    3427    2007       5      23      18    18.1    45.7     6.3   270.0   363.1    86.2   813.4    0.00
    3428    2007       5      23      19    17.0    48.3     5.7   270.0   230.8    74.0   713.3    0.00
    3429    2007       5      23      20    15.8    51.0     5.0   270.0    75.8    37.9   356.4    0.00
    3430    2007       5      23      21    14.5    56.0     4.7   270.0    16.4    16.4     0.0    0.00
    3431    2007       5      23      22    13.1    61.0     4.3   290.0     0.6     0.6     0.0    0.00
    3432    2007       5      23      23    11.8    66.0     4.0   290.0     0.0     0.0     0.0    0.00
    3433    2007       5      23       0    10.0    70.3     3.7   290.0     0.0     0.0     0.0    0.00
    3434    2007       5      23       1     8.2    74.7     3.3   280.0     0.0     0.0     0.0    0.00
    3435    2007       5      24       2     6.4    79.0     3.0   280.0     0.0     0.0     0.0    0.00
    3436    2007       5      24       3     6.2    82.0     2.0   280.0     0.0     0.0     0.0    0.00
    3437    2007       5      24       4     5.9    85.0     1.0   280.0     7.5     7.5     0.0    0.00
    3438    2007       5      24       5     5.7    88.0     0.0     0.0    60.8    20.4   261.0    0.00
    3439    2007       5      24       6     7.9    74.7     1.3   160.0   159.2    37.4   447.2    0.00
    3440    2007       5      24       7    10.0    61.3     2.7   160.0   273.1    84.3   479.1    0.00
    3441    2007       5      24       8    12.2    48.0     4.0   160.0   340.3   201.2   273.3    0.00
    3442    2007       5      24       9    12.7    50.7     5.7   160.0   205.3   188.2    28.0    0.00
    3443    2007       5      24      10    13.3    53.3     7.3   210.0   330.0   285.0    65.1    0.00
    3444    2007       5      24      11    13.8    56.0     9.0   210.0   345.8   303.8    56.2    0.00
    3445    2007       5      24      12    13.7    58.0     8.3   210.0   100.8    92.8    10.4    0.00
    3446    2007       5      24      13    13.6    60.0     7.7   250.0   140.0   129.1    14.3    0.00
    3447    2007       5      24      14    13.5    62.0     7.0   250.0   306.7   281.0    35.3    0.00
    3448    2007       5      24      15    13.7    62.0     6.7   250.0   392.2   272.9   180.7    0.00
    3449    2007       5      24      16    13.9    62.0     6.3   230.0   377.2   259.6   206.6    0.00
    3450    2007       5      24      17    14.1    62.0     6.0   230.0   313.3   203.9   237.0    0.00
    3451    2007       5      24      18    13.6    65.0     5.7   230.0   205.6   166.6   113.4    0.00
    3452    2007       5      24      19    13.2    68.0     5.3   230.0   160.3   116.8   195.1    0.00
    3453    2007       5      24      20    12.7    71.0     5.0   230.0    70.6    62.2    77.5    0.00
    3454    2007       5      24      21    11.9    75.7     5.0   230.0    12.2    12.2     0.0    0.00
    3455    2007       5      24      22    11.1    80.3     5.0   220.0     0.3     0.3     0.0    0.00
    3456    2007       5      24      23    10.3    85.0     5.0   220.0     0.0     0.0     0.0    0.00
    3457    2007       5      24       0    10.2    87.0     4.7   220.0     0.0     0.0     0.0    0.04
    3458    2007       5      24       1    10.0    89.0     4.3   200.0     0.0     0.0     0.0    0.02
    3459    2007       5      25       2     9.9    91.0     4.0   200.0     0.0     0.0     0.0    0.00
    3460    2007       5      25       3    10.0    91.3     4.3   200.0     0.0     0.0     0.0    0.00
    3461    2007       5      25       4    10.1    91.7     4.7   210.0     2.2     2.2     0.0    0.07
    3462    2007       5      25       5    10.2    92.0     5.0   210.0    14.2    13.4     5.3    0.07
    3463    2007       5      25       6    10.7    90.3     4.3   210.0    31.9    29.6     8.4    0.00
    3464    2007       5      25       7    11.1    88.7     3.7   220.0   103.6    95.4    20.8    0.00
    3465    2007       5      25       8    11.6    87.0     3.0   220.0   164.7   149.4    30.0    0.00
    3466    2007       5      25       9    12.2    84.3     3.0   220.0   231.4   200.1    51.0    0.00
    3467    2007       5      25      10    12.7    81.7     3.0   220.0   146.7   136.3    15.0    0.00
    3468    2007       5      25      11    13.3    79.0     3.0   220.0   195.6   179.8    21.1    0.00
    3469    2007       5      25      12    13.5    79.3     4.3   220.0   281.4   259.7    28.1    0.00
    3470    2007       5      25      13    13.6    79.7     5.7   210.0   379.2   345.5    44.0    0.00
    3471    2007       5      25      14    13.8    80.0     7.0   210.0   238.1   218.2    27.3    0.00
    3472    2007       5      25      15    14.7    76.0     7.0   210.0   176.1   162.3    20.9    0.00
    3473    2007       5      25      16    15.5    72.0     7.0   210.0   380.6   241.4   243.3    0.00
    3474    2007       5      25      17    16.4    68.0     7.0   210.0   385.8   188.2   425.0    0.00
    3475    2007       5      25      18    15.6    72.0     6.0   210.0   285.6   158.7   367.4    0.00
    3476    2007       5      25      19    14.9    76.0     5.0   220.0    80.0    73.6    28.4    0.00
    3477    2007       5      25      20    14.1    80.0     4.0   220.0    34.2    31.7    22.4    0.00
    3478    2007       5      25      21    13.3    82.0     3.7   220.0    13.9    13.9     0.0    0.00
    3479    2007       5      25      22    12.4    84.0     3.3   160.0     1.1     1.1     0.0    0.00
    3480    2007       5      25      23    11.6    86.0     3.0   160.0     0.0     0.0     0.0    0.00
    3481    2007       5      25       0    11.7    86.7     2.0   160.0     0.0     0.0     0.0    0.00
    3482    2007       5      25       1    11.9    87.3     1.0   160.0     0.0     0.0     0.0    0.00
    3483    2007       5      26       2    12.0    88.0     0.0     0.0     0.0     0.0     0.0    0.00
    3484    2007       5      26       3    12.4    90.3     1.0   170.0     0.0     0.0     0.0    0.00
    3485    2007       5      26       4    12.7    92.7     2.0   170.0     0.6     0.6     0.0    0.00
    3486    2007       5      26       5    13.1    95.0     3.0   170.0     5.0     4.4     3.7    0.47
    3487    2007       5      26       6    13.4    95.3     2.7   170.0    12.5    11.3     4.2    1.00
    3488    2007       5      26       7    13.6    95.7     2.3   160.0    47.8    44.2     9.1    0.41
    3489    2007       5      26       8    13.9    96.0     2.0   160.0    60.6    52.1    16.6    0.53
    3490    2007       5      26       9    14.7    91.7     2.3   160.0   114.4   104.0    17.0    0.18
    3491    2007       5      26      10    15.4    87.3     2.7   160.0   294.2   260.4    48.7    0.12
    3492    2007       5      26      11    16.2    83.0     3.0   160.0    67.8    63.4     5.9    0.43
    3493    2007       5      26      12    15.9    87.7     2.7   160.0   159.4   146.9    16.2    0.00
    3494    2007       5      26      13    15.7    92.3     2.3   210.0    91.7    84.4     9.5    1.29
    3495    2007       5      26      14    15.4    97.0     2.0   210.0   137.8   126.8    15.1    0.61
    3496    2007       5      26      15    15.8    95.3     3.0   210.0   323.6   251.7   108.1    0.37
    3497    2007       5      26      16    16.1    93.7     4.0   230.0   115.6   106.9    15.0    0.00
    3498    2007       5      26      17    16.5    92.0     5.0   230.0   113.9   105.3    18.5    0.00
    3499    2007       5      26      18    16.4    90.0     4.0   230.0   143.3   132.0    32.4    0.00
    3500    2007       5      26      19    16.4    88.0     3.0   240.0    87.2    79.7    32.7    0.00
    3501    2007       5      26      20    16.3    86.0     2.0   240.0    94.4    58.8   309.7    0.00
    3502    2007       5      26      21    15.2    90.0     2.0   240.0    29.7    29.7     0.0    0.00
    3503    2007       5      26      22    14.0    94.0     2.0   210.0     0.6     0.6     0.0    0.00
    3504    2007       5      26      23    12.9    98.0     2.0   210.0     0.0     0.0     0.0    0.00
    3505    2007       5      26       0    12.5    98.3     1.7   210.0     0.0     0.0     0.0    0.00
    3506    2007       5      26       1    12.1    98.7     1.3   200.0     0.0     0.0     0.0    0.00
    3507    2007       5      27       2    11.7    99.0     1.0   200.0     0.0     0.0     0.0    0.00
    3508    2007       5      27       3    11.0    99.0     0.7   200.0     0.0     0.0     0.0    0.00
    3509    2007       5      27       4    10.4    99.0     0.3   200.0     5.6     5.6     0.0    0.00
    3510    2007       5      27       5     9.7    99.0     0.0     0.0    28.3    26.5    11.4    0.00
    3511    2007       5      27       6    10.6    99.0     0.0     0.0    76.7    70.7    21.6    0.00
    3512    2007       5      27       7    11.5    99.0     0.0     0.0   147.8   135.8    29.9    0.00
    3513    2007       5      27       8    12.4    99.0     0.0     0.0   233.9   197.1    71.4    0.00
    3514    2007       5      27       9    14.8    83.7     1.3   150.0   502.2   142.3   584.6    0.00
    3515    2007       5      27      10    17.3    68.3     2.7   150.0   591.7   201.9   559.1    0.00
    3516    2007       5      27      11    19.7    53.0     4.0   150.0   684.4   225.1   610.4    0.00
    3517    2007       5      27      12    19.7    54.3     4.7   150.0   769.7   125.1   829.5    0.00
    3518    2007       5      27      13    19.8    55.7     5.3   130.0   781.9   137.2   836.8    0.00
    3519    2007       5      27      14    19.8    57.0     6.0   130.0   755.6   130.1   853.9    0.00
    3520    2007       5      27      15    20.5    54.7     5.0   130.0   666.4   165.2   752.0    0.00
    3521    2007       5      27      16    21.2    52.3     4.0   120.0   531.9   218.5   543.7    0.00
    3522    2007       5      27      17    21.9    50.0     3.0   120.0   450.3   142.2   656.3    0.00
    3523    2007       5      27      18    21.2    57.3     3.0   120.0   301.4   131.3   483.4    0.00
    3524    2007       5      27      19    20.5    64.7     3.0   120.0   118.9    96.8    95.2    0.00
    3525    2007       5      27      20    19.8    72.0     3.0   120.0    55.6    50.9    40.2    0.00
    3526    2007       5      27      21    18.7    80.0     3.0   120.0    13.1    13.1     0.0    0.00
    3527    2007       5      27      22    17.7    88.0     3.0    50.0     0.0     0.0     0.0    0.00
    3528    2007       5      27      23    16.6    96.0     3.0    50.0     0.0     0.0     0.0    0.04
    3529    2007       5      27       0    16.4    96.7     3.3    50.0     0.0     0.0     0.0    0.99
    3530    2007       5      27       1    16.1    97.3     3.7    10.0     0.0     0.0     0.0    2.37
    3531    2007       5      28       2    15.9    98.0     4.0    10.0     0.0     0.0     0.0    3.32
    3532    2007       5      28       3    15.8    98.0     4.3    10.0     0.0     0.0     0.0    0.00
    3533    2007       5      28       4    15.8    98.0     4.7    40.0     8.9     8.9     0.0    0.00
    3534    2007       5      28       5    15.7    98.0     5.0    40.0    21.1    19.2    11.7    0.00
    3535    2007       5      28       6    16.0    97.7     4.3    40.0    24.2    21.8     8.5    0.00
    3536    2007       5      28       7    16.3    97.3     3.7    30.0    65.8    60.8    12.4    0.00
    3537    2007       5      28       8    16.6    97.0     3.0    30.0   185.3   151.0    66.4    0.16
    3538    2007       5      28       9    18.3    90.3     3.0    30.0   397.8   226.8   276.5    0.08
    3539    2007       5      28      10    20.1    83.7     3.0    90.0   442.8   280.4   232.5    0.04
    3540    2007       5      28      11    21.8    77.0     3.0    90.0   506.7   313.1   256.9    0.00
    3541    2007       5      28      12    22.1    74.3     3.7    90.0   433.3   309.5   159.0    0.00
    3542    2007       5      28      13    22.4    71.7     4.3   100.0   735.8   283.0   586.0    0.00
    3543    2007       5      28      14    22.7    69.0     5.0   100.0   602.8   268.8   454.5    0.00
    3544    2007       5      28      15    23.2    67.3     4.7   100.0   668.1   207.4   688.5    0.00
    3545    2007       5      28      16    23.7    65.7     4.3    80.0   390.3   189.6   346.5    0.00
    3546    2007       5      28      17    24.2    64.0     4.0    80.0   325.3   189.6   288.0    0.00
    3547    2007       5      28      18    23.2    64.3     3.7    80.0   252.2   190.2   175.3    0.00
    3548    2007       5      28      19    22.3    64.7     3.3   140.0   242.5   161.0   349.3    0.00
    3549    2007       5      28      20    21.3    65.0     3.0   140.0   152.5   103.5   407.8    0.00
    3550    2007       5      28      21    20.0    71.3     2.0   140.0    32.8    32.8     0.0    0.00
    3551    2007       5      28      22    18.7    77.7     1.0   140.0     1.1     1.1     0.0    0.00
    3552    2007       5      28      23    17.4    84.0     0.0     0.0     0.0     0.0     0.0    0.00
    3553    2007       5      28       0    16.8    86.7     0.7    20.0     0.0     0.0     0.0    0.00
    3554    2007       5      28       1    16.1    89.3     1.3    20.0     0.0     0.0     0.0    0.00
    3555    2007       5      29       2    15.5    92.0     2.0    20.0     0.0     0.0     0.0    0.00
    3556    2007       5      29       3    15.7    92.0     2.7    20.0     0.0     0.0     0.0    0.00
    3557    2007       5      29       4    15.8    92.0     3.3    30.0     9.2     9.2     0.0    0.00
    3558    2007       5      29       5    16.0    92.0     4.0    30.0    73.3    57.3    95.7    0.00
    3559    2007       5      29       6    16.7    91.3     4.0    30.0   122.2    98.4    83.7    0.00
    3560    2007       5      29       7    17.5    90.7     4.0    50.0    94.4    86.1    20.5    0.00
    3561    2007       5      29       8    18.2    90.0     4.0    50.0   191.9   148.0    84.7    0.00
    3562    2007       5      29       9    19.6    85.3     4.3    50.0   442.8   223.2   354.3    0.00
    3563    2007       5      29      10    21.1    80.7     4.7    60.0   566.9   244.8   459.5    0.00
    3564    2007       5      29      11    22.5    76.0     5.0    60.0   571.4   266.2   403.7    0.00
    3565    2007       5      29      12    24.1    68.3     6.3    60.0   733.9   185.9   702.2    0.00
    3566    2007       5      29      13    25.6    60.7     7.7   100.0   724.7   185.7   696.5    0.00
    3567    2007       5      29      14    27.2    53.0     9.0   100.0   687.2   201.6   658.6    0.00
    3568    2007       5      29      15    27.2    56.0     8.7   100.0   659.4   172.7   726.0    0.00
    3569    2007       5      29      16    27.2    59.0     8.3    50.0   553.1   155.0   683.9    0.00
    3570    2007       5      29      17    27.2    62.0     8.0    50.0   442.8   194.2   524.3    0.00
    3571    2007       5      29      18    24.8    67.0     7.7    50.0   176.1   138.3   106.1    0.00
    3572    2007       5      29      19    22.5    72.0     7.3    50.0   187.8   101.4   365.0    0.00
    3573    2007       5      29      20    20.1    77.0     7.0    50.0    78.6    52.6   213.4    0.00
    3574    2007       5      29      21    19.1    80.3     7.0    50.0    20.6    20.6     0.0    0.00
    3575    2007       5      29      22    18.2    83.7     7.0    60.0     1.7     1.7     0.0    0.00
    3576    2007       5      29      23    17.2    87.0     7.0    60.0     0.0     0.0     0.0    0.00
    3577    2007       5      29       0    17.0    87.3     6.7    60.0     0.0     0.0     0.0    0.00
    3578    2007       5      29       1    16.9    87.7     6.3    60.0     0.0     0.0     0.0    0.00
    3579    2007       5      30       2    16.7    88.0     6.0    60.0     0.0     0.0     0.0    0.00
    3580    2007       5      30       3    16.0    89.7     5.7    60.0     0.0     0.0     0.0    0.00
    3581    2007       5      30       4    15.4    91.3     5.3    70.0     4.2     4.2     0.0    0.35
    3582    2007       5      30       5    14.7    93.0     5.0    70.0    24.2    22.1    12.4    0.15
    3583    2007       5      30       6    14.7    92.0     5.3    70.0    50.0    46.0    14.1    0.00
    3584    2007       5      30       7    14.8    91.0     5.7    40.0    68.9    63.4    13.5    0.00
    3585    2007       5      30       8    14.8    90.0     6.0    40.0   144.7   123.9    40.0    0.00
    3586    2007       5      30       9    15.1    91.0     4.7    40.0   167.2   154.1    21.1    0.00
    3587    2007       5      30      10    15.3    92.0     3.3    80.0   136.7   126.2    14.9    0.00
    3588    2007       5      30      11    15.6    93.0     2.0    80.0   112.8   103.9    11.8    0.00
    3589    2007       5      30      12    15.9    93.3     3.0    80.0   119.4   109.6    12.5    0.00
    3590    2007       5      30      13    16.3    93.7     4.0    70.0   116.9   107.9    11.6    0.35
    3591    2007       5      30      14    16.6    94.0     5.0    70.0   176.1   162.8    18.0    0.00
    3592    2007       5      30      15    17.1    93.0     4.3    70.0   150.8   138.4    18.4    0.00
    3593    2007       5      30      16    17.7    92.0     3.7    50.0   251.7   230.7    35.9    0.06
    3594    2007       5      30      17    18.2    91.0     3.0    50.0   120.3   110.8    20.0    0.15
    3595    2007       5      30      18    17.8    93.0     2.7    50.0    41.4    38.1     9.2    0.00
    3596    2007       5      30      19    17.4    95.0     2.3    40.0    16.1    14.9     5.2    0.00
    3597    2007       5      30      20    17.0    97.0     2.0    40.0     6.7     5.6     8.8    0.02
    3598    2007       5      30      21    16.8    97.3     1.3    40.0     5.8     5.8     0.0    0.06
    3599    2007       5      30      22    16.6    97.7     0.7    40.0     0.6     0.6     0.0    0.15
    3600    2007       5      30      23    16.4    98.0     0.0     0.0     0.0     0.0     0.0    1.58
    3601    2007       5      30       0    16.3    98.3     1.0   280.0     0.0     0.0     0.0    0.53
    3602    2007       5      30       1    16.3    98.7     2.0   280.0     0.0     0.0     0.0    0.26
    3603    2007       5      31       2    16.2    99.0     3.0   280.0     0.0     0.0     0.0    0.00
    3604    2007       5      31       3    16.1    99.0     2.7   280.0     0.0     0.0     0.0    0.00
    3605    2007       5      31       4    16.1    99.0     2.3   280.0     1.4     1.4     0.0    0.13
    3606    2007       5      31       5    16.0    99.0     2.0   280.0    24.2    22.4    10.6    0.00
    3607    2007       5      31       6    16.2    98.0     2.0   280.0    40.6    37.5    10.9    0.00
    3608    2007       5      31       7    16.5    97.0     2.0   340.0    48.9    45.1     9.3    0.00
    3609    2007       5      31       8    16.7    96.0     2.0   340.0    40.6    37.5     6.0    0.00
    3610    2007       5      31       9    17.2    93.0     3.0   340.0    86.4    79.4    11.3    0.00
    3611    2007       5      31      10    17.6    90.0     4.0    10.0    73.3    67.7     7.9    0.00
    3612    2007       5      31      11    18.1    87.0     5.0    10.0   415.3   352.3    83.1    0.00
    3613    2007       5      31      12    18.0    86.3     5.0    10.0   245.0   224.9    25.7    0.00
    3614    2007       5      31      13    17.9    85.7     5.0    20.0   153.3   140.6    16.4    0.00
    3615    2007       5      31      14    17.8    85.0     5.0    20.0   153.9   141.4    16.9    0.00
    3616    2007       5      31      15    17.3    86.3     5.3    20.0   115.8   106.5    13.8    0.00
    3617    2007       5      31      16    16.7    87.7     5.7    20.0   116.7   107.3    16.0    0.00
    3618    2007       5      31      17    16.2    89.0     6.0    20.0    71.4    65.5    12.4    0.00
    3619    2007       5      31      18    16.0    86.3     6.0    20.0    41.7    37.6    11.4    0.00
    3620    2007       5      31      19    15.9    83.7     6.0    40.0    15.6    13.8     7.6    0.00
    3621    2007       5      31      20    15.7    81.0     6.0    40.0    20.3    18.1    17.6    0.00
    3622    2007       5      31      21    15.5    81.3     5.3    40.0     9.7     9.7     0.0    0.00
    3623    2007       5      31      22    15.4    81.7     4.7    30.0     1.7     1.7     0.0    0.00
    3624    2007       5      31      23    15.2    82.0     4.0    30.0     0.0     0.0     0.0    0.00
    3625    2007       5      31       0    14.5    82.0     4.3    30.0     0.0     0.0     0.0    0.00
    3626    2007       5      31       1    13.7    82.0     4.7    40.0     0.0     0.0     0.0    0.00
    3627    2007       6       1       2    13.0    82.0     5.0    40.0     0.0     0.0     0.0    0.00
    3628    2007       6       1       3    12.4    75.3     5.3    40.0     0.0     0.0     0.0    0.00
    3629    2007       6       1       4    11.7    68.7     5.7    50.0    19.4    19.4     0.0    0.00
    3630    2007       6       1       5    11.1    62.0     6.0    50.0    84.4    36.6   278.0    0.00
    3631    2007       6       1       6    11.8    57.0     7.0    50.0   195.3    65.8   448.0    0.00
    3632    2007       6       1       7    12.5    52.0     8.0    70.0   328.1    84.1   597.7    0.00
    3633    2007       6       1       8    13.2    47.0     9.0    70.0   448.6   108.8   648.5    0.00
    3634    2007       6       1       9    14.0    43.7     9.0    70.0   582.5   121.8   738.5    0.00
    3635    2007       6       1      10    14.7    40.3     9.0    60.0   701.4   126.4   816.0    0.00
    3636    2007       6       1      11    15.5    37.0     9.0    60.0   745.0   106.0   840.4    0.00
    3637    2007       6       1      12    16.1    37.3     8.7    60.0   807.5   104.7   895.5    0.00
    3638    2007       6       1      13    16.8    37.7     8.3    60.0   828.9    92.1   945.4    0.00
    3639    2007       6       1      14    17.4    38.0     8.0    60.0   801.7    89.7   959.6    0.00
    3640    2007       6       1      15    17.6    38.3     6.7    60.0   738.9    85.1   966.0    0.00
    3641    2007       6       1      16    17.8    38.7     5.3    90.0   641.1    81.6   952.0    0.00
    3642    2007       6       1      17    18.0    39.0     4.0    90.0   517.8    77.1   917.7    0.00
    3643    2007       6       1      18    17.0    41.3     4.0    90.0   390.8    67.2   890.7    0.00
    3644    2007       6       1      19    15.9    43.7     4.0   110.0   263.3    55.6   852.7    0.00
    3645    2007       6       1      20    14.9    46.0     4.0   110.0   141.7    40.5   775.2    0.00
    3646    2007       6       1      21    13.7    51.7     3.3   110.0    47.5    47.5     0.0    0.00
    3647    2007       6       1      22    12.4    57.3     2.7    80.0     4.2     4.2     0.0    0.00
    3648    2007       6       1      23    11.2    63.0     2.0    80.0     0.0     0.0     0.0    0.00
    3649    2007       6       1       0    10.3    65.3     2.7    80.0     0.0     0.0     0.0    0.00
    3650    2007       6       1       1     9.3    67.7     3.3    50.0     0.0     0.0     0.0    0.00
    3651    2007       6       2       2     8.4    70.0     4.0    50.0     0.0     0.0     0.0    0.00
    3652    2007       6       2       3     8.6    69.0     5.0    50.0     0.0     0.0     0.0    0.00
    3653    2007       6       2       4     8.7    68.0     6.0    60.0    16.9    16.9     0.0    0.00
    3654    2007       6       2       5     8.9    67.0     7.0    60.0    83.3    29.4   310.5    0.00
    3655    2007       6       2       6    10.0    62.7     6.3    60.0   191.1    46.0   499.1    0.00
    3656    2007       6       2       7    11.0    58.3     5.7    60.0   319.7    58.5   637.1    0.00
    3657    2007       6       2       8    12.1    54.0     5.0    60.0   453.9    71.1   728.5    0.00
    3658    2007       6       2       9    13.1    47.7     5.3    60.0   586.9    77.6   814.6    0.00
    3659    2007       6       2      10    14.1    41.3     5.7    70.0   695.0    88.4   857.8    0.00
    3660    2007       6       2      11    15.1    35.0     6.0    70.0   773.9    94.8   891.7    0.00
    3661    2007       6       2      12    16.1    32.7     6.3    70.0   820.8    96.4   920.5    0.00
    3662    2007       6       2      13    17.0    30.3     6.7    70.0   826.9    93.4   939.9    0.00
    3663    2007       6       2      14    18.0    28.0     7.0    70.0   803.3    90.7   959.0    0.00
    3664    2007       6       2      15    17.9    30.7     6.0    70.0   739.7    86.4   963.4    0.00
    3665    2007       6       2      16    17.7    33.3     5.0   140.0   640.0    79.5   951.3    0.00
    3666    2007       6       2      17    17.6    36.0     4.0   140.0   525.3    82.1   917.1    0.00
    3667    2007       6       2      18    16.8    37.0     3.7   140.0   398.6   100.4   817.1    0.00
    3668    2007       6       2      19    16.0    38.0     3.3   140.0   264.7   105.4   649.3    0.00
    3669    2007       6       2      20    15.2    39.0     3.0   140.0   140.3    70.8   525.9    0.00
    3670    2007       6       2      21    13.4    48.3     2.0   140.0    48.3    48.3     0.0    0.00
    3671    2007       6       2      22    11.6    57.7     1.0   140.0     3.6     3.6     0.0    0.00
    3672    2007       6       2      23     9.8    67.0     0.0     0.0     0.0     0.0     0.0    0.00
    3673    2007       6       2       0     8.7    71.3     0.0     0.0     0.0     0.0     0.0    0.00
    3674    2007       6       2       1     7.6    75.7     0.0     0.0     0.0     0.0     0.0    0.00
    3675    2007       6       3       2     6.5    80.0     0.0     0.0     0.0     0.0     0.0    0.00
    3676    2007       6       3       3     7.2    77.3     0.7    20.0     0.0     0.0     0.0    0.00
    3677    2007       6       3       4     7.8    74.7     1.3    20.0    17.5    17.5     0.0    0.00
    3678    2007       6       3       5     8.5    72.0     2.0    20.0    81.4    28.7   300.6    0.00
    3679    2007       6       3       6    10.7    60.7     2.7    20.0   191.4    46.0   497.2    0.00
    3680    2007       6       3       7    12.9    49.3     3.3   110.0   322.5    56.0   647.5    0.00
    3681    2007       6       3       8    15.1    38.0     4.0   110.0   458.1    63.9   748.0    0.00
    3682    2007       6       3       9    15.8    36.3     3.7   110.0   583.9    69.3   821.3    0.00
    3683    2007       6       3      10    16.6    34.7     3.3   130.0   690.3    74.1   869.9    0.00
    3684    2007       6       3      11    17.3    33.0     3.0   130.0   770.6    78.8   907.1    0.00
    3685    2007       6       3      12    18.1    31.0     3.0   130.0   815.0    81.0   931.5    0.00
    3686    2007       6       3      13    18.8    29.0     3.0   140.0   825.8    81.3   952.7    0.00
    3687    2007       6       3      14    19.6    27.0     3.0   140.0   801.4    81.2   966.1    0.00
    3688    2007       6       3      15    19.8    27.7     2.7   140.0   736.7    77.3   968.7    0.00
    3689    2007       6       3      16    20.0    28.3     2.3   140.0   640.0    74.8   956.9    0.00
    3690    2007       6       3      17    20.2    29.0     2.0   140.0   526.7    67.9   946.3    0.00
    3691    2007       6       3      18    19.1    30.0     2.0   140.0   398.6    61.8   914.8    0.00
    3692    2007       6       3      19    18.0    31.0     2.0   170.0   268.3    52.8   872.5    0.00
    3693    2007       6       3      20    16.9    32.0     2.0   170.0   146.1    36.9   815.2    0.00
    3694    2007       6       3      21    15.4    39.0     1.3   170.0    51.9    51.9     0.0    0.00
    3695    2007       6       3      22    13.9    46.0     0.7   170.0     4.2     4.2     0.0    0.00
    3696    2007       6       3      23    12.4    53.0     0.0     0.0     0.0     0.0     0.0    0.00
    3697    2007       6       3       0    10.4    61.0     0.0     0.0     0.0     0.0     0.0    0.00
    3698    2007       6       3       1     8.4    69.0     0.0     0.0     0.0     0.0     0.0    0.00
    3699    2007       6       4       2     6.4    77.0     0.0     0.0     0.0     0.0     0.0    0.00
    3700    2007       6       4       3     6.8    76.3     0.0     0.0     0.0     0.0     0.0    0.00
    3701    2007       6       4       4     7.3    75.7     0.0     0.0    15.8    15.8     0.0    0.00
    3702    2007       6       4       5     7.7    75.0     0.0     0.0    81.9    24.5   323.9    0.00
    3703    2007       6       4       6    11.0    66.0     0.3   260.0   192.2    40.8   515.0    0.00
    3704    2007       6       4       7    14.2    57.0     0.7   260.0   321.4    52.4   651.1    0.00
    3705    2007       6       4       8    17.5    48.0     1.0   260.0   451.7    60.9   741.6    0.00
    3706    2007       6       4       9    19.6    41.0     1.3   260.0   570.3    68.8   798.5    0.00
    3707    2007       6       4      10    21.8    34.0     1.7   110.0   670.8    68.9   848.2    0.00
    3708    2007       6       4      11    23.9    27.0     2.0   110.0   752.2    74.3   887.5    0.00
    3709    2007       6       4      12    24.0    26.3     3.0   110.0   802.8    78.5   917.9    0.00
    3710    2007       6       4      13    24.2    25.7     4.0   190.0   805.0    85.7   917.8    0.00
    3711    2007       6       4      14    24.3    25.0     5.0   190.0   782.5    85.6   933.4    0.00
    3712    2007       6       4      15    24.5    24.3     4.7   190.0   726.4    83.3   943.0    0.00
    3713    2007       6       4      16    24.6    23.7     4.3   200.0   636.4    81.9   934.4    0.00
    3714    2007       6       4      17    24.8    23.0     4.0   200.0   518.3    78.7   903.8    0.00
    3715    2007       6       4      18    24.2    26.0     3.3   200.0   386.4    70.1   855.5    0.00
    3716    2007       6       4      19    23.6    29.0     2.7   200.0   254.7    57.0   789.5    0.00
    3717    2007       6       4      20    23.0    32.0     2.0   200.0   134.7    39.2   695.2    0.00
