		t	year	month	day	hour	Te	RHe_water	ws	wd	Rglob	Rdif	Rbeam	precip
     101    2030       1       5       4    -1.5    97.4    3.26   249.0     0.0     0.0     0.0    0.19
     102    2030       1       5       5    -1.4    97.4    3.26   249.0     0.0     0.0     0.0    0.19
     103    2030       1       5       6    -1.3    97.1    2.96   248.9     0.0     0.0     0.0    0.13
     104    2030       1       5       7    -1.2    96.7    2.43   294.8     0.0     0.0     0.0    0.13
     105    2030       1       5       8    -1.1    96.4    2.13   294.1     0.0     0.0     0.0    0.06
     106    2030       1       5       9    -1.3    96.4    2.13   294.1     0.0     0.0     0.0    0.02
     107    2030       1       5      10    -1.5    96.4    2.17   284.8     3.5     3.5     0.0    0.02
     108    2030       1       5      11    -1.6    96.4    2.17   284.8    14.4    14.4     0.0    0.04
     109    2030       1       5      12    -1.7    96.1    2.47   285.4    20.5    20.5     0.1    0.02
     110    2030       1       5      13    -1.8    95.8    2.71   324.8    19.9    19.9     0.0    0.02
     111    2030       1       5      14    -1.9    95.5    3.01   325.3    17.1    17.1     0.0    0.02
     112    2030       1       5      15    -2.4    95.5    2.31   323.9     8.5     8.5     0.0    0.02
     113    2030       1       5      16    -2.9    95.5    1.51    95.2     3.0     3.0     0.0    0.02
     114    2030       1       5      17    -3.4    95.5    0.82    99.7     0.0     0.0     0.0    0.02
     115    2030       1       5      18    -3.5    95.8    0.82    99.7     0.0     0.0     0.0    0.02
     116    2030       1       5      19    -3.7    96.2    1.25   247.3     0.0     0.0     0.0    0.04
     117    2030       1       5      20    -3.8    96.4    1.25   247.3     0.0     0.0     0.0    0.04
     118    2030       1       5      21    -3.9    96.3    1.25   247.3     0.0     0.0     0.0    0.01
     119    2030       1       5      22    -4.1    96.1    1.13   181.4     0.0     0.0     0.0    0.02
     120    2030       1       5      23    -4.2    96.0    1.13   181.4     0.0     0.0     0.0    0.02
     121    2030       1       6       0    -4.0    95.8    1.43   179.0     0.0     0.0     0.0    0.01
     122    2030       1       6       1    -3.9    95.3    1.89   195.4     0.0     0.0     0.0    0.01
     123    2030       1       6       2    -3.7    94.6    2.19   194.6     0.0     0.0     0.0    0.02
     124    2030       1       6       3    -3.7    94.3    2.19   194.6     0.0     0.0     0.0    0.03
     125    2030       1       6       4    -3.7    93.9    2.19   194.6     0.0     0.0     0.0    0.02
     126    2030       1       6       5    -3.7    93.6    2.19   194.6     0.0     0.0     0.0    0.02
     127    2030       1       6       6    -3.7    93.9    2.49   194.1     0.0     0.0     0.0    0.01
     128    2030       1       6       7    -3.6    94.3    2.86   184.1     0.0     0.0     0.0    0.01
     129    2030       1       6       8    -3.6    94.6    3.16   183.7     0.0     0.0     0.0    0.01
     130    2030       1       6       9    -3.5    94.9    3.16   183.7     0.0     0.0     0.0    0.03
     131    2030       1       6      10    -3.3    95.2    3.16   183.7     4.0     4.0     0.0    0.03
     132    2030       1       6      11    -3.3    95.5    3.16   183.7    17.3    17.3     0.0    0.03
     133    2030       1       6      12    -3.0    95.8    3.16   183.7    29.8    29.8     0.0    0.03
     134    2030       1       6      13    -2.7    96.2    3.16   183.7    35.4    35.4     0.0    0.06
     135    2030       1       6      14    -2.4    96.4    3.16   183.7    36.5    36.5     0.0    0.03
     136    2030       1       6      15    -2.4    96.7    3.16   183.7    22.3    22.3     0.0    0.03
     137    2030       1       6      16    -2.4    97.1    3.13   174.1     4.8     4.8     0.0    0.03
     138    2030       1       6      17    -2.4    97.4    3.13   174.1     0.0     0.0     0.0    0.03
     139    2030       1       6      18    -2.5    97.1    3.13   174.1     0.0     0.0     0.0    0.01
     140    2030       1       6      19    -2.8    96.7    3.05   154.6     0.0     0.0     0.0    0.00
     141    2030       1       6      20    -3.0    96.5    3.05   154.6     0.0     0.0     0.0    0.00
     142    2030       1       6      21    -3.2    96.5    3.35   154.2     0.0     0.0     0.0    0.00
     143    2030       1       6      22    -3.3    96.5    3.75   153.7     0.0     0.0     0.0    0.00
     144    2030       1       6      23    -3.5    96.5    4.05   153.5     0.0     0.0     0.0    0.00
     145    2030       1       7       0    -3.1    96.5    4.05   153.5     0.0     0.0     0.0    0.01
     146    2030       1       7       1    -2.5    96.4    4.09   163.3     0.0     0.0     0.0    0.01
     147    2030       1       7       2    -2.1    96.4    4.09   163.3     0.0     0.0     0.0    0.01
     148    2030       1       7       3    -1.8    96.4    4.39   163.1     0.0     0.0     0.0    0.01
     149    2030       1       7       4    -1.5    96.4    4.87   182.4     0.0     0.0     0.0    0.01
     150    2030       1       7       5    -1.2    96.4    5.17   182.3     0.0     0.0     0.0    0.01
     151    2030       1       7       6    -1.5    96.1    5.17   182.3     0.0     0.0     0.0    0.01
     152    2030       1       7       7    -1.8    95.8    5.10   162.7     0.0     0.0     0.0    0.01
     153    2030       1       7       8    -2.1    95.5    5.10   162.7     0.0     0.0     0.0    0.01
     154    2030       1       7       9    -2.4    95.2    4.80   162.8     0.0     0.0     0.0    0.00
     155    2030       1       7      10    -2.7    94.8    4.39   163.1     6.6     6.6     0.0    0.00
     156    2030       1       7      11    -3.1    94.6    4.09   163.3    37.8    23.8   158.0    0.00
     157    2030       1       7      12    -2.5    93.6    4.80   162.8    72.6    41.2   270.2    0.00
     158    2030       1       7      13    -2.1    92.6    5.44   172.4    68.1    49.9   156.5    0.00
     159    2030       1       7      14    -1.5    91.7    6.14   172.1    44.2    44.2     0.0    0.00
     160    2030       1       7      15    -1.5    92.0    6.14   172.1    24.2    24.2     0.0    0.00
     161    2030       1       7      16    -1.5    92.3    6.14   172.1     6.4     6.4     0.0    0.00
     162    2030       1       7      17    -1.5    92.6    6.14   172.1     0.0     0.0     0.0    0.00
     163    2030       1       7      18    -1.6    91.7    6.14   172.1     0.0     0.0     0.0    0.00
     164    2030       1       7      19    -1.7    90.7    6.18   181.9     0.0     0.0     0.0    0.00
     165    2030       1       7      20    -1.8    89.8    6.18   181.9     0.0     0.0     0.0    0.00
     166    2030       1       7      21    -2.0    89.8    6.48   181.8     0.0     0.0     0.0    0.00
     167    2030       1       7      22    -2.2    89.8    6.89   181.7     0.0     0.0     0.0    0.00
     168    2030       1       7      23    -2.4    89.8    7.19   181.6     0.0     0.0     0.0    0.00
     169    2030       1       8       0    -2.5    90.8    6.48   181.8     0.0     0.0     0.0    0.00
     170    2030       1       8       1    -2.6    91.7    5.84   172.2     0.0     0.0     0.0    0.00
     171    2030       1       8       2    -2.8    92.7    5.14   172.5     0.0     0.0     0.0    0.00
     172    2030       1       8       3    -2.8    92.9    5.14   172.5     0.0     0.0     0.0    0.00
     173    2030       1       8       4    -2.7    93.3    5.17   182.3     0.0     0.0     0.0    0.00
     174    2030       1       8       5    -2.7    93.6    5.17   182.3     0.0     0.0     0.0    0.00
     175    2030       1       8       6    -2.5    93.6    5.17   182.3     0.0     0.0     0.0    0.00
     176    2030       1       8       7    -2.4    93.6    5.14   172.5     0.0     0.0     0.0    0.00
     177    2030       1       8       8    -2.3    93.6    5.14   172.5     0.0     0.0     0.0    0.00
     178    2030       1       8       9    -2.3    93.6    5.44   172.4     0.0     0.0     0.0    0.41
     179    2030       1       8      10    -2.2    93.6    5.84   172.2     1.8     1.8     0.0    0.17
     180    2030       1       8      11    -2.2    93.6    6.14   172.1     7.5     6.5    11.6    0.14
     181    2030       1       8      12    -2.1    93.6    5.84   172.2    17.5    17.1     3.6    0.14
     182    2030       1       8      13    -2.1    93.6    5.48   182.1    20.2    20.0     1.8    0.20
     183    2030       1       8      14    -2.0    93.6    5.17   182.3    13.3    12.5     9.4    0.17
     184    2030       1       8      15    -2.1    93.9    4.87   182.4     9.3     9.3     0.0    0.10
     185    2030       1       8      16    -2.1    94.3    4.43   172.9     3.2     3.2     0.0    0.34
     186    2030       1       8      17    -2.2    94.5    4.13   173.1     0.0     0.0     0.0    0.30
     187    2030       1       8      18    -2.0    94.3    4.13   173.1     0.0     0.0     0.0    0.24
     188    2030       1       8      19    -1.9    93.9    4.20   192.4     0.0     0.0     0.0    0.14
     189    2030       1       8      20    -1.7    93.6    4.20   192.4     0.0     0.0     0.0    0.07
     190    2030       1       8      21    -1.7    93.9    4.20   192.4     0.0     0.0     0.0    0.03
     191    2030       1       8      22    -1.8    94.3    4.20   192.4     0.0     0.0     0.0    0.03
     192    2030       1       8      23    -1.8    94.5    4.20   192.4     0.0     0.0     0.0    0.00
     193    2030       1       9       0    -1.8    94.8    3.90   192.6     0.0     0.0     0.0    0.00
     194    2030       1       9       1    -1.9    95.2    3.39   164.0     0.0     0.0     0.0    0.05
     195    2030       1       9       2    -1.9    95.5    3.09   164.4     0.0     0.0     0.0    0.05
     196    2030       1       9       3    -2.0    95.2    3.09   164.4     0.0     0.0     0.0    0.05
     197    2030       1       9       4    -2.2    94.8    2.96   134.6     0.0     0.0     0.0    0.00
     198    2030       1       9       5    -2.3    94.5    2.96   134.6     0.0     0.0     0.0    0.00
     199    2030       1       9       6    -2.4    95.5    2.96   134.6     0.0     0.0     0.0    0.00
     200    2030       1       9       7    -2.4    96.4    3.05   154.6     0.0     0.0     0.0    0.00
     201    2030       1       9       8    -2.5    97.4    3.05   154.6     0.0     0.0     0.0    0.00
     202    2030       1       9       9    -2.5    97.4    3.05   154.6     0.0     0.0     0.0    0.00
     203    2030       1       9      10    -2.5    97.4    3.05   154.6     3.2     3.2     0.0    0.00
     204    2030       1       9      11    -2.5    97.4    3.05   154.6    13.8    13.1     7.7    0.00
     205    2030       1       9      12    -3.0    97.1    2.75   155.1    34.9    34.9     0.0    0.00
     206    2030       1       9      13    -3.3    96.8    2.35   156.0    46.1    46.1     0.0    0.00
     207    2030       1       9      14    -3.8    96.4    2.05   156.9    34.3    34.3     0.0    0.00
     208    2030       1       9      15    -4.2    96.0    2.05   156.9    20.5    20.5     0.0    0.00
     209    2030       1       9      16    -4.6    95.6    2.00   147.0     5.6     5.6     0.0    0.00
     210    2030       1       9      17    -5.0    95.3    2.00   147.0     0.0     0.0     0.0    0.00
     211    2030       1       9      18    -5.3    95.0    2.30   146.1     0.0     0.0     0.0    0.00
     212    2030       1       9      19    -5.7    94.6    2.66   135.1     0.0     0.0     0.0    0.00
     213    2030       1       9      20    -6.1    94.3    2.96   134.6     0.0     0.0     0.0    0.00
     214    2030       1       9      21    -6.2    94.1    2.96   134.6     0.0     0.0     0.0    0.00
     215    2030       1       9      22    -6.3    94.0    2.85   103.4     0.0     0.0     0.0    0.00
     216    2030       1       9      23    -6.5    93.9    2.85   103.4     0.0     0.0     0.0    0.00
     217    2030       1      10       0    -7.2    93.2    2.55   103.8     0.0     0.0     0.0    0.00
     218    2030       1      10       1    -8.0    92.6    2.15   104.5     0.0     0.0     0.0    0.00
     219    2030       1      10       2    -8.7    91.9    1.84   105.3     0.0     0.0     0.0    0.00
     220    2030       1      10       3    -9.7    91.0    1.84   105.3     0.0     0.0     0.0    0.00
     221    2030       1      10       4   -10.8    90.1    1.88   116.1     0.0     0.0     0.0    0.00
     222    2030       1      10       5   -11.7    89.2    1.88   116.1     0.0     0.0     0.0    0.00
     223    2030       1      10       6   -12.6    88.4    1.88   116.1     0.0     0.0     0.0    0.00
     224    2030       1      10       7   -13.6    87.7    1.88   116.1     0.0     0.0     0.0    0.00
     225    2030       1      10       8   -14.5    86.9    1.88   116.1     0.0     0.0     0.0    0.00
     226    2030       1      10       9   -12.2    88.8    1.88   116.1     0.0     0.0     0.0    0.00
     227    2030       1      10      10   -10.0    90.7    2.00   147.0     5.1     5.1     0.0    0.00
     228    2030       1      10      11    -7.8    92.7    2.00   147.0    19.2    19.2     0.0    0.00
     229    2030       1      10      12    -7.4    93.1    2.00   147.0    33.8    33.8     0.0    0.00
     230    2030       1      10      13    -7.1    93.3    2.16   185.4    37.8    37.8     0.0    0.00
     231    2030       1      10      14    -6.8    93.6    2.16   185.4    30.6    30.6     0.0    0.00
     232    2030       1      10      15    -6.8    93.6    2.16   185.4    17.8    17.8     0.0    0.00
     233    2030       1      10      16    -6.9    93.5    2.19   194.6     5.4     5.4     0.0    0.00
     234    2030       1      10      17    -6.9    93.5    2.19   194.6     0.0     0.0     0.0    0.00
     235    2030       1      10      18    -7.0    93.5    2.19   194.6     0.0     0.0     0.0    0.00
     236    2030       1      10      19    -7.0    93.5    2.12   176.1     0.0     0.0     0.0    0.00
     237    2030       1      10      20    -7.0    93.4    2.12   176.1     0.0     0.0     0.0    0.00
     238    2030       1      10      21    -7.1    93.3    2.12   176.1     0.0     0.0     0.0    0.00
     239    2030       1      10      22    -7.1    93.3    2.09   166.5     0.0     0.0     0.0    0.00
     240    2030       1      10      23    -7.2    93.2    2.09   166.5     0.0     0.0     0.0    0.00
     241    2030       1      11       0    -7.2    93.2    1.79   167.7     0.0     0.0     0.0    0.00
     242    2030       1      11       1    -7.2    93.2    1.49   196.8     0.0     0.0     0.0    0.00
     243    2030       1      11       2    -7.2    93.2    1.19   198.5     0.0     0.0     0.0    0.00
     244    2030       1      11       3    -7.1    93.3    1.49   196.8     0.0     0.0     0.0    0.00
     245    2030       1      11       4    -7.1    92.1    1.75   158.1     0.0     0.0     0.0    0.00
     246    2030       1      11       5    -7.0    90.9    2.05   156.9     0.0     0.0     0.0    0.00
     247    2030       1      11       6    -6.9    91.2    2.35   156.0     0.0     0.0     0.0    0.00
     248    2030       1      11       7    -6.6    91.5    2.75   155.1     0.0     0.0     0.0    0.00
     249    2030       1      11       8    -6.4    91.8    3.05   154.6     0.0     0.0     0.0    0.00
     250    2030       1      11       9    -6.2    91.8    3.05   154.6     0.0     0.0     0.0    0.00
     251    2030       1      11      10    -6.1    91.8    3.00   144.7     3.0     3.0     0.0    0.00
     252    2030       1      11      11    -5.9    91.8    3.00   144.7    13.3    12.3    10.7    0.00
     253    2030       1      11      12    -5.6    92.1    3.00   144.7    27.7    27.7     0.0    0.00
     254    2030       1      11      13    -5.3    92.4    3.09   164.4    31.9    31.9     0.0    0.00
     255    2030       1      11      14    -5.1    92.7    3.09   164.4    21.9    21.5     3.6    0.00
     256    2030       1      11      15    -5.2    93.0    3.09   164.4    12.6    12.6     0.0    0.00
     257    2030       1      11      16    -5.2    93.4    3.05   154.6     4.0     4.0     0.0    0.00
     258    2030       1      11      17    -5.3    93.7    3.05   154.6     0.0     0.0     0.0    0.00
     259    2030       1      11      18    -5.4    94.0    2.75   155.1     0.0     0.0     0.0    0.00
     260    2030       1      11      19    -5.5    94.4    2.39   165.7     0.0     0.0     0.0    0.00
     261    2030       1      11      20    -5.6    94.6    2.09   166.5     0.0     0.0     0.0    0.00
     262    2030       1      11      21    -5.4    94.4    2.79   164.9     0.0     0.0     0.0    0.02
     263    2030       1      11      22    -5.3    94.0    3.31   144.2     0.0     0.0     0.0    0.02
     264    2030       1      11      23    -5.2    93.7    4.01   143.5     0.0     0.0     0.0    0.02
     265    2030       1      12       0    -5.2    94.3    4.01   143.5     0.0     0.0     0.0    0.02
     266    2030       1      12       1    -5.2    94.9    4.01   143.5     0.0     0.0     0.0    0.02
     267    2030       1      12       2    -5.3    95.0    4.01   143.5     0.0     0.0     0.0    0.02
     268    2030       1      12       3    -5.2    95.1    4.31   143.2     0.0     0.0     0.0    0.02
     269    2030       1      12       4    -4.9    95.4    4.63   122.7     0.0     0.0     0.0    0.02
     270    2030       1      12       5    -4.7    95.5    4.93   122.6     0.0     0.0     0.0    0.02
     271    2030       1      12       6    -4.4    93.7    4.63   122.7     0.0     0.0     0.0    0.02
     272    2030       1      12       7    -4.3    91.8    4.39   163.1     0.0     0.0     0.0    0.02
     273    2030       1      12       8    -4.0    89.8    4.09   163.3     0.0     0.0     0.0    0.02
     274    2030       1      12       9    -4.4    90.8    4.39   163.1     0.0     0.0     0.0    0.00
     275    2030       1      12      10    -4.8    91.8    4.80   162.8     2.1     2.1     0.0    0.00
     276    2030       1      12      11    -5.2    92.7    5.10   162.7     9.0     7.9    11.1    0.00
     277    2030       1      12      12    -5.3    92.1    5.80   162.4    18.9    18.6     2.2    0.00
     278    2030       1      12      13    -5.5    91.5    6.24   122.0    25.3    25.2     0.8    0.00
     279    2030       1      12      14    -5.6    90.8    6.94   121.8    23.7    23.2     4.8    0.12
     280    2030       1      12      15    -5.4    91.8    6.94   121.8    18.6    18.6     0.0    0.39
     281    2030       1      12      16    -5.2    92.7    6.98   131.9     7.8     7.8     0.0    0.00
     282    2030       1      12      17    -5.0    93.7    6.98   131.9     0.0     0.0     0.0    0.00
     283    2030       1      12      18    -4.4    93.7    6.28   132.2     0.0     0.0     0.0    0.00
     284    2030       1      12      19    -3.9    93.6    5.72   142.4     0.0     0.0     0.0    0.00
     285    2030       1      12      20    -3.3    93.6    5.01   142.8     0.0     0.0     0.0    0.00
     286    2030       1      12      21    -2.5    94.6    4.71   143.0     0.0     0.0     0.0    0.00
     287    2030       1      12      22    -1.6    95.5    4.35   153.2     0.0     0.0     0.0    0.00
     288    2030       1      12      23    -0.8    96.4    4.05   153.5     0.0     0.0     0.0    0.25
     289    2030       1      13       0    -0.2    96.7    4.05   153.5     0.0     0.0     0.0    0.00
     290    2030       1      13       1     0.4    96.7    4.05   153.5     0.0     0.0     0.0    0.00
     291    2030       1      13       2     1.0    96.4    4.05   153.5     0.0     0.0     0.0    0.00
     292    2030       1      13       3     1.2    96.6    4.05   153.5     0.0     0.0     0.0    0.00
     293    2030       1      13       4     1.3    96.9    4.09   163.3     0.0     0.0     0.0    0.00
     294    2030       1      13       5     1.5    97.2    4.09   163.3     0.0     0.0     0.0    0.00
     295    2030       1      13       6     1.6    97.2    4.09   163.3     0.0     0.0     0.0    0.25
     296    2030       1      13       7     1.7    97.2    4.09   163.3     0.0     0.0     0.0    0.00
     297    2030       1      13       8     1.8    97.2    4.09   163.3     0.0     0.0     0.0    0.00
     298    2030       1      13       9     1.8    97.2    4.09   163.3     0.0     0.0     0.0    0.00
     299    2030       1      13      10     1.8    97.2    4.09   163.3     3.2     3.2     0.0    0.00
     300    2030       1      13      11     1.8    97.2    4.09   163.3    12.6    12.2     3.4    0.00
     301    2030       1      13      12     1.8    97.2    3.79   163.6    22.3    22.3     0.0    0.00
     302    2030       1      13      13     1.7    97.2    3.35   154.2    24.0    24.0     0.0    0.00
     303    2030       1      13      14     1.7    97.2    3.05   154.6    17.5    17.4     1.3    0.14
     304    2030       1      13      15     1.6    97.2    3.35   154.2     9.9     9.9     0.0    0.86
     305    2030       1      13      16     1.5    97.2    3.75   153.7     4.0     4.0     0.0    0.43
     306    2030       1      13      17     1.4    97.2    4.05   153.5     0.0     0.0     0.0    0.00
     307    2030       1      13      18     1.4    97.2    3.75   153.7     0.0     0.0     0.0    0.07
     308    2030       1      13      19     1.3    97.2    3.31   144.2     0.0     0.0     0.0    0.64
     309    2030       1      13      20     1.3    97.2    3.00   144.7     0.0     0.0     0.0    0.07
