		t	year	month	day	hour	Te	RHe_water	ws	wd	Rglob	Rdif	Rbeam	precip
       1    2050       1       1       0    -2.5    92.6    3.00    38.2     0.0     0.0     0.0    0.00
       2    2050       1       1       1    -2.5    91.3    3.40    71.4     0.0     0.0     0.0    0.00
       3    2050       1       1       2    -2.6    90.0    3.71    71.3     0.0     0.0     0.0    0.00
       4    2050       1       1       3    -2.7    88.4    4.41    71.1     0.0     0.0     0.0    0.00
       5    2050       1       1       4    -2.9    86.9    5.02    38.9     0.0     0.0     0.0    0.00
       6    2050       1       1       5    -3.0    85.3    5.73    39.1     0.0     0.0     0.0    0.00
       7    2050       1       1       6    -4.2    88.3    5.02    38.9     0.0     0.0     0.0    0.00
       8    2050       1       1       7    -5.4    91.3    4.44    28.1     0.0     0.0     0.0    0.00
       9    2050       1       1       8    -6.7    93.7    3.73    27.7     0.0     0.0     0.0    0.00
      10    2050       1       1       9    -7.2    93.3    3.73    27.7     0.0     0.0     0.0    0.00
      11    2050       1       1      10    -7.6    92.8    3.71    38.5     8.4     8.4     0.0    0.00
      12    2050       1       1      11    -8.1    92.4    3.71    38.5    40.1    40.1     0.0    0.00
      13    2050       1       1      12    -7.9    92.6    3.41    38.4    79.8    26.2   512.4    0.00
      14    2050       1       1      13    -7.7    92.8    3.06    16.2    96.3    29.7   635.8    0.00
      15    2050       1       1      14    -7.5    93.0    2.76    15.8    76.3    76.3     0.0    0.00
      16    2050       1       1      15    -8.2    92.3    2.76    15.8    37.0    37.0     0.0    0.00
      17    2050       1       1      16    -9.0    91.7    2.76    15.8     8.9     8.9     0.0    0.00
      18    2050       1       1      17    -9.7    91.0    2.76    15.8     0.0     0.0     0.0    0.00
      19    2050       1       1      18   -10.1    90.6    2.76    15.8     0.0     0.0     0.0    0.00
      20    2050       1       1      19   -10.6    90.2    2.72    26.8     0.0     0.0     0.0    0.00
      21    2050       1       1      20   -11.0    89.9    2.72    26.8     0.0     0.0     0.0    0.00
      22    2050       1       1      21   -11.1    89.8    2.72    26.8     0.0     0.0     0.0    0.00
      23    2050       1       1      22   -11.1    89.8    2.72    26.8     0.0     0.0     0.0    0.00
      24    2050       1       1      23   -11.2    89.7    2.72    26.8     0.0     0.0     0.0    0.00
      25    2050       1       2       0   -11.5    89.4    2.72    26.8     0.0     0.0     0.0    0.00
      26    2050       1       2       1   -11.8    89.1    2.76    15.8     0.0     0.0     0.0    0.00
      27    2050       1       2       2   -12.2    88.9    2.76    15.8     0.0     0.0     0.0    0.00
      28    2050       1       2       3   -12.3    88.7    2.76    15.8     0.0     0.0     0.0    0.00
      29    2050       1       2       4   -12.6    88.5    2.70    38.0     0.0     0.0     0.0    0.00
      30    2050       1       2       5   -12.7    88.4    2.70    38.0     0.0     0.0     0.0    0.00
      31    2050       1       2       6   -13.1    88.1    2.40    37.7     0.0     0.0     0.0    0.00
      32    2050       1       2       7   -13.4    87.8    2.05    14.4     0.0     0.0     0.0    0.00
      33    2050       1       2       8   -13.7    87.5    1.75    13.4     0.0     0.0     0.0    0.00
      34    2050       1       2       9   -14.1    87.2    1.45    12.1     0.0     0.0     0.0    0.00
      35    2050       1       2      10   -14.3    87.0    1.10   357.2    10.4    10.4     0.0    0.00
      36    2050       1       2      11   -14.6    86.7    0.81   352.4    44.3    44.3     0.0    0.00
      37    2050       1       2      12   -14.0    87.3    0.81   352.4    80.8    24.7   527.5    0.00
      38    2050       1       2      13   -13.2    87.9    0.87   341.0    93.8    27.5   622.7    0.00
      39    2050       1       2      14   -12.6    88.5    0.87   341.0    74.5    74.5     0.0    0.00
      40    2050       1       2      15   -13.0    88.1    0.87   341.0    35.8    35.8     0.0    0.00
      41    2050       1       2      16   -13.4    87.8    0.76     4.7     8.4     8.4     0.0    0.00
      42    2050       1       2      17   -13.8    87.4    0.76     4.7     0.0     0.0     0.0    0.00
      43    2050       1       2      18   -14.6    86.8    0.76     4.7     0.0     0.0     0.0    0.00
      44    2050       1       2      19   -15.2    86.3    0.91   139.6     0.0     0.0     0.0    0.00
      45    2050       1       2      20   -15.9    85.6    0.91   139.6     0.0     0.0     0.0    0.00
      46    2050       1       2      21   -16.2    85.4    0.63   148.8     0.0     0.0     0.0    0.00
      47    2050       1       2      22   -16.5    85.2    0.34   183.4     0.0     0.0     0.0    0.00
      48    2050       1       2      23   -16.8    85.0    0.34   236.1     0.0     0.0     0.0    0.00
      49    2050       1       3       0   -17.0    84.8    0.64   237.9     0.0     0.0     0.0    0.00
      50    2050       1       3       1   -17.3    84.5    1.05   238.7     0.0     0.0     0.0    0.00
      51    2050       1       3       2   -17.6    84.3    1.35   239.0     0.0     0.0     0.0    0.00
      52    2050       1       3       3   -17.8    84.1    1.35   239.0     0.0     0.0     0.0    0.00
      53    2050       1       3       4   -18.1    83.9    1.32   216.5     0.0     0.0     0.0    0.00
      54    2050       1       3       5   -18.3    83.7    1.32   216.5     0.0     0.0     0.0    0.00
      55    2050       1       3       6   -18.2    83.8    1.62   215.3     0.0     0.0     0.0    0.00
      56    2050       1       3       7   -18.2    83.8    2.03   214.2     0.0     0.0     0.0    0.00
      57    2050       1       3       8   -18.1    83.9    2.33   213.7     0.0     0.0     0.0    0.00
      58    2050       1       3       9   -17.3    84.5    2.33   213.7     0.0     0.0     0.0    0.00
      59    2050       1       3      10   -16.6    85.1    2.36   230.9    15.0    15.0     0.0    0.00
      60    2050       1       3      11   -15.9    85.7    2.36   230.9    51.9    51.9     0.0    0.00
      61    2050       1       3      12   -12.8    88.3    2.66   230.8    66.4    44.1   206.7    0.00
      62    2050       1       3      13    -9.7    91.0    3.05   221.8    76.6    42.8   312.4    0.00
      63    2050       1       3      14    -6.7    93.7    3.35   221.6    84.7    84.7     0.0    0.00
      64    2050       1       3      15    -6.7    93.7    3.35   221.6    51.5    51.5     0.0    0.00
      65    2050       1       3      16    -6.8    93.6    3.35   221.6    15.2    15.2     0.0    0.00
      66    2050       1       3      17    -6.9    93.5    3.35   221.6     0.0     0.0     0.0    0.00
      67    2050       1       3      18    -6.6    93.8    3.35   221.6     0.0     0.0     0.0    0.00
      68    2050       1       3      19    -6.2    94.2    3.35   221.6     0.0     0.0     0.0    0.00
      69    2050       1       3      20    -5.8    94.5    3.35   221.6     0.0     0.0     0.0    0.00
      70    2050       1       3      21    -5.2    95.1    3.35   221.6     0.0     0.0     0.0    0.00
      71    2050       1       3      22    -4.5    95.7    3.36   230.6     0.0     0.0     0.0    0.00
      72    2050       1       3      23    -3.9    96.3    3.36   230.6     0.0     0.0     0.0    0.00
      73    2050       1       4       0    -3.6    96.5    3.36   230.6     0.0     0.0     0.0    0.00
      74    2050       1       4       1    -3.3    96.4    3.36   230.6     0.0     0.0     0.0    0.00
      75    2050       1       4       2    -3.0    95.7    3.36   230.6     0.0     0.0     0.0    0.00
      76    2050       1       4       3    -3.0    95.1    3.36   230.6     0.0     0.0     0.0    0.00
      77    2050       1       4       4    -3.0    94.5    3.36   230.6     0.0     0.0     0.0    0.00
      78    2050       1       4       5    -3.0    93.9    3.36   230.6     0.0     0.0     0.0    0.00
      79    2050       1       4       6    -2.9    94.1    3.36   230.6     0.0     0.0     0.0    0.00
      80    2050       1       4       7    -2.6    94.5    3.37   239.6     0.0     0.0     0.0    0.00
      81    2050       1       4       8    -2.5    94.7    3.37   239.6     0.0     0.0     0.0    0.00
      82    2050       1       4       9    -2.5    95.4    3.06   239.6     0.0     0.0     0.0    0.00
      83    2050       1       4      10    -2.4    96.0    2.66   230.8     2.6     2.6     0.0    0.00
      84    2050       1       4      11    -2.4    96.6    2.36   230.9    10.7    10.7     0.0    0.00
      85    2050       1       4      12    -2.3    96.3    2.66   230.8    22.1    22.1     0.0    0.00
      86    2050       1       4      13    -2.1    95.9    3.06   239.6    26.6    26.6     0.0    0.00
      87    2050       1       4      14    -2.1    95.6    3.37   239.6    22.1    22.1     0.0    0.00
      88    2050       1       4      15    -1.8    95.9    3.67   239.6    15.4    15.4     0.0    0.00
      89    2050       1       4      16    -1.6    96.2    4.06   221.3     5.8     5.8     0.0    0.26
      90    2050       1       4      17    -1.3    96.5    4.36   221.2     0.0     0.0     0.0    0.18
      91    2050       1       4      18    -1.2    96.8    4.36   221.2     0.0     0.0     0.0    0.18
      92    2050       1       4      19    -0.9    97.1    4.37   239.7     0.0     0.0     0.0    0.18
      93    2050       1       4      20    -0.7    97.4    4.37   239.7     0.0     0.0     0.0    0.26
      94    2050       1       4      21    -0.7    97.4    4.07   239.7     0.0     0.0     0.0    0.20
      95    2050       1       4      22    -0.6    97.4    3.67   239.6     0.0     0.0     0.0    0.20
      96    2050       1       4      23    -0.5    97.4    3.37   239.6     0.0     0.0     0.0    0.26
      97    2050       1       5       0    -0.6    97.6    3.37   239.6     0.0     0.0     0.0    0.26
      98    2050       1       5       1    -0.6    98.0    3.37   239.6     0.0     0.0     0.0    0.32
      99    2050       1       5       2    -0.7    98.3    3.37   239.6     0.0     0.0     0.0    0.35
     100    2050       1       5       3    -0.6    98.3    3.37   239.6     0.0     0.0     0.0    0.40
     101    2050       1       5       4    -0.5    98.3    3.36   248.6     0.0     0.0     0.0    0.20
     102    2050       1       5       5    -0.4    98.3    3.36   248.6     0.0     0.0     0.0    0.20
     103    2050       1       5       6    -0.3    98.0    3.05   248.5     0.0     0.0     0.0    0.13
     104    2050       1       5       7    -0.2    97.6    2.49   292.9     0.0     0.0     0.0    0.13
     105    2050       1       5       8    -0.2    97.3    2.19   292.0     0.0     0.0     0.0    0.06
     106    2050       1       5       9    -0.3    97.3    2.19   292.0     0.0     0.0     0.0    0.02
     107    2050       1       5      10    -0.5    97.4    2.23   282.9     3.3     3.3     0.0    0.02
     108    2050       1       5      11    -0.7    97.4    2.23   282.9    13.7    13.7     0.0    0.04
     109    2050       1       5      12    -0.7    97.1    2.54   283.8    19.5    19.5     0.0    0.02
     110    2050       1       5      13    -0.8    96.7    2.72   322.8    19.0    19.0     0.0    0.02
     111    2050       1       5      14    -0.9    96.5    3.02   323.6    16.2    16.2     0.0    0.02
     112    2050       1       5      15    -1.4    96.5    2.32   321.6     8.1     8.1     0.0    0.02
     113    2050       1       5      16    -1.8    96.6    1.44    97.5     2.8     2.8     0.0    0.02
     114    2050       1       5      17    -2.3    96.6    0.75   104.6     0.0     0.0     0.0    0.02
     115    2050       1       5      18    -2.4    96.9    0.75   104.6     0.0     0.0     0.0    0.02
     116    2050       1       5      19    -2.5    97.3    1.34   246.5     0.0     0.0     0.0    0.04
     117    2050       1       5      20    -2.6    97.5    1.34   246.5     0.0     0.0     0.0    0.04
     118    2050       1       5      21    -2.7    97.4    1.34   246.5     0.0     0.0     0.0    0.01
     119    2050       1       5      22    -2.9    97.2    1.19   185.2     0.0     0.0     0.0    0.02
     120    2050       1       5      23    -3.0    97.2    1.19   185.2     0.0     0.0     0.0    0.02
     121    2050       1       6       0    -2.8    96.9    1.48   182.1     0.0     0.0     0.0    0.01
     122    2050       1       6       1    -2.7    96.4    1.97   197.2     0.0     0.0     0.0    0.01
     123    2050       1       6       2    -2.5    95.7    2.27   196.2     0.0     0.0     0.0    0.02
     124    2050       1       6       3    -2.5    95.4    2.27   196.2     0.0     0.0     0.0    0.03
     125    2050       1       6       4    -2.5    95.0    2.27   196.2     0.0     0.0     0.0    0.02
     126    2050       1       6       5    -2.5    94.8    2.27   196.2     0.0     0.0     0.0    0.02
     127    2050       1       6       6    -2.5    95.0    2.57   195.5     0.0     0.0     0.0    0.01
     128    2050       1       6       7    -2.5    95.4    2.93   185.5     0.0     0.0     0.0    0.01
     129    2050       1       6       8    -2.5    95.7    3.23   185.0     0.0     0.0     0.0    0.01
     130    2050       1       6       9    -2.4    96.0    3.23   185.0     0.0     0.0     0.0    0.03
     131    2050       1       6      10    -2.2    96.3    3.23   185.0     3.8     3.8     0.0    0.03
     132    2050       1       6      11    -2.1    96.6    3.23   185.0    16.5    16.5     0.0    0.03
     133    2050       1       6      12    -1.9    96.8    3.23   185.0    28.4    28.4     0.0    0.03
     134    2050       1       6      13    -1.6    97.2    3.23   185.0    33.7    33.7     0.0    0.07
     135    2050       1       6      14    -1.4    97.5    3.23   185.0    34.8    34.8     0.0    0.03
     136    2050       1       6      15    -1.4    97.7    3.23   185.0    21.3    21.3     0.0    0.03
     137    2050       1       6      16    -1.3    98.1    3.18   175.6     4.6     4.6     0.0    0.03
     138    2050       1       6      17    -1.3    98.4    3.18   175.6     0.0     0.0     0.0    0.03
     139    2050       1       6      18    -1.5    98.1    3.18   175.6     0.0     0.0     0.0    0.01
     140    2050       1       6      19    -1.7    97.8    3.07   156.4     0.0     0.0     0.0    0.00
     141    2050       1       6      20    -1.9    97.5    3.07   156.4     0.0     0.0     0.0    0.00
     142    2050       1       6      21    -2.1    97.5    3.37   155.8     0.0     0.0     0.0    0.00
     143    2050       1       6      22    -2.2    97.5    3.77   155.2     0.0     0.0     0.0    0.00
     144    2050       1       6      23    -2.4    97.6    4.07   154.8     0.0     0.0     0.0    0.00
     145    2050       1       7       0    -2.0    97.5    4.07   154.8     0.0     0.0     0.0    0.01
     146    2050       1       7       1    -1.5    97.5    4.13   164.6     0.0     0.0     0.0    0.01
     147    2050       1       7       2    -1.1    97.4    4.13   164.6     0.0     0.0     0.0    0.01
     148    2050       1       7       3    -0.8    97.4    4.43   164.3     0.0     0.0     0.0    0.01
     149    2050       1       7       4    -0.5    97.4    4.94   183.3     0.0     0.0     0.0    0.01
     150    2050       1       7       5    -0.2    97.3    5.24   183.1     0.0     0.0     0.0    0.01
     151    2050       1       7       6    -0.5    97.1    5.24   183.1     0.0     0.0     0.0    0.01
     152    2050       1       7       7    -0.8    96.7    5.14   163.7     0.0     0.0     0.0    0.01
     153    2050       1       7       8    -1.1    96.5    5.14   163.7     0.0     0.0     0.0    0.01
     154    2050       1       7       9    -1.4    96.2    4.83   163.9     0.0     0.0     0.0    0.00
     155    2050       1       7      10    -1.6    95.9    4.43   164.3     6.3     6.3     0.0    0.00
     156    2050       1       7      11    -2.0    95.6    4.13   164.6    35.9    23.8   137.5    0.00
     157    2050       1       7      12    -1.5    94.6    4.83   163.9    69.2    41.2   240.2    0.00
     158    2050       1       7      13    -1.1    93.7    5.49   173.2    64.9    49.9   128.5    0.00
     159    2050       1       7      14    -0.6    92.7    6.20   172.9    42.1    42.1     0.0    0.00
     160    2050       1       7      15    -0.6    93.0    6.20   172.9    23.1    23.1     0.0    0.00
     161    2050       1       7      16    -0.6    93.3    6.20   172.9     6.1     6.1     0.0    0.00
     162    2050       1       7      17    -0.6    93.6    6.20   172.9     0.0     0.0     0.0    0.00
     163    2050       1       7      18    -0.7    92.7    6.20   172.9     0.0     0.0     0.0    0.00
     164    2050       1       7      19    -0.7    91.7    6.25   182.6     0.0     0.0     0.0    0.00
     165    2050       1       7      20    -0.8    90.8    6.25   182.6     0.0     0.0     0.0    0.00
     166    2050       1       7      21    -1.0    90.8    6.55   182.5     0.0     0.0     0.0    0.00
     167    2050       1       7      22    -1.2    90.8    6.95   182.3     0.0     0.0     0.0    0.00
     168    2050       1       7      23    -1.3    90.8    7.26   182.2     0.0     0.0     0.0    0.00
     169    2050       1       8       0    -1.5    91.8    6.55   182.5     0.0     0.0     0.0    0.00
     170    2050       1       8       1    -1.6    92.8    5.90   173.0     0.0     0.0     0.0    0.00
     171    2050       1       8       2    -1.7    93.7    5.19   173.4     0.0     0.0     0.0    0.00
     172    2050       1       8       3    -1.7    94.0    5.19   173.4     0.0     0.0     0.0    0.00
     173    2050       1       8       4    -1.6    94.4    5.24   183.1     0.0     0.0     0.0    0.00
     174    2050       1       8       5    -1.6    94.7    5.24   183.1     0.0     0.0     0.0    0.00
     175    2050       1       8       6    -1.5    94.6    5.24   183.1     0.0     0.0     0.0    0.00
     176    2050       1       8       7    -1.4    94.6    5.19   173.4     0.0     0.0     0.0    0.00
     177    2050       1       8       8    -1.2    94.6    5.19   173.4     0.0     0.0     0.0    0.00
     178    2050       1       8       9    -1.2    94.6    5.49   173.2     0.0     0.0     0.0    0.43
     179    2050       1       8      10    -1.2    94.6    5.90   173.0     1.7     1.7     0.0    0.17
     180    2050       1       8      11    -1.2    94.6    6.20   172.9     7.1     6.5     7.3    0.14
     181    2050       1       8      12    -1.1    94.6    5.90   173.0    16.7    16.7     0.0    0.14
     182    2050       1       8      13    -1.1    94.6    5.54   182.9    19.3    19.3     0.0    0.21
     183    2050       1       8      14    -1.0    94.6    5.24   183.1    12.7    12.5     2.1    0.17
     184    2050       1       8      15    -1.1    94.9    4.94   183.3     8.9     8.9     0.0    0.10
     185    2050       1       8      16    -1.1    95.3    4.49   174.0     3.0     3.0     0.0    0.35
     186    2050       1       8      17    -1.2    95.6    4.18   174.3     0.0     0.0     0.0    0.31
     187    2050       1       8      18    -1.0    95.3    4.18   174.3     0.0     0.0     0.0    0.25
     188    2050       1       8      19    -0.9    94.9    4.28   193.3     0.0     0.0     0.0    0.14
     189    2050       1       8      20    -0.7    94.6    4.28   193.3     0.0     0.0     0.0    0.07
     190    2050       1       8      21    -0.7    94.9    4.28   193.3     0.0     0.0     0.0    0.03
     191    2050       1       8      22    -0.8    95.2    4.28   193.3     0.0     0.0     0.0    0.03
     192    2050       1       8      23    -0.8    95.5    4.28   193.3     0.0     0.0     0.0    0.00
     193    2050       1       9       0    -0.8    95.8    3.98   193.5     0.0     0.0     0.0    0.00
     194    2050       1       9       1    -0.9    96.2    3.43   165.5     0.0     0.0     0.0    0.05
     195    2050       1       9       2    -0.9    96.5    3.12   166.1     0.0     0.0     0.0    0.05
     196    2050       1       9       3    -1.0    96.2    3.12   166.1     0.0     0.0     0.0    0.05
     197    2050       1       9       4    -1.2    95.8    2.95   136.4     0.0     0.0     0.0    0.00
     198    2050       1       9       5    -1.2    95.6    2.95   136.4     0.0     0.0     0.0    0.00
     199    2050       1       9       6    -1.3    96.5    2.95   136.4     0.0     0.0     0.0    0.00
     200    2050       1       9       7    -1.4    97.5    3.07   156.4     0.0     0.0     0.0    0.00
     201    2050       1       9       8    -1.5    98.4    3.07   156.4     0.0     0.0     0.0    0.00
     202    2050       1       9       9    -1.5    98.4    3.07   156.4     0.0     0.0     0.0    0.00
     203    2050       1       9      10    -1.5    98.4    3.07   156.4     3.0     3.0     0.0    0.00
     204    2050       1       9      11    -1.5    98.4    3.07   156.4    13.1    13.1     0.4    0.00
     205    2050       1       9      12    -1.9    98.2    2.77   157.0    33.2    33.2     0.0    0.00
     206    2050       1       9      13    -2.2    97.8    2.37   158.2    43.9    43.9     0.0    0.00
     207    2050       1       9      14    -2.6    97.5    2.07   159.4    32.7    32.7     0.0    0.00
     208    2050       1       9      15    -3.0    97.2    2.07   159.4    19.5    19.5     0.0    0.00
     209    2050       1       9      16    -3.4    96.8    2.01   149.7     5.3     5.3     0.0    0.00
     210    2050       1       9      17    -3.7    96.5    2.01   149.7     0.0     0.0     0.0    0.00
     211    2050       1       9      18    -4.0    96.2    2.31   148.4     0.0     0.0     0.0    0.00
     212    2050       1       9      19    -4.4    95.9    2.65   137.1     0.0     0.0     0.0    0.00
     213    2050       1       9      20    -4.7    95.6    2.95   136.4     0.0     0.0     0.0    0.00
     214    2050       1       9      21    -4.9    95.4    2.95   136.4     0.0     0.0     0.0    0.00
     215    2050       1       9      22    -4.9    95.3    2.79   104.8     0.0     0.0     0.0    0.00
     216    2050       1       9      23    -5.1    95.2    2.79   104.8     0.0     0.0     0.0    0.00
     217    2050       1      10       0    -5.8    94.6    2.49   105.4     0.0     0.0     0.0    0.00
     218    2050       1      10       1    -6.4    94.0    2.09   106.5     0.0     0.0     0.0    0.00
     219    2050       1      10       2    -7.1    93.4    1.79   107.6     0.0     0.0     0.0    0.00
     220    2050       1      10       3    -8.0    92.5    1.79   107.6     0.0     0.0     0.0    0.00
     221    2050       1      10       4    -9.0    91.7    1.84   118.6     0.0     0.0     0.0    0.00
     222    2050       1      10       5    -9.9    90.9    1.84   118.6     0.0     0.0     0.0    0.00
     223    2050       1      10       6   -10.7    90.1    1.84   118.6     0.0     0.0     0.0    0.00
     224    2050       1      10       7   -11.5    89.4    1.84   118.6     0.0     0.0     0.0    0.00
     225    2050       1      10       8   -12.3    88.7    1.84   118.6     0.0     0.0     0.0    0.00
     226    2050       1      10       9   -10.3    90.5    1.84   118.6     0.0     0.0     0.0    0.00
     227    2050       1      10      10    -8.3    92.3    2.01   149.7     4.8     4.8     0.0    0.00
     228    2050       1      10      11    -6.2    94.1    2.01   149.7    18.2    18.2     0.0    0.00
     229    2050       1      10      12    -5.9    94.4    2.01   149.7    32.2    32.2     0.0    0.00
     230    2050       1      10      13    -5.7    94.6    2.22   187.3    35.9    35.9     0.0    0.00
     231    2050       1      10      14    -5.3    94.9    2.22   187.3    29.1    29.1     0.0    0.00
     232    2050       1      10      15    -5.3    94.9    2.22   187.3    17.0    17.0     0.0    0.00
     233    2050       1      10      16    -5.4    94.9    2.27   196.2     5.1     5.1     0.0    0.00
     234    2050       1      10      17    -5.4    94.9    2.27   196.2     0.0     0.0     0.0    0.00
     235    2050       1      10      18    -5.5    94.8    2.27   196.2     0.0     0.0     0.0    0.00
     236    2050       1      10      19    -5.5    94.8    2.18   178.2     0.0     0.0     0.0    0.00
     237    2050       1      10      20    -5.6    94.7    2.18   178.2     0.0     0.0     0.0    0.00
     238    2050       1      10      21    -5.7    94.6    2.18   178.2     0.0     0.0     0.0    0.00
     239    2050       1      10      22    -5.7    94.6    2.12   168.9     0.0     0.0     0.0    0.00
     240    2050       1      10      23    -5.8    94.6    2.12   168.9     0.0     0.0     0.0    0.00
     241    2050       1      11       0    -5.8    94.6    1.83   170.4     0.0     0.0     0.0    0.00
     242    2050       1      11       1    -5.8    94.6    1.57   199.0     0.0     0.0     0.0    0.00
     243    2050       1      11       2    -5.8    94.6    1.27   201.1     0.0     0.0     0.0    0.00
     244    2050       1      11       3    -5.7    94.6    1.57   199.0     0.0     0.0     0.0    0.00
     245    2050       1      11       4    -5.7    93.5    1.77   161.1     0.0     0.0     0.0    0.00
     246    2050       1      11       5    -5.6    92.2    2.07   159.4     0.0     0.0     0.0    0.00
     247    2050       1      11       6    -5.4    92.5    2.37   158.2     0.0     0.0     0.0    0.00
     248    2050       1      11       7    -5.2    92.8    2.77   157.0     0.0     0.0     0.0    0.00
     249    2050       1      11       8    -5.0    93.1    3.07   156.4     0.0     0.0     0.0    0.00
     250    2050       1      11       9    -4.9    93.1    3.07   156.4     0.0     0.0     0.0    0.00
     251    2050       1      11      10    -4.7    93.1    3.01   146.5     2.8     2.8     0.0    0.00
     252    2050       1      11      11    -4.5    93.1    3.01   146.5    12.7    12.3     4.0    0.00
     253    2050       1      11      12    -4.3    93.3    3.01   146.5    26.4    26.4     0.0    0.00
     254    2050       1      11      13    -4.0    93.7    3.12   166.1    30.4    30.4     0.0    0.00
     255    2050       1      11      14    -3.8    93.9    3.12   166.1    20.8    20.8     0.0    0.00
     256    2050       1      11      15    -3.9    94.2    3.12   166.1    12.0    12.0     0.0    0.00
     257    2050       1      11      16    -3.9    94.6    3.07   156.4     3.8     3.8     0.0    0.00
     258    2050       1      11      17    -4.0    94.9    3.07   156.4     0.0     0.0     0.0    0.00
     259    2050       1      11      18    -4.1    95.2    2.77   157.0     0.0     0.0     0.0    0.00
     260    2050       1      11      19    -4.2    95.6    2.42   167.8     0.0     0.0     0.0    0.00
     261    2050       1      11      20    -4.3    95.9    2.12   168.9     0.0     0.0     0.0    0.00
     262    2050       1      11      21    -4.1    95.6    2.82   166.7     0.0     0.0     0.0    0.02
     263    2050       1      11      22    -4.0    95.2    3.31   145.9     0.0     0.0     0.0    0.02
     264    2050       1      11      23    -3.9    94.9    4.01   144.8     0.0     0.0     0.0    0.02
     265    2050       1      12       0    -3.9    95.6    4.01   144.8     0.0     0.0     0.0    0.02
     266    2050       1      12       1    -3.9    96.1    4.01   144.8     0.0     0.0     0.0    0.02
     267    2050       1      12       2    -4.0    96.2    4.01   144.8     0.0     0.0     0.0    0.02
     268    2050       1      12       3    -3.9    96.3    4.31   144.5     0.0     0.0     0.0    0.02
     269    2050       1      12       4    -3.6    96.5    4.60   123.8     0.0     0.0     0.0    0.02
     270    2050       1      12       5    -3.5    96.7    4.90   123.6     0.0     0.0     0.0    0.02
     271    2050       1      12       6    -3.2    94.8    4.60   123.8     0.0     0.0     0.0    0.02
     272    2050       1      12       7    -3.0    92.9    4.43   164.3     0.0     0.0     0.0    0.02
     273    2050       1      12       8    -2.8    91.0    4.13   164.6     0.0     0.0     0.0    0.02
     274    2050       1      12       9    -3.2    92.0    4.43   164.3     0.0     0.0     0.0    0.00
     275    2050       1      12      10    -3.5    93.0    4.83   163.9     2.0     2.0     0.0    0.00
     276    2050       1      12      11    -3.9    93.9    5.14   163.7     8.6     7.9     6.8    0.00
     277    2050       1      12      12    -4.0    93.3    5.84   163.2    18.0    18.0     0.0    0.00
     278    2050       1      12      13    -4.2    92.7    6.21   122.8    24.1    24.1     0.0    0.00
     279    2050       1      12      14    -4.3    92.1    6.92   122.5    22.5    22.5     0.0    0.13
     280    2050       1      12      15    -4.1    93.0    6.92   122.5    17.7    17.7     0.0    0.43
     281    2050       1      12      16    -3.9    93.9    6.97   132.7     7.4     7.4     0.0    0.00
     282    2050       1      12      17    -3.7    94.9    6.97   132.7     0.0     0.0     0.0    0.00
     283    2050       1      12      18    -3.2    94.8    6.27   133.0     0.0     0.0     0.0    0.00
     284    2050       1      12      19    -2.7    94.8    5.72   143.4     0.0     0.0     0.0    0.00
     285    2050       1      12      20    -2.2    94.7    5.02   143.9     0.0     0.0     0.0    0.00
     286    2050       1      12      21    -1.5    95.6    4.72   144.1     0.0     0.0     0.0    0.00
     287    2050       1      12      22    -0.7    96.4    4.37   154.5     0.0     0.0     0.0    0.00
     288    2050       1      12      23     0.1    97.2    4.07   154.8     0.0     0.0     0.0    0.27
     289    2050       1      13       0     0.7    96.9    4.07   154.8     0.0     0.0     0.0    0.00
     290    2050       1      13       1     1.1    96.8    4.07   154.8     0.0     0.0     0.0    0.00
     291    2050       1      13       2     1.7    96.4    4.07   154.8     0.0     0.0     0.0    0.00
     292    2050       1      13       3     1.9    96.6    4.07   154.8     0.0     0.0     0.0    0.00
     293    2050       1      13       4     2.1    97.0    4.13   164.6     0.0     0.0     0.0    0.00
     294    2050       1      13       5     2.2    97.3    4.13   164.6     0.0     0.0     0.0    0.00
     295    2050       1      13       6     2.3    97.3    4.13   164.6     0.0     0.0     0.0    0.25
     296    2050       1      13       7     2.4    97.3    4.13   164.6     0.0     0.0     0.0    0.00
     297    2050       1      13       8     2.5    97.3    4.13   164.6     0.0     0.0     0.0    0.00
     298    2050       1      13       9     2.5    97.3    4.13   164.6     0.0     0.0     0.0    0.00
     299    2050       1      13      10     2.5    97.3    4.13   164.6     3.0     3.0     0.0    0.00
     300    2050       1      13      11     2.5    97.3    4.13   164.6    12.0    12.0     0.0    0.00
     301    2050       1      13      12     2.5    97.3    3.83   164.9    21.3    21.3     0.0    0.00
     302    2050       1      13      13     2.4    97.3    3.37   155.8    22.8    22.8     0.0    0.00
     303    2050       1      13      14     2.4    97.3    3.07   156.4    16.7    16.7     0.0    0.14
     304    2050       1      13      15     2.3    97.3    3.37   155.8     9.4     9.4     0.0    0.89
     305    2050       1      13      16     2.2    97.3    3.77   155.2     3.8     3.8     0.0    0.44
     306    2050       1      13      17     2.1    97.3    4.07   154.8     0.0     0.0     0.0    0.00
     307    2050       1      13      18     2.1    97.3    3.77   155.2     0.0     0.0     0.0    0.07
     308    2050       1      13      19     2.1    97.3    3.31   145.9     0.0     0.0     0.0    0.66
     309    2050       1      13      20     2.1    97.3    3.01   146.5     0.0     0.0     0.0    0.07
     310    2050       1      13      21     2.1    97.3    2.71   147.2     0.0     0.0     0.0    0.00
