		t	year	month	day	hour	Te	RHe_water	ws	wd	Rglob	Rdif	Rbeam	precip
       1    2050       1       1       0     4.5    99.1    3.89   296.6     0.0     0.0     0.0    0.12
       2    2050       1       1       1     4.0    99.1    4.59   268.3     0.0     0.0     0.0    0.12
       3    2050       1       1       2     3.5    99.1    5.30   268.5     0.0     0.0     0.0    0.12
       4    2050       1       1       3     3.5    99.1    4.99   268.4     0.0     0.0     0.0    0.12
       5    2050       1       1       4     3.3    99.1    4.56   277.8     0.0     0.0     0.0    0.12
       6    2050       1       1       5     3.2    99.1    4.26   277.7     0.0     0.0     0.0    0.00
       7    2050       1       1       6     3.0    99.1    4.56   277.8     0.0     0.0     0.0    0.00
       8    2050       1       1       7     2.9    99.1    5.03   239.9     0.0     0.0     0.0    0.00
       9    2050       1       1       8     2.7    99.1    5.33   239.9     0.0     0.0     0.0    0.00
      10    2050       1       1       9     3.0    99.4    4.62   239.9     0.0     0.0     0.0    0.00
      11    2050       1       1      10     3.5    99.7    3.90   183.3     1.5     1.5     0.0    0.00
      12    2050       1       1      11     3.8   100.0    3.19   184.0    10.6    10.6     0.0    0.00
      13    2050       1       1      12     4.4    97.9    4.20   183.0    12.6    12.6     0.0    0.00
      14    2050       1       1      13     4.9    95.7    5.13   162.9    14.6    14.6     0.0    0.00
      15    2050       1       1      14     5.5    93.5    6.14   162.4     8.3     8.3     0.0    0.00
      16    2050       1       1      15     5.4    94.4    7.16   162.1     1.3     1.3     0.0    0.00
      17    2050       1       1      16     5.4    95.4    8.17   161.8     0.0     0.0     0.0    0.00
      18    2050       1       1      17     5.4    96.3    9.19   161.6     0.0     0.0     0.0    0.00
      19    2050       1       1      18     5.4    97.0    7.46   162.0     0.0     0.0     0.0    3.01
      20    2050       1       1      19     5.4    97.5    5.84   162.5     0.0     0.0     0.0    2.68
      21    2050       1       1      20     5.5    98.2    4.12   163.6     0.0     0.0     0.0    0.50
      22    2050       1       1      21     5.7    98.2    4.83   163.0     0.0     0.0     0.0    0.14
      23    2050       1       1      22     5.8    98.2    5.44   162.7     0.0     0.0     0.0    0.00
      24    2050       1       1      23     6.0    98.2    6.14   162.4     0.0     0.0     0.0    0.00
      25    2050       1       2       0     6.0    97.9    5.84   162.5     0.0     0.0     0.0    0.03
      26    2050       1       2       1     5.9    97.5    5.44   162.7     0.0     0.0     0.0    0.07
      27    2050       1       2       2     5.9    97.2    5.13   162.9     0.0     0.0     0.0    0.13
      28    2050       1       2       3     5.5    97.0    3.81   163.9     0.0     0.0     0.0    0.00
      29    2050       1       2       4     5.2    96.6    2.18   115.4     0.0     0.0     0.0    0.00
      30    2050       1       2       5     4.8    96.3    0.88   123.5     0.0     0.0     0.0    0.20
      31    2050       1       2       6     4.7    97.0    0.88   123.5     0.0     0.0     0.0    0.75
      32    2050       1       2       7     4.4    97.5    1.00   325.1     0.0     0.0     0.0    0.89
      33    2050       1       2       8     4.2    98.2    1.00   325.1     0.0     0.0     0.0    0.10
      34    2050       1       2       9     4.4    98.2    2.30   333.6     0.0     0.0     0.0    0.00
      35    2050       1       2      10     4.5    98.2    3.98   268.0     0.3     0.3     0.0    0.00
      36    2050       1       2      11     4.7    98.2    5.30   268.5     8.8     8.8     0.0    0.00
      37    2050       1       2      12     4.6    98.2    5.30   268.5    13.0    13.0     0.0    0.08
      38    2050       1       2      13     4.5    98.2    5.27   278.1    18.4    18.4     0.0    0.46
      39    2050       1       2      14     4.4    98.2    5.27   278.1    21.4    21.4     0.0    0.28
      40    2050       1       2      15     4.5    97.5    5.58   278.2     9.3     9.3     0.0    0.00
      41    2050       1       2      16     4.5    97.0    5.95   288.0     1.0     1.0     0.0    0.00
      42    2050       1       2      17     4.6    96.3    6.25   288.1     0.0     0.0     0.0    0.00
      43    2050       1       2      18     4.3    95.1    6.25   288.1     0.0     0.0     0.0    0.14
      44    2050       1       2      19     4.1    93.8    6.29   278.4     0.0     0.0     0.0    0.08
      45    2050       1       2      20     3.8    92.6    6.29   278.4     0.0     0.0     0.0    0.00
      46    2050       1       2      21     3.6    93.2    4.97   278.0     0.0     0.0     0.0    0.17
      47    2050       1       2      22     3.5    93.8    3.59   258.5     0.0     0.0     0.0    0.00
      48    2050       1       2      23     3.3    94.4    2.27   257.6     0.0     0.0     0.0    0.00
      49    2050       1       3       0     3.2    94.4    2.98   258.2     0.0     0.0     0.0    0.00
      50    2050       1       3       1     3.1    94.4    3.61   249.2     0.0     0.0     0.0    0.00
      51    2050       1       3       2     3.0    94.4    4.32   249.3     0.0     0.0     0.0    0.00
      52    2050       1       3       3     3.2    94.4    4.32   249.3     0.0     0.0     0.0    0.00
      53    2050       1       3       4     3.3    94.4    4.30   258.7     0.0     0.0     0.0    0.00
      54    2050       1       3       5     3.5    94.4    4.30   258.7     0.0     0.0     0.0    0.00
      55    2050       1       3       6     3.7    93.8    4.61   258.8     0.0     0.0     0.0    0.00
      56    2050       1       3       7     3.9    93.2    4.99   268.4     0.0     0.0     0.0    0.00
      57    2050       1       3       8     4.2    92.6    5.30   268.5     0.0     0.0     0.0    0.00
      58    2050       1       3       9     4.2    92.3    5.60   268.6     0.0     0.0     0.0    0.00
      59    2050       1       3      10     4.2    91.9    5.98   278.3     2.0     2.0     0.0    0.00
      60    2050       1       3      11     4.2    91.7    6.29   278.4     8.5     8.5     0.0    0.00
      61    2050       1       3      12     4.2    90.1    6.59   278.5    41.7    41.7     0.0    0.00
      62    2050       1       3      13     4.2    88.6    7.00   278.6    59.5    59.5     0.0    0.00
      63    2050       1       3      14     4.2    87.0    7.30   278.6    29.9    29.9     0.0    0.00
      64    2050       1       3      15     3.7    86.7    7.30   278.6    25.9    25.9     0.0    0.00
      65    2050       1       3      16     3.4    86.3    7.33   268.9     2.8     2.8     0.0    0.00
      66    2050       1       3      17     2.9    86.0    7.33   268.9     0.0     0.0     0.0    0.00
      67    2050       1       3      18     2.9    84.4    7.33   268.9     0.0     0.0     0.0    0.00
      68    2050       1       3      19     2.9    82.9    7.35   259.3     0.0     0.0     0.0    0.00
      69    2050       1       3      20     2.8    81.3    7.35   259.3     0.0     0.0     0.0    0.00
      70    2050       1       3      21     2.9    80.0    6.03   259.1     0.0     0.0     0.0    0.00
      71    2050       1       3      22     2.9    78.7    4.62   249.4     0.0     0.0     0.0    0.00
      72    2050       1       3      23     2.9    77.5    3.30   249.1     0.0     0.0     0.0    0.00
      73    2050       1       4       0     2.2    81.7    3.30   249.1     0.0     0.0     0.0    0.00
      74    2050       1       4       1     1.5    86.6    3.31   239.9     0.0     0.0     0.0    0.00
      75    2050       1       4       2     0.8    91.3    3.31   239.9     0.0     0.0     0.0    0.00
      76    2050       1       4       3     0.7    92.4    3.00   239.9     0.0     0.0     0.0    0.00
      77    2050       1       4       4     0.6    93.4    2.48   185.2     0.0     0.0     0.0    0.00
      78    2050       1       4       5     0.5    94.4    2.18   185.9     0.0     0.0     0.0    0.00
      79    2050       1       4       6     1.6    93.1    3.49   183.7     0.0     0.0     0.0    0.00
      80    2050       1       4       7     2.8    91.9    4.95   192.3     0.0     0.0     0.0    0.00
      81    2050       1       4       8     3.9    91.7    6.26   191.8     0.0     0.0     0.0    0.00
      82    2050       1       4       9     4.0    92.9    6.57   191.7     0.0     0.0     0.0    0.00
      83    2050       1       4      10     4.2    94.2    6.94   181.8     1.0     1.0     0.0    0.00
      84    2050       1       4      11     4.2    95.4    7.24   181.8     5.5     5.5     0.0    0.19
      85    2050       1       4      12     4.3    96.0    7.55   181.7     9.3     9.3     0.0    0.58
      86    2050       1       4      13     4.4    96.6    7.95   181.6     7.3     7.3     0.0    1.21
      87    2050       1       4      14     4.5    97.2    8.26   181.5     6.1     6.1     0.0    0.58
      88    2050       1       4      15     4.9    97.5    8.26   181.5     3.0     3.0     0.0    1.00
      89    2050       1       4      16     5.4    97.9    8.29   191.4     0.3     0.3     0.0    0.38
      90    2050       1       4      17     5.9    98.2    8.29   191.4     0.0     0.0     0.0    0.19
      91    2050       1       4      18     6.1    98.2    8.60   191.3     0.0     0.0     0.0    0.00
      92    2050       1       4      19     6.3    98.2    9.03   201.0     0.0     0.0     0.0    0.00
      93    2050       1       4      20     6.5    98.2    9.34   201.0     0.0     0.0     0.0    0.19
      94    2050       1       4      21     6.7    97.5    9.34   201.0     0.0     0.0     0.0    0.00
      95    2050       1       4      22     7.1    97.0    9.34   201.0     0.0     0.0     0.0    0.38
      96    2050       1       4      23     7.4    96.3    9.34   201.0     0.0     0.0     0.0    0.00
      97    2050       1       5       0     7.2    97.0    9.34   201.0     0.0     0.0     0.0    0.00
      98    2050       1       5       1     7.0    97.5    9.34   201.0     0.0     0.0     0.0    0.00
      99    2050       1       5       2     6.8    98.2    9.34   201.0     0.0     0.0     0.0    0.00
     100    2050       1       5       3     6.8    98.2    8.63   201.1     0.0     0.0     0.0    0.00
     101    2050       1       5       4     6.7    98.2    8.02   201.2     0.0     0.0     0.0    0.00
     102    2050       1       5       5     6.7    98.2    7.31   201.3     0.0     0.0     0.0    0.00
     103    2050       1       5       6     6.7    98.4    7.61   201.2     0.0     0.0     0.0    0.00
     104    2050       1       5       7     6.7    98.8    7.99   191.4     0.0     0.0     0.0    1.65
     105    2050       1       5       8     6.7    99.1    8.29   191.4     0.0     0.0     0.0    1.65
     106    2050       1       5       9     6.7    98.8    7.99   191.4     0.0     0.0     0.0    1.07
     107    2050       1       5      10     6.7    98.4    7.58   191.5     2.3     2.3     0.0    0.00
     108    2050       1       5      11     6.8    98.2    7.28   191.5    16.1    16.1     0.0    1.84
     109    2050       1       5      12     6.9    97.9    6.57   191.7    14.8    14.8     0.0    0.00
     110    2050       1       5      13     6.9    97.5    6.04   230.4    13.8    13.8     0.0    0.00
     111    2050       1       5      14     7.0    97.2    5.33   230.4    15.6    15.6     0.0    0.00
     112    2050       1       5      15     6.5    96.0    5.33   230.4    13.6    13.6     0.0    0.00
     113    2050       1       5      16     5.9    94.7    5.30   268.5     2.8     2.8     0.0    0.00
     114    2050       1       5      17     5.4    93.5    5.30   268.5     0.0     0.0     0.0    0.00
     115    2050       1       5      18     4.6    92.9    5.30   268.5     0.0     0.0     0.0    0.00
     116    2050       1       5      19     3.8    92.3    5.24   287.8     0.0     0.0     0.0    0.00
     117    2050       1       5      20     3.0    91.7    5.24   287.8     0.0     0.0     0.0    0.00
     118    2050       1       5      21     2.6    92.3    4.94   287.6     0.0     0.0     0.0    0.00
     119    2050       1       5      22     2.2    93.1    4.61   258.8     0.0     0.0     0.0    0.00
     120    2050       1       5      23     1.7    94.2    4.30   258.7     0.0     0.0     0.0    0.00
     121    2050       1       6       0     1.6    93.6    4.00   258.6     0.0     0.0     0.0    0.00
     122    2050       1       6       1     1.5    93.2    3.61   249.2     0.0     0.0     0.0    0.00
     123    2050       1       6       2     1.4    92.6    3.30   249.1     0.0     0.0     0.0    0.00
     124    2050       1       6       3     1.1    94.1    3.30   249.1     0.0     0.0     0.0    0.00
     125    2050       1       6       4     0.8    95.8    3.30   249.1     0.0     0.0     0.0    0.00
     126    2050       1       6       5     0.5    97.3    3.30   249.1     0.0     0.0     0.0    0.00
     127    2050       1       6       6     0.8    97.3    3.00   249.0     0.0     0.0     0.0    0.00
     128    2050       1       6       7     1.0    97.4    2.58   221.9     0.0     0.0     0.0    0.00
     129    2050       1       6       8     1.3    97.4    2.28   222.1     0.0     0.0     0.0    0.00
     130    2050       1       6       9     1.4    97.3    2.28   222.1     0.0     0.0     0.0    0.00
     131    2050       1       6      10     1.5    97.3    2.26   213.2     3.0     3.0     0.0    0.00
     132    2050       1       6      11     1.6    97.2    2.26   213.2    40.4    33.0    76.4    0.00
     133    2050       1       6      12     2.0    96.1    1.55   214.6    83.0    74.5    66.6    0.00
     134    2050       1       6      13     2.3    95.2    0.95   217.6    48.5    48.5     0.0    0.00
     135    2050       1       6      14     2.8    94.4    0.26   238.7    32.2    32.2     0.0    0.00
     136    2050       1       6      15     2.5    95.1    0.26   238.7    14.3    14.3     0.0    0.00
     137    2050       1       6      16     2.3    95.7    0.26   238.7     3.5     3.5     0.0    0.00
     138    2050       1       6      17     2.1    96.7    0.26   238.7     0.0     0.0     0.0    0.00
     139    2050       1       6      18     1.9    97.5    0.26   238.7     0.0     0.0     0.0    0.00
     140    2050       1       6      19     1.6    98.3    0.26   238.7     0.0     0.0     0.0    0.00
     141    2050       1       6      20     1.5    99.1    0.26   238.7     0.0     0.0     0.0    0.00
     142    2050       1       6      21     0.9    99.7    0.26   238.7     0.0     0.0     0.0    0.00
     143    2050       1       6      22     0.2   100.0    0.26   238.7     0.0     0.0     0.0    0.00
     144    2050       1       6      23    -0.4    99.6    0.26   238.7     0.0     0.0     0.0    0.00
     145    2050       1       7       0    -0.6    99.4    0.43   283.1     0.0     0.0     0.0    0.00
     146    2050       1       7       1    -0.7    99.3    0.79   301.0     0.0     0.0     0.0    0.00
     147    2050       1       7       2    -0.9    99.2    1.09   306.2     0.0     0.0     0.0    0.00
     148    2050       1       7       3    -0.4    99.6    1.09   306.2     0.0     0.0     0.0    0.00
     149    2050       1       7       4     0.0   100.0    0.80    20.9     0.0     0.0     0.0    0.00
     150    2050       1       7       5     0.4   100.0    0.80    20.9     0.0     0.0     0.0    0.00
     151    2050       1       7       6     0.6   100.0    0.80    20.9     0.0     0.0     0.0    0.00
     152    2050       1       7       7     0.7    99.9    0.88   123.5     0.0     0.0     0.0    0.00
     153    2050       1       7       8     0.9    99.7    0.88   123.5     0.0     0.0     0.0    0.00
     154    2050       1       7       9     1.3    99.6    0.58   130.5     0.0     0.0     0.0    0.00
     155    2050       1       7      10     1.8    99.4    0.25   165.3     0.5     0.5     0.0    0.00
     156    2050       1       7      11     2.2    99.3    0.26   238.7     7.5     7.5     0.0    0.20
     157    2050       1       7      12     2.4    99.1    0.52   212.4    12.0    12.0     0.0    0.20
     158    2050       1       7      13     2.7    99.1    0.90   202.5    18.1    18.1     0.0    0.00
     159    2050       1       7      14     2.9    99.1    1.20   199.4    12.8    12.8     0.0    0.00
     160    2050       1       7      15     3.4    98.8    1.91   195.9     8.1     8.1     0.0    0.00
     161    2050       1       7      16     3.9    98.4    2.40   166.1     1.3     1.3     0.0    0.00
     162    2050       1       7      17     4.4    98.2    3.11   164.7     0.0     0.0     0.0    0.20
     163    2050       1       7      18     4.6    98.4    3.41   164.3     0.0     0.0     0.0    0.13
     164    2050       1       7      19     4.8    98.8    3.93   192.9     0.0     0.0     0.0    0.06
     165    2050       1       7      20     5.0    99.1    4.24   192.7     0.0     0.0     0.0    0.00
     166    2050       1       7      21     5.1    98.4    4.54   192.5     0.0     0.0     0.0    0.00
     167    2050       1       7      22     5.1    97.9    4.95   192.3     0.0     0.0     0.0    0.20
     168    2050       1       7      23     5.2    97.2    5.25   192.1     0.0     0.0     0.0    0.00
     169    2050       1       8       0     5.3    97.5    4.95   192.3     0.0     0.0     0.0    0.44
     170    2050       1       8       1     5.4    97.9    4.50   182.8     0.0     0.0     0.0    0.26
     171    2050       1       8       2     5.4    98.2    4.20   183.0     0.0     0.0     0.0    0.26
     172    2050       1       8       3     5.4    97.5    4.50   182.8     0.0     0.0     0.0    0.26
     173    2050       1       8       4     5.5    97.0    4.95   192.3     0.0     0.0     0.0    0.00
     174    2050       1       8       5     5.5    96.3    5.25   192.1     0.0     0.0     0.0    0.00
     175    2050       1       8       6     5.6    96.3    5.96   191.9     0.0     0.0     0.0    0.00
     176    2050       1       8       7     5.8    96.3    6.57   191.7     0.0     0.0     0.0    0.00
     177    2050       1       8       8     5.9    96.3    7.28   191.5     0.0     0.0     0.0    0.17
     178    2050       1       8       9     6.0    97.0    7.28   191.5     0.0     0.0     0.0    0.35
     179    2050       1       8      10     6.0    97.5    7.28   191.5     0.7     0.7     0.0    0.26
     180    2050       1       8      11     6.1    98.2    7.28   191.5     4.5     4.4     1.2    0.00
     181    2050       1       8      12     6.3    98.4    6.57   191.7     8.1     8.1     0.0    0.00
     182    2050       1       8      13     6.5    98.8    5.99   201.6    13.8    13.8     0.0    0.00
     183    2050       1       8      14     6.7    99.1    5.28   201.8     7.3     7.3     0.0    0.00
     184    2050       1       8      15     6.7    99.1    5.99   201.6     5.8     5.8     0.0    0.00
     185    2050       1       8      16     6.7    99.1    6.57   191.7     0.7     0.7     0.0    0.00
     186    2050       1       8      17     6.7    99.1    7.28   191.5     0.0     0.0     0.0    0.00
     187    2050       1       8      18     6.8    99.1    7.28   191.5     0.0     0.0     0.0    0.00
     188    2050       1       8      19     6.9    99.1    7.31   201.3     0.0     0.0     0.0    0.00
     189    2050       1       8      20     7.0    99.1    7.31   201.3     0.0     0.0     0.0    0.00
     190    2050       1       8      21     7.0    98.8    7.31   201.3     0.0     0.0     0.0    1.38
     191    2050       1       8      22     7.0    98.4    7.24   181.8     0.0     0.0     0.0    0.00
     192    2050       1       8      23     7.0    98.2    7.24   181.8     0.0     0.0     0.0    0.00
     193    2050       1       9       0     6.7    97.2    7.55   181.7     0.0     0.0     0.0    0.00
     194    2050       1       9       1     6.6    96.3    7.95   181.6     0.0     0.0     0.0    0.00
     195    2050       1       9       2     6.3    95.4    8.26   181.5     0.0     0.0     0.0    0.00
     196    2050       1       9       3     6.3    96.0    9.27   181.4     0.0     0.0     0.0    0.17
     197    2050       1       9       4     6.2    96.6   10.32   191.1     0.0     0.0     0.0    1.28
     198    2050       1       9       5     6.2    97.2   11.34   191.0     0.0     0.0     0.0    1.90
     199    2050       1       9       6     6.5    95.7   10.32   191.1     0.0     0.0     0.0    1.09
     200    2050       1       9       7     6.7    94.2    9.39   230.2     0.0     0.0     0.0    0.70
     201    2050       1       9       8     7.0    92.6    8.38   230.3     0.0     0.0     0.0    0.00
     202    2050       1       9       9     6.8    91.4    7.67   230.3     0.0     0.0     0.0    0.00
     203    2050       1       9      10     6.7    90.1    7.06   230.3     3.0     3.0     0.0    0.00
     204    2050       1       9      11     6.5    88.8    6.35   230.4    10.6    10.6     0.0    0.00
     205    2050       1       9      12     6.7    88.6    6.65   230.3    14.8    14.8     0.0    0.00
     206    2050       1       9      13     6.8    88.2    7.05   220.7    24.2    24.2     0.0    0.00
     207    2050       1       9      14     7.0    87.9    7.35   220.7    27.7    27.7     0.0    0.00
     208    2050       1       9      15     6.8    89.1    7.66   220.6     9.3     9.3     0.0    0.00
     209    2050       1       9      16     6.7    90.4    7.99   191.4     1.5     1.5     0.0    0.00
     210    2050       1       9      17     6.5    91.7    8.29   191.4     0.0     0.0     0.0    0.00
     211    2050       1       9      18     6.5    92.9    9.31   191.2     0.0     0.0     0.0    0.00
     212    2050       1       9      19     6.4    94.2   10.29   181.2     0.0     0.0     0.0    0.00
     213    2050       1       9      20     6.4    95.4   11.30   181.1     0.0     0.0     0.0    0.14
     214    2050       1       9      21     6.9    96.0   11.60   181.1     0.0     0.0     0.0    0.75
     215    2050       1       9      22     7.4    96.6   12.10   210.6     0.0     0.0     0.0    2.12
     216    2050       1       9      23     7.9    97.2   12.41   210.6     0.0     0.0     0.0    4.92
     217    2050       1      10       0     8.4    95.4   11.70   210.6     0.0     0.0     0.0    2.26
     218    2050       1      10       1     8.8    93.5   11.12   230.2     0.0     0.0     0.0    1.74
     219    2050       1      10       2     9.3    91.7   10.41   230.2     0.0     0.0     0.0    0.48
     220    2050       1      10       3     9.1    91.7   10.71   230.2     0.0     0.0     0.0    0.00
     221    2050       1      10       4     8.7    91.7   11.10   220.4     0.0     0.0     0.0    0.00
     222    2050       1      10       5     8.5    91.7   11.41   220.4     0.0     0.0     0.0    0.00
     223    2050       1      10       6     8.6    86.7   11.41   220.4     0.0     0.0     0.0    0.00
     224    2050       1      10       7     8.7    81.6   11.42   240.0     0.0     0.0     0.0    0.24
     225    2050       1      10       8     8.8    76.5   11.42   240.0     0.0     0.0     0.0    0.00
     226    2050       1      10       9     8.7    72.4   12.44   240.0     0.0     0.0     0.0    0.00
     227    2050       1      10      10     8.7    68.1   13.41   269.4     4.0     4.0     0.0    0.00
     228    2050       1      10      11     8.7    63.9   14.43   269.5    23.2    23.2     0.0    0.00
     229    2050       1      10      12     8.4    64.6   12.70   269.4    69.4    39.7   219.0    0.00
     230    2050       1      10      13     8.2    65.2   11.08   269.3    87.5    40.8   348.4    0.00
     231    2050       1      10      14     8.0    65.9    9.36   269.2    78.4    37.8   395.2    0.00
     232    2050       1      10      15     6.9    68.5    7.63   269.0    36.5    36.5     0.0    0.00
     233    2050       1      10      16     5.8    71.0    6.03   259.1     3.5     3.5     0.0    0.00
     234    2050       1      10      17     4.8    73.6    4.30   258.7     0.0     0.0     0.0    0.00
     235    2050       1      10      18     4.4    75.8    4.00   258.6     0.0     0.0     0.0    0.00
     236    2050       1      10      19     4.0    78.1    3.56   202.6     0.0     0.0     0.0    0.00
     237    2050       1      10      20     3.6    80.3    3.25   202.9     0.0     0.0     0.0    0.00
     238    2050       1      10      21     3.4    82.5    2.24   204.2     0.0     0.0     0.0    0.00
     239    2050       1      10      22     3.0    84.8    1.23   207.6     0.0     0.0     0.0    0.00
     240    2050       1      10      23     2.8    87.0    0.26   238.7     0.0     0.0     0.0    0.00
     241    2050       1      11       0     3.0    90.7    0.80    99.7     0.0     0.0     0.0    0.00
     242    2050       1      11       1     3.3    94.4    1.81    94.3     0.0     0.0     0.0    0.00
     243    2050       1      11       2     3.5    98.2    2.82    92.8     0.0     0.0     0.0    0.29
     244    2050       1      11       3     3.5    98.2    3.13    92.5     0.0     0.0     0.0    0.83
     245    2050       1      11       4     3.6    98.2    3.50    49.4     0.0     0.0     0.0    1.19
     246    2050       1      11       5     3.6    98.2    3.80    49.4     0.0     0.0     0.0    1.57
     247    2050       1      11       6     3.3    98.2    4.51    49.5     0.0     0.0     0.0    1.19
     248    2050       1      11       7     2.9    98.2    5.21     7.8     0.0     0.0     0.0    0.50
     249    2050       1      11       8     2.5    98.2    5.92     8.1     0.0     0.0     0.0    0.09
     250    2050       1      11       9     2.3    98.5    6.22     8.2     0.0     0.0     0.0    0.83
     251    2050       1      11      10     2.1    99.2    6.63     8.3     1.3     1.3     0.0    0.95
     252    2050       1      11      11     1.9    99.6    6.93     8.4    11.6    11.6     0.0    0.49
     253    2050       1      11      12     1.9    97.8    6.93     8.4    26.4    26.4     0.0    0.93
     254    2050       1      11      13     1.8    96.0    7.10   327.9    29.7    29.7     0.0    1.28
     255    2050       1      11      14     1.8    94.1    7.10   327.9    62.6    34.0   273.9    0.00
     256    2050       1      11      15     1.5    93.5    6.80   327.8    54.6    54.6     0.0    0.00
     257    2050       1      11      16     1.2    92.8    6.39   327.7    10.3    10.3     0.0    0.00
     258    2050       1      11      17     0.9    92.2    6.09   327.5     0.0     0.0     0.0    0.00
     259    2050       1      11      18     0.7    91.7    4.77   326.9     0.0     0.0     0.0    0.00
     260    2050       1      11      19     0.6    91.2    3.44   305.9     0.0     0.0     0.0    0.00
     261    2050       1      11      20     0.4    90.7    2.13   303.3     0.0     0.0     0.0    0.00
     262    2050       1      11      21     0.3    93.1    1.42   300.0     0.0     0.0     0.0    0.00
     263    2050       1      11      22     0.2    95.4    0.83   292.7     0.0     0.0     0.0    0.00
     264    2050       1      11      23     0.0    97.8    0.26   238.7     0.0     0.0     0.0    0.00
     265    2050       1      12       0    -0.6    97.8    0.76    73.9     0.0     0.0     0.0    0.00
     266    2050       1      12       1    -1.1    97.9    1.77    71.7     0.0     0.0     0.0    0.00
     267    2050       1      12       2    -1.7    97.9    2.79    71.1     0.0     0.0     0.0    0.00
     268    2050       1      12       3    -1.6    97.6    2.79    71.1     0.0     0.0     0.0    0.00
     269    2050       1      12       4    -1.5    97.2    2.78    60.1     0.0     0.0     0.0    0.00
     270    2050       1      12       5    -1.4    96.9    2.78    60.1     0.0     0.0     0.0    0.00
     271    2050       1      12       6    -1.3    96.6    3.49    60.1     0.0     0.0     0.0    0.00
     272    2050       1      12       7    -1.2    96.3    4.10    49.5     0.0     0.0     0.0    0.00
     273    2050       1      12       8    -1.1    96.0    4.82    49.5     0.0     0.0     0.0    0.00
     274    2050       1      12       9    -1.1    96.0    4.82    49.5     0.0     0.0     0.0    0.00
     275    2050       1      12      10    -1.1    96.0    4.82    49.5     6.5     6.5     0.0    0.00
     276    2050       1      12      11    -1.1    96.0    4.82    49.5    24.3    24.3     0.0    0.00
     277    2050       1      12      12    -1.3    95.3    4.82    49.5    37.2    37.2     0.0    0.00
     278    2050       1      12      13    -1.5    94.7    4.82    49.5    54.8    54.8     0.0    0.00
     279    2050       1      12      14    -1.6    94.1    4.82    49.5    46.8    46.8     0.0    0.00
     280    2050       1      12      15    -2.4    94.4    4.10    49.5    30.7    30.7     0.0    0.00
     281    2050       1      12      16    -3.2    94.9    3.53    28.0     7.8     7.8     0.0    0.00
     282    2050       1      12      17    -4.0    95.2    2.82    27.5     0.0     0.0     0.0    0.00
     283    2050       1      12      18    -4.2    95.9    1.80    26.0     0.0     0.0     0.0    0.00
     284    2050       1      12      19    -4.4    95.8    0.80    20.9     0.0     0.0     0.0    0.00
     285    2050       1      12      20    -4.7    95.6    0.26   238.7     0.0     0.0     0.0    0.00
     286    2050       1      12      21    -4.0    96.2    0.46    76.5     0.0     0.0     0.0    0.00
     287    2050       1      12      22    -3.3    96.9    1.06    72.8     0.0     0.0     0.0    0.00
     288    2050       1      12      23    -2.6    97.5    1.77    71.7     0.0     0.0     0.0    0.00
     289    2050       1      13       0    -1.2    98.8    2.79    71.1     0.0     0.0     0.0    0.00
     290    2050       1      13       1     0.3   100.0    4.12   163.6     0.0     0.0     0.0    0.00
     291    2050       1      13       2     1.6    98.9    5.13   162.9     0.0     0.0     0.0    0.00
     292    2050       1      13       3     1.6    98.9    5.44   162.7     0.0     0.0     0.0    0.00
     293    2050       1      13       4     1.6    99.0    5.75   142.6     0.0     0.0     0.0    0.00
     294    2050       1      13       5     1.6    99.0    6.05   142.4     0.0     0.0     0.0    0.00
     295    2050       1      13       6     1.8    98.8    6.05   142.4     0.0     0.0     0.0    0.17
     296    2050       1      13       7     2.1    98.5    6.01   132.4     0.0     0.0     0.0    0.29
     297    2050       1      13       8     2.3    98.2    6.01   132.4     0.0     0.0     0.0    0.29
     298    2050       1      13       9     2.3    98.5    5.30   132.7     0.0     0.0     0.0    0.35
     299    2050       1      13      10     2.4    98.8    4.55    91.7     3.8     3.8     0.0    0.65
     300    2050       1      13      11     2.4    99.1    3.84    92.0    18.1    18.1     0.0    0.43
     301    2050       1      13      12     2.4    99.1    3.84    92.0    29.4    29.4     0.0    0.70
     302    2050       1      13      13     2.4    99.1    3.80    60.1    50.5    50.5     0.0    0.50
     303    2050       1      13      14     2.4    99.1    3.80    60.1    34.9    34.9     0.0    0.24
     304    2050       1      13      15     2.4    99.1    3.49    60.1    16.1    16.1     0.0    0.21
     305    2050       1      13      16     2.4    99.1    3.22   356.0     6.8     6.8     0.0    0.00
     306    2050       1      13      17     2.4    99.1    2.92   355.6     0.0     0.0     0.0    0.00
     307    2050       1      13      18     2.2    99.1    2.61   355.1     0.0     0.0     0.0    0.00
     308    2050       1      13      19     1.8    99.1    2.34   323.6     0.0     0.0     0.0    0.00
     309    2050       1      13      20     1.6    99.0    2.04   322.6     0.0     0.0     0.0    0.00
     310    2050       1      13      21     1.6    98.8    2.34   323.6     0.0     0.0     0.0    0.00
     311    2050       1      13      22     1.6    98.3    2.97   267.4     0.0     0.0     0.0    0.00
     312    2050       1      13      23     1.6    98.0    3.27   267.6     0.0     0.0     0.0    0.00
     313    2050       1      14       0     1.9    96.5    3.98   268.0     0.0     0.0     0.0    0.00
     314    2050       1      14       1     2.1    95.1    4.49   297.1     0.0     0.0     0.0    0.00
     315    2050       1      14       2     2.3    93.6    5.20   297.5     0.0     0.0     0.0    0.00
     316    2050       1      14       3     1.4    95.5    4.19   296.9     0.0     0.0     0.0    0.00
