Ilmatieteen_laitos Meteorologiska_institutet Finnish_Meteorological_Institute 2013  
Aika-askel Vuosi Kuukausi Päivä Aika Lämpötila(°C) Suhteellinen_kosteus(%) Tuulen_nopeus(m/s) Tuulen_suunta(astetta) Kokonaissäteily_vaakapinnalle(W/m2) Hajasäteily_vaakapinnalle(W/m2) Suora_säteily_kohtisuoralle_pinnalle(W/m2) Sademäärä(mm/h) 
Tidssteg År Månad Dag Tid Temperatur(°C) Relativ_fuktighet(%) Vindhastighet(m/s) Vindriktning(grader) Global_strålning_på_vågrät_yta(W/m2) Diffus_strålning_på_vågrät_yta(W/m2) Direkt_strålning_på_normalyta(W/m2) Nederbörd(mm/h) 
Timestep Year Month Day Time Temperature(°C) Relative_humidity(%) Wind_speed(m/s) Wind_direction(degrees) Global_horisontal_radiation(W/m2) Diffuse_horisontal_radiation(W/m2) Direct_normal_solar_radiation(W/m2) Precipitation(mm/h)
#    STEP    YEAR    MONTH     DAY     HOUR     T      RH             WS      WD      Rglob   Rdiff   Rnorm  Precip
    2232    2100       4       2      23     3.3    80.5    2.25   240.5     0.0     0.0     0.0    0.00
    2233    2100       4       3       0     2.8    82.1    2.56   240.5     0.0     0.0     0.0    0.00
    2234    2100       4       3       1     2.3    83.9    2.95   231.2     0.0     0.0     0.0    0.00
    2235    2100       4       3       2     1.9    85.5    3.26   231.1     0.0     0.0     0.0    0.00
    2236    2100       4       3       3     1.5    87.5    3.26   231.1     0.0     0.0     0.0    0.00
    2237    2100       4       3       4     1.1    89.4    3.24   221.7     0.0     0.0     0.0    0.00
    2238    2100       4       3       5     0.7    91.5    3.24   221.7     0.0     0.0     0.0    0.00
    2239    2100       4       3       6     1.2    90.0    3.24   221.7    10.4    10.4     0.0    0.00
    2240    2100       4       3       7     1.8    88.5    3.26   231.1    63.3    21.3   276.3    0.00
    2241    2100       4       3       8     2.3    87.1    3.26   231.1   168.3    44.0   452.5    0.00
    2242    2100       4       3       9     3.6    81.2    3.56   231.0   291.0    61.3   597.2    0.00
    2243    2100       4       3      10     4.9    75.4    3.96   230.9   401.7    73.1   692.5    0.00
    2244    2100       4       3      11     6.3    70.5    4.27   230.8   490.9    80.1   763.3    0.00
    2245    2100       4       3      12     7.4    62.5    4.57   230.8   549.1    83.1   815.6    0.00
    2246    2100       4       3      13     8.4    54.2    4.97   230.7   568.7    84.0   847.9    0.00
    2247    2100       4       3      14     9.5    45.9    5.28   230.7   550.1    82.6   867.0    0.00
    2248    2100       4       3      15     9.5    43.8    4.57   230.8   493.2    78.8   870.1    0.00
    2249    2100       4       3      16     9.5    41.8    3.97   240.3   406.4    71.9   864.4    0.00
    2250    2100       4       3      17     9.6    39.7    3.26   240.4   297.4    61.4   850.1    0.00
    2251    2100       4       3      18     8.4    43.5    3.26   240.4   176.4    46.3   835.9    0.00
    2252    2100       4       3      19     7.2    47.2    3.26   231.1    68.2    68.2     0.0    0.00
    2253    2100       4       3      20     5.9    50.9    3.26   231.1    10.9    10.9     0.0    0.00
    2254    2100       4       3      21     5.1    57.2    3.26   231.1     0.0     0.0     0.0    0.00
    2255    2100       4       3      22     4.3    64.0    2.90     6.2     0.0     0.0     0.0    0.00
    2256    2100       4       3      23     3.4    70.7    2.90     6.2     0.0     0.0     0.0    0.00
    2257    2100       4       4       0     2.7    74.9    2.60     5.8     0.0     0.0     0.0    0.00
    2258    2100       4       4       1     1.9    79.0    2.46   194.4     0.0     0.0     0.0    0.00
    2259    2100       4       4       2     1.2    83.3    2.16   195.1     0.0     0.0     0.0    0.00
    2260    2100       4       4       3     0.9    85.1    2.16   195.1     0.0     0.0     0.0    0.00
    2261    2100       4       4       4     0.7    86.9    1.97   146.5     0.0     0.0     0.0    0.00
    2262    2100       4       4       5     0.4    88.8    1.97   146.5     0.0     0.0     0.0    0.00
    2263    2100       4       4       6     1.6    84.5    1.97   146.5    15.6    15.6     0.0    0.00
    2264    2100       4       4       7     2.8    80.3    2.16   195.1    70.6    23.2   299.0    0.00
    2265    2100       4       4       8     3.9    76.2    2.16   195.1   171.1    46.2   444.8    0.00
    2266    2100       4       4       9     6.0    64.7    2.46   194.4   292.8    62.9   588.2    0.00
    2267    2100       4       4      10     8.0    53.9    2.80   174.6   403.2    74.1   685.0    0.00
    2268    2100       4       4      11    10.1    42.8    3.10   174.2   492.5    82.1   754.5    0.00
    2269    2100       4       4      12    10.8    39.4    3.40   173.8   550.3    85.9   805.1    0.00
    2270    2100       4       4      13    11.5    35.9    3.84   183.2   569.8    86.2   838.0    0.00
    2271    2100       4       4      14    12.1    32.5    4.14   182.9   550.3    85.9   852.9    0.00
    2272    2100       4       4      15    12.1    33.5    3.84   183.2   489.9    85.0   841.2    0.00
    2273    2100       4       4      16    12.2    34.6    3.50   202.7   397.1    81.5   805.1    0.00
    2274    2100       4       4      17    12.2    35.6    3.20   203.0   284.7    72.2   752.0    0.00
    2275    2100       4       4      18    10.5    39.4    2.90   203.3   166.5    53.4   703.2    0.00
    2276    2100       4       4      19     9.0    43.1    2.39   175.4    61.0    61.0     0.0    0.00
    2277    2100       4       4      20     7.3    46.9    2.09   176.2     7.0     7.0     0.0    0.00
    2278    2100       4       4      21     5.9    56.6    2.09   176.2     0.0     0.0     0.0    0.00
    2279    2100       4       4      22     4.5    66.4    2.25   258.5     0.0     0.0     0.0    0.00
    2280    2100       4       4      23     3.2    76.8    2.25   258.5     0.0     0.0     0.0    0.00
    2281    2100       4       5       0     3.4    75.0    2.25   258.5     0.0     0.0     0.0    0.00
    2282    2100       4       5       1     3.6    73.2    1.86   115.1     0.0     0.0     0.0    0.00
    2283    2100       4       5       2     3.8    71.5    1.86   115.1     0.0     0.0     0.0    0.00
    2284    2100       4       5       3     3.8    70.8    1.86   115.1     0.0     0.0     0.0    0.00
    2285    2100       4       5       4     3.8    70.2    1.90   125.8     0.0     0.0     0.0    0.00
    2286    2100       4       5       5     3.8    69.5    1.90   125.8     0.0     0.0     0.0    0.00
    2287    2100       4       5       6     4.5    67.7    1.90   125.8    10.1    10.1     0.0    0.00
    2288    2100       4       5       7     5.2    66.0    1.90   125.8    57.0    38.5   112.7    0.00
    2289    2100       4       5       8     5.9    64.7    1.90   125.8   135.4    87.0   168.6    0.00
    2290    2100       4       5       9     7.7    56.9    2.60   124.2   224.6   146.8   196.3    0.00
    2291    2100       4       5      10     9.4    48.9    3.28   143.9   305.8   202.1   213.3    0.00
    2292    2100       4       5      11    11.1    40.8    3.99   143.2   355.5   244.3   202.4    0.00
    2293    2100       4       5      12    11.7    39.0    3.99   143.2   389.5   260.6   221.4    0.00
    2294    2100       4       5      13    12.3    37.4    4.07   163.3   416.0   239.3   303.6    0.00
    2295    2100       4       5      14    12.9    35.6    4.07   163.3   412.1   222.3   345.3    0.00
    2296    2100       4       5      15    12.7    35.9    3.77   163.5   313.0   200.4   231.6    0.00
    2297    2100       4       5      16    12.5    36.3    3.28   143.9   191.9   159.7    81.1    0.00
    2298    2100       4       5      17    12.3    36.7    2.98   144.3   122.7   115.7    24.3    0.00
    2299    2100       4       5      18    11.5    39.0    2.98   144.3    66.9    66.9     0.0    0.00
    2300    2100       4       5      19    10.7    41.5    3.06   164.3    24.6    24.6     0.0    0.00
    2301    2100       4       5      20     9.9    43.8    3.06   164.3     3.4     3.4     0.0    0.00
    2302    2100       4       5      21     8.9    44.9    2.76   164.8     0.0     0.0     0.0    0.00
    2303    2100       4       5      22     7.9    45.9    2.20   125.0     0.0     0.0     0.0    0.00
    2304    2100       4       5      23     6.9    46.9    1.90   125.8     0.0     0.0     0.0    0.00
    2305    2100       4       6       0     6.8    46.9    1.90   125.8     0.0     0.0     0.0    0.00
    2306    2100       4       6       1     6.5    46.9    1.81    93.1     0.0     0.0     0.0    0.00
    2307    2100       4       6       2     6.4    46.9    1.81    93.1     0.0     0.0     0.0    0.00
    2308    2100       4       6       3     6.4    48.9    1.81    93.1     0.0     0.0     0.0    0.00
    2309    2100       4       6       4     6.6    50.9    1.83   104.2     0.0     0.0     0.0    0.00
    2310    2100       4       6       5     6.7    52.9    1.83   104.2     0.0     0.0     0.0    0.00
    2311    2100       4       6       6     6.8    51.6    1.83   104.2     3.1     3.1     0.0    0.00
    2312    2100       4       6       7     6.9    50.2    1.93   136.3    20.3    19.8     2.7    0.00
    2313    2100       4       6       8     7.0    48.9    1.93   136.3    53.7    53.7     0.0    0.00
    2314    2100       4       6       9     7.7    48.6    2.24   135.4   116.4   109.3    17.8    0.00
    2315    2100       4       6      10     8.5    48.2    2.57   113.7   180.7   168.1    25.7    0.00
    2316    2100       4       6      11     9.1    47.9    2.87   113.3   283.7   233.4    90.9    0.00
    2317    2100       4       6      12    10.1    45.9    3.17   113.0   364.1   286.8   131.6    0.00
    2318    2100       4       6      13    11.2    43.8    3.58   112.6   420.1   274.1   248.5    0.00
    2319    2100       4       6      14    12.2    41.8    3.88   112.4   434.7   213.1   398.9    0.00
    2320    2100       4       6      15    12.0    41.8    4.18   112.3   323.4   216.1   217.8    0.00
    2321    2100       4       6      16    12.0    41.8    4.56   101.7   302.1   202.6   246.5    0.00
    2322    2100       4       6      17    11.8    41.8    4.86   101.6   291.0   143.9   499.1    0.00
    2323    2100       4       6      18    11.0    44.6    3.85   102.0   157.7    88.4   400.7    0.00
    2324    2100       4       6      19    10.2    47.2    2.82    92.0    47.0    47.0     0.0    0.00
    2325    2100       4       6      20     9.4    49.9    1.81    93.1     4.9     4.9     0.0    0.00
    2326    2100       4       6      21     8.6    53.9    2.11    92.7     0.0     0.0     0.0    0.00
    2327    2100       4       6      22     7.9    57.9    2.50    81.4     0.0     0.0     0.0    0.00
    2328    2100       4       6      23     7.2    61.8    2.81    81.2     0.0     0.0     0.0    0.00
    2329    2100       4       7       0     7.4    61.1    3.11    81.1     0.0     0.0     0.0    0.00
    2330    2100       4       7       1     7.4    60.5    3.58   112.6     0.0     0.0     0.0    0.00
    2331    2100       4       7       2     7.6    59.8    3.88   112.4     0.0     0.0     0.0    0.00
    2332    2100       4       7       3     7.2    62.8    3.58   112.6     0.0     0.0     0.0    0.00
    2333    2100       4       7       4     6.9    65.7    3.12    91.8     0.0     0.0     0.0    0.00
    2334    2100       4       7       5     6.4    68.6    2.82    92.0     0.0     0.0     0.0    0.00
    2335    2100       4       7       6     6.4    70.8    3.53    91.6     9.9     9.9     0.0    0.00
    2336    2100       4       7       7     6.4    73.1    4.16   101.8    46.4    27.9   105.6    0.00
    2337    2100       4       7       8     6.4    75.2    4.86   101.6   142.9    60.6   277.0    0.00
    2338    2100       4       7       9     8.0    69.2    4.86   101.6   270.2    92.5   436.7    0.00
    2339    2100       4       7      10     9.6    63.1    4.84    91.2   370.5   114.1   516.6    0.00
    2340    2100       4       7      11    11.3    56.9    4.84    91.2   469.7   122.7   619.9    0.00
    2341    2100       4       7      12    12.1    53.2    5.14    91.1   540.2   116.9   714.1    0.00
    2342    2100       4       7      13    12.9    49.6    5.55    91.0   559.4   107.7   761.8    0.00
    2343    2100       4       7      14    13.7    45.9    5.85    91.0   540.7   108.0   772.0    0.00
    2344    2100       4       7      15    13.6    45.6    5.85    91.0   474.5   123.4   705.4    0.00
    2345    2100       4       7      16    13.6    45.2    5.87   101.3   357.7   146.0   518.0    0.00
    2346    2100       4       7      17    13.5    44.9    5.87   101.3   248.2   133.8   381.7    0.00
    2347    2100       4       7      18    12.5    46.2    5.17   101.5   146.3    89.1   321.5    0.00
    2348    2100       4       7      19    11.5    47.6    4.59   112.1    50.8    50.8     0.0    0.00
    2349    2100       4       7      20    10.4    48.9    3.88   112.4     9.1     9.1     0.0    0.00
    2350    2100       4       7      21     9.2    53.2    3.58   112.6     0.0     0.0     0.0    0.00
    2351    2100       4       7      22     7.9    57.6    3.12    91.8     0.0     0.0     0.0    0.00
    2352    2100       4       7      23     6.8    61.8    2.82    92.0     0.0     0.0     0.0    0.00
    2353    2100       4       8       0     6.8    65.4    3.12    91.8     0.0     0.0     0.0    0.00
    2354    2100       4       8       1     6.8    68.9    3.53    91.6     0.0     0.0     0.0    0.00
    2355    2100       4       8       2     6.8    72.4    3.83    91.5     0.0     0.0     0.0    0.00
    2356    2100       4       8       3     6.4    74.0    3.53    91.6     0.0     0.0     0.0    0.00
    2357    2100       4       8       4     5.9    75.5    3.12    91.8     0.0     0.0     0.0    0.00
    2358    2100       4       8       5     5.4    77.1    2.82    92.0     0.0     0.0     0.0    0.00
    2359    2100       4       8       6     6.1    76.2    2.82    92.0    14.0    14.0     0.0    0.00
    2360    2100       4       8       7     6.8    75.2    2.84   102.7    76.3    28.7   262.6    0.00
    2361    2100       4       8       8     7.4    74.3    2.84   102.7   187.0    50.2   451.2    0.00
    2362    2100       4       8       9     9.4    66.0    3.55   102.2   309.4    64.1   594.6    0.00
    2363    2100       4       8      10    11.3    57.6    4.16   101.8   420.4    72.7   692.7    0.00
    2364    2100       4       8      11    13.2    48.9    4.86   101.6   505.2    82.2   748.2    0.00
    2365    2100       4       8      12    13.6    46.9    4.56   101.7   557.3    87.6   785.6    0.00
    2366    2100       4       8      13    14.1    44.9    4.13    91.4   573.6    86.6   814.3    0.00
    2367    2100       4       8      14    14.6    42.8    3.83    91.5   553.9    83.5   831.7    0.00
    2368    2100       4       8      15    14.6    42.5    3.83    91.5   501.1    77.9   841.9    0.00
    2369    2100       4       8      16    14.5    42.1    3.88   112.4   416.2    71.0   834.6    0.00
    2370    2100       4       8      17    14.5    41.8    3.88   112.4   308.4    61.9   809.4    0.00
    2371    2100       4       8      18    13.2    43.5    3.58   112.6   189.3    47.4   775.7    0.00
    2372    2100       4       8      19    12.0    45.2    3.15   102.4    78.8    78.8     0.0    0.00
    2373    2100       4       8      20    10.8    46.9    2.84   102.7    14.8    14.8     0.0    0.00
    2374    2100       4       8      21     9.0    54.9    2.14   103.6     0.0     0.0     0.0    0.00
    2375    2100       4       8      22     7.3    62.8    1.71   157.8     0.0     0.0     0.0    0.00
    2376    2100       4       8      23     5.5    70.5    1.02   163.2     0.0     0.0     0.0    0.00
    2377    2100       4       9       0     4.6    75.4    1.02   163.2     0.0     0.0     0.0    0.00
    2378    2100       4       9       1     3.8    80.4    0.78    71.5     0.0     0.0     0.0    0.00
    2379    2100       4       9       2     2.8    85.6    0.78    71.5     0.0     0.0     0.0    0.00
    2380    2100       4       9       3     2.3    89.2    0.78    71.5     0.0     0.0     0.0    0.00
    2381    2100       4       9       4     1.8    92.9    0.79    45.6     0.0     0.0     0.0    0.00
    2382    2100       4       9       5     1.3    96.5    0.79    45.6     0.0     0.0     0.0    0.00
    2383    2100       4       9       6     2.7    92.4    0.79    45.6    24.9    24.9     0.0    0.00
    2384    2100       4       9       7     3.9    88.4    0.98   153.3    87.9    30.2   308.2    0.00
    2385    2100       4       9       8     5.3    84.6    0.98   153.3   196.3    47.6   481.1    0.00
    2386    2100       4       9       9     7.7    70.2    1.67   147.7   319.8    60.1   620.8    0.00
    2387    2100       4       9      10    10.1    55.2    2.49   203.8   428.9    69.5   708.2    0.00
    2388    2100       4       9      11    12.5    39.7    3.20   203.0   519.2    76.8   775.4    0.00
    2389    2100       4       9      12    13.1    41.8    3.91   202.4   572.9    86.0   807.1    0.00
    2390    2100       4       9      13    13.8    43.8    4.48   192.4   589.8    88.4   831.3    0.00
    2391    2100       4       9      14    14.4    45.9    5.19   192.1   566.9    90.2   835.6    0.00
    2392    2100       4       9      15    14.3    44.9    5.19   192.1   511.4    93.6   823.5    0.00
    2393    2100       4       9      16    14.2    43.8    5.24   211.5   420.9    94.4   777.1    0.00
    2394    2100       4       9      17    14.1    42.8    5.24   211.5   283.7    94.7   607.0    0.00
    2395    2100       4       9      18    12.9    43.5    5.24   211.5   141.6    82.0   314.1    0.00
    2396    2100       4       9      19    11.5    44.1    5.24   211.5    48.3    48.3     0.0    0.00
    2397    2100       4       9      20    10.3    44.9    5.24   211.5     8.8     8.8     0.0    0.00
    2398    2100       4       9      21     9.5    45.6    4.94   211.6     0.0     0.0     0.0    0.00
    2399    2100       4       9      22     8.7    46.2    4.45   182.7     0.0     0.0     0.0    0.00
    2400    2100       4       9      23     7.9    46.9    4.14   182.9     0.0     0.0     0.0    0.00
    2401    2100       4      10       0     7.4    55.6    3.14   183.9     0.0     0.0     0.0    0.00
    2402    2100       4      10       1     6.9    64.0    2.16   195.1     0.0     0.0     0.0    0.00
    2403    2100       4      10       2     6.4    72.4    1.16   199.5     0.0     0.0     0.0    0.02
    2404    2100       4      10       3     6.0    78.1    1.46   197.5     0.0     0.0     0.0    0.04
    2405    2100       4      10       4     5.7    83.7    1.75   322.4     0.0     0.0     0.0    0.19
    2406    2100       4      10       5     5.3    89.2    2.05   323.5     0.0     0.0     0.0    0.39
    2407    2100       4      10       6     5.5    92.6    2.76   325.2     5.7     5.7     0.0    0.32
    2408    2100       4      10       7     5.7    95.8    3.40   316.2    29.8    28.8     5.1    0.14
    2409    2100       4      10       8     5.9    99.1    4.11   316.9    53.7    53.2     1.5    0.09
    2410    2100       4      10       9     6.5    95.3    3.40   316.2   132.0   106.0    61.5    0.00
    2411    2100       4      10      10     7.0    91.3    2.87   296.2   247.1   208.0    76.5    0.00
    2412    2100       4      10      11     7.6    87.4    2.16   294.9   309.9   237.8   125.3    0.00
    2413    2100       4      10      12     8.6    76.9    2.87   296.2   469.4   189.1   460.9    0.00
    2414    2100       4      10      13     9.5    66.0    3.50   287.3   566.6   133.8   711.5    0.00
    2415    2100       4      10      14    10.5    54.9    4.21   287.8   554.7    96.4   795.6    0.00
    2416    2100       4      10      15    10.5    56.6    4.51   287.9   514.2    87.8   830.4    0.00
    2417    2100       4      10      16    10.5    58.2    4.92   288.1   392.1   107.6   669.7    0.00
    2418    2100       4      10      17    10.5    59.8    5.22   288.2   259.4   101.3   500.0    0.00
    2419    2100       4      10      18     9.6    57.9    4.51   287.9   179.7    77.0   527.2    0.00
    2420    2100       4      10      19     8.9    55.9    3.93   278.1    98.3    98.3     0.0    0.00
    2421    2100       4      10      20     8.0    53.9    3.22   277.6    20.4    20.4     0.0    0.00
    2422    2100       4      10      21     7.1    56.6    3.53   277.8     0.0     0.0     0.0    0.00
    2423    2100       4      10      22     6.2    59.1    3.96   259.1     0.0     0.0     0.0    0.00
    2424    2100       4      10      23     5.3    61.8    4.27   259.2     0.0     0.0     0.0    0.00
    2425    2100       4      11       0     4.9    62.9    4.27   259.2     0.0     0.0     0.0    0.00
    2426    2100       4      11       1     4.6    64.1    4.27   240.3     0.0     0.0     0.0    0.00
    2427    2100       4      11       2     4.3    65.3    4.27   240.3     0.0     0.0     0.0    0.00
    2428    2100       4      11       3     3.9    74.9    3.97   240.3     0.0     0.0     0.0    0.00
    2429    2100       4      11       4     3.7    84.2    3.57   240.3     0.0     0.0     0.0    0.00
    2430    2100       4      11       5     3.4    93.6    3.26   240.4     0.0     0.0     0.0    0.00
    2431    2100       4      11       6     4.2    91.9    3.26   240.4    24.9    24.9     0.0    0.00
    2432    2100       4      11       7     5.1    90.1    3.26   249.7    99.1    28.5   358.0    0.00
    2433    2100       4      11       8     5.9    89.2    3.26   249.7   206.7    58.9   463.4    0.00
    2434    2100       4      11       9     7.4    87.4    3.57   249.7   272.1   104.4   391.6    0.00
    2435    2100       4      11      10     8.9    85.5    3.97   249.7   363.5   141.0   430.2    0.00
    2436    2100       4      11      11    10.3    83.7    4.27   249.7   397.8   179.6   376.0    0.00
    2437    2100       4      11      12    10.3    82.7    3.97   249.7   342.8   217.1   205.0    0.00
    2438    2100       4      11      13    10.3    81.8    3.53   277.8   291.8   227.5   104.8    0.45
    2439    2100       4      11      14    10.3    80.9    3.22   277.6   184.4   166.6    30.6    0.22
    2440    2100       4      11      15     8.8    85.8    2.92   277.4   111.8   111.8     0.0    0.30
    2441    2100       4      11      16     7.3    90.7    2.52   277.0    83.0    83.0     0.0    0.30
    2442    2100       4      11      17     5.8    95.5    2.22   276.6   113.8   102.2    36.2    0.87
    2443    2100       4      11      18     5.9    96.2    2.22   276.6   121.1   100.1   105.2    0.00
    2444    2100       4      11      19     6.0    96.7    2.25   240.5    53.7    53.7     0.0    0.00
    2445    2100       4      11      20     6.2    97.3    2.25   240.5    13.3    13.3     0.0    0.14
    2446    2100       4      11      21     5.8    97.6    2.25   240.5     1.3     1.3     0.0    0.00
    2447    2100       4      11      22     5.4    98.0    2.22   276.6     0.0     0.0     0.0    0.00
    2448    2100       4      11      23     4.9    98.4    2.22   276.6     0.0     0.0     0.0    0.00
    2449    2100       4      12       0     4.9    98.7    2.22   276.6     0.0     0.0     0.0    0.00
    2450    2100       4      12       1     4.9    99.1    2.16   294.9     0.0     0.0     0.0    0.02
    2451    2100       4      12       2     4.9    99.4    2.16   294.9     0.0     0.0     0.0    0.07
    2452    2100       4      12       3     4.4    99.0    2.16   294.9     0.0     0.0     0.0    0.14
    2453    2100       4      12       4     3.9    98.5    2.22   276.6     0.0     0.0     0.0    0.02
    2454    2100       4      12       5     3.4    98.1    2.22   276.6     0.0     0.0     0.0    0.00
    2455    2100       4      12       6     4.0    97.5    3.22   277.6    23.6    23.6     0.0    0.00
    2456    2100       4      12       7     4.7    96.8    4.11   316.9   110.3    29.0   399.9    0.00
    2457    2100       4      12       8     5.3    96.4    5.12   317.5   231.3    46.8   568.2    0.00
    2458    2100       4      12       9     6.4    84.9    5.42   317.6   347.5    58.0   667.6    0.00
    2459    2100       4      12      10     7.5    73.1    5.82   317.8   451.8    67.0   736.1    0.00
    2460    2100       4      12      11     8.7    60.8    6.13   317.9   529.5    91.2   748.6    0.00
    2461    2100       4      12      12     9.1    57.6    5.82   317.8   535.2   138.8   641.3    0.00
    2462    2100       4      12      13     9.6    54.2    5.42   317.6   538.1   195.3   554.5    0.00
    2463    2100       4      12      14    10.0    50.9    5.12   317.5   420.4   196.8   381.7    0.00
    2464    2100       4      12      15    10.0    46.9    5.12   317.5   324.1   171.7   291.4    0.00
    2465    2100       4      12      16     9.8    42.8    5.19   297.9   375.0   120.2   586.7    0.00
    2466    2100       4      12      17     9.7    38.7    5.19   297.9   337.1    66.9   829.5    0.00
    2467    2100       4      12      18     8.7    44.1    4.48   297.6   212.7    50.1   795.0    0.00
    2468    2100       4      12      19     7.6    49.6    3.91   287.6    98.8    98.8     0.0    0.00
    2469    2100       4      12      20     6.6    54.9    3.20   287.1    24.4    24.4     0.0    0.00
    2470    2100       4      12      21     5.9    64.4    3.20   287.1     1.3     1.3     0.0    0.00
    2471    2100       4      12      22     5.2    73.6    3.17   296.6     0.0     0.0     0.0    0.00
    2472    2100       4      12      23     4.4    83.3    3.17   296.6     0.0     0.0     0.0    0.00
    2473    2100       4      13       0     3.9    86.8    3.17   296.6     0.0     0.0     0.0    0.00
    2474    2100       4      13       1     3.4    90.5    3.22   277.6     0.0     0.0     0.0    0.00
    2475    2100       4      13       2     2.9    94.0    3.22   277.6     0.0     0.0     0.0    0.00
    2476    2100       4      13       3     2.6    94.6    2.92   277.4     0.0     0.0     0.0    0.00
    2477    2100       4      13       4     2.2    95.4    2.54   267.8     0.0     0.0     0.0    0.00
    2478    2100       4      13       5     1.8    96.0    2.23   267.5     0.0     0.0     0.0    0.00
    2479    2100       4      13       6     3.0    92.7    2.23   267.5    28.6    28.6     0.0    0.00
    2480    2100       4      13       7     4.3    89.3    2.09   313.8   111.3    29.9   389.3    0.00
    2481    2100       4      13       8     5.4    86.4    2.09   313.8   229.0    46.8   551.6    0.00
    2482    2100       4      13       9     7.0    76.9    2.80   315.4   352.2    58.0   669.8    0.00
    2483    2100       4      13      10     8.5    66.9    3.36   326.0   462.1    66.8   748.8    0.00
    2484    2100       4      13      11    10.1    56.9    4.07   326.7   554.2    81.6   799.9    0.00
    2485    2100       4      13      12    10.6    51.9    3.36   326.0   610.9   131.3   769.8    0.00
    2486    2100       4      13      13    11.2    46.9    2.76   325.2   614.6   155.1   737.4    0.00
    2487    2100       4      13      14    11.7    41.8    2.05   323.5   562.8   152.9   693.1    0.00
    2488    2100       4      13      15    11.8    41.8    2.36   324.4   432.8   139.0   555.5    0.00
    2489    2100       4      13      16    12.0    41.8    2.92   277.4   385.7   124.5   592.6    0.00
    2490    2100       4      13      17    12.0    41.8    3.22   277.6   341.8    91.9   752.0    0.00
    2491    2100       4      13      18    11.0    44.6    2.92   277.4   216.3    56.1   757.6    0.00
    2492    2100       4      13      19    10.1    47.2    2.49   286.2    92.1    32.8   665.0    0.00
    2493    2100       4      13      20     9.1    49.9    2.19   285.7    16.6    16.6     0.0    0.00
    2494    2100       4      13      21     7.8    58.6    2.19   285.7     0.0     0.0     0.0    0.00
    2495    2100       4      13      22     6.4    66.9    2.25   249.5     0.0     0.0     0.0    0.00
    2496    2100       4      13      23     5.1    75.2    2.25   249.5     0.0     0.0     0.0    0.00
    2497    2100       4      14       0     5.1    75.0    2.96   249.6     0.0     0.0     0.0    0.00
    2498    2100       4      14       1     5.1    74.6    3.53   212.2     0.0     0.0     0.0    0.00
    2499    2100       4      14       2     5.1    74.3    4.23   211.8     0.0     0.0     0.0    0.00
    2500    2100       4      14       3     5.2    72.7    4.54   211.7     0.0     0.0     0.0    0.00
    2501    2100       4      14       4     5.4    71.2    4.94   211.6     0.0     0.0     0.0    0.00
    2502    2100       4      14       5     5.4    69.5    5.24   211.5     0.0     0.0     0.0    0.00
    2503    2100       4      14       6     6.1    70.2    5.24   211.5    10.6    10.2     5.0    0.00
    2504    2100       4      14       7     6.7    70.8    5.22   201.8    40.0    38.7     5.9    0.00
    2505    2100       4      14       8     7.4    71.4    5.22   201.8    87.9    86.7     3.7    0.00
    2506    2100       4      14       9     8.1    71.2    5.22   201.8   121.1   120.9     0.4    0.00
    2507    2100       4      14      10     8.8    70.8    5.22   201.8   147.8   147.8     0.0    0.00
    2508    2100       4      14      11     9.5    70.5    5.22   201.8   232.8   211.9    35.2    0.00
    2509    2100       4      14      12    10.3    70.8    5.52   201.7   353.0   276.0   122.6    0.00
    2510    2100       4      14      13    11.0    71.2    5.98   230.6   334.8   280.0    87.3    0.00
    2511    2100       4      14      14    11.8    71.4    6.29   230.6   230.8   225.6     8.7    0.00
    2512    2100       4      14      15    11.4    73.4    5.98   230.6   120.1   119.9     0.3    0.00
    2513    2100       4      14      16    10.9    75.2    5.58   230.6    57.0    57.0     0.0    0.00
    2514    2100       4      14      17    10.5    77.1    5.28   230.7    56.6    56.6     0.0    0.00
    2515    2100       4      14      18    10.1    81.2    4.97   230.7    47.0    46.8     0.8    0.00
    2516    2100       4      14      19     9.9    85.2    4.57   230.8    23.3    22.9     4.7    0.00
    2517    2100       4      14      20     9.5    89.2    4.27   230.8     5.2     5.2     0.0    0.00
    2518    2100       4      14      21     9.6    89.2    4.27   230.8     0.0     0.0     0.0    0.00
    2519    2100       4      14      22     9.7    89.2    4.27   259.2     0.0     0.0     0.0    0.00
    2520    2100       4      14      23     9.8    89.2    4.27   259.2     0.0     0.0     0.0    0.00
    2521    2100       4      15       0     9.1    90.4    3.96   259.1     0.0     0.0     0.0    0.00
    2522    2100       4      15       1     8.5    91.6    3.56   259.0     0.0     0.0     0.0    0.00
    2523    2100       4      15       2     7.9    92.8    3.26   258.9     0.0     0.0     0.0    0.00
    2524    2100       4      15       3     7.4    94.0    2.95   258.8     0.0     0.0     0.0    0.00
    2525    2100       4      15       4     7.0    95.3    2.55   258.7     0.0     0.0     0.0    0.00
    2526    2100       4      15       5     6.6    96.4    2.25   258.5     1.8     1.8     0.0    0.00
    2527    2100       4      15       6     6.9    95.3    2.55   258.7    18.1    15.6    27.1    0.00
    2528    2100       4      15       7     7.3    94.0    2.96   249.6    69.5    55.0    66.1    0.00
    2529    2100       4      15       8     7.6    92.8    3.26   249.7   172.7    92.6   235.8    0.00
    2530    2100       4      15       9     9.5    95.3    3.57   249.7   316.7   105.1   471.8    0.00
