Ilmatieteen_laitos Meteorologiska_institutet Finnish_Meteorological_Institute 2013  
Aika-askel Vuosi Kuukausi Päivä Aika Lämpötila(°C) Suhteellinen_kosteus(%) Tuulen_nopeus(m/s) Tuulen_suunta(astetta) Kokonaissäteily_vaakapinnalle(W/m2) Hajasäteily_vaakapinnalle(W/m2) Suora_säteily_kohtisuoralle_pinnalle(W/m2) Sademäärä(mm/h) 
     596    2030       1      25      19    -8.6    91.9    1.50   248.6     0.0     0.0     0.0    0.00
     597    2030       1      25      20    -9.7    91.0    1.20   248.2     0.0     0.0     0.0    0.00
     598    2030       1      25      21    -9.0    91.6    1.50   248.6     0.0     0.0     0.0    0.00
     599    2030       1      25      22    -8.3    92.3    1.91   239.9     0.0     0.0     0.0    0.00
     600    2030       1      25      23    -7.6    92.9    2.21   239.9     0.0     0.0     0.0    0.00
     601    2030       1      26       0    -5.4    92.0    4.94   239.9     0.0     0.0     0.0    0.00
     602    2030       1      26       1    -3.1    91.3    7.55   210.7     0.0     0.0     0.0    0.00
     603    2030       1      26       2    -0.8    90.5   10.27   210.5     0.0     0.0     0.0    0.00
     604    2030       1      26       3    -0.6    89.5    9.26   210.6     0.0     0.0     0.0    0.00
     605    2030       1      26       4    -0.4    88.4    8.27   220.4     0.0     0.0     0.0    0.00
     606    2030       1      26       5    -0.2    87.4    7.25   220.5     0.0     0.0     0.0    0.00
     607    2030       1      26       6     0.0    85.1    8.57   220.4     0.0     0.0     0.0    0.00
     608    2030       1      26       7     0.3    82.5    9.97   210.5     0.0     0.0     0.0    0.00
     609    2030       1      26       8     0.5    80.0   11.29   210.5     0.0     0.0     0.0    0.00
     610    2030       1      26       9     0.4    85.8   11.59   210.4     0.0     0.0     0.0    0.00
     611    2030       1      26      10     0.3    91.5   11.99   210.4     5.1     5.1     0.0    0.00
     612    2030       1      26      11     0.2    97.3   12.30   210.4    18.3    18.3     0.0    0.16
     613    2030       1      26      12     0.4    97.8   11.99   210.4    35.5    35.5     0.0    0.37
     614    2030       1      26      13     0.5    98.3   11.59   210.4    43.5    43.5     0.0    0.73
     615    2030       1      26      14     0.7    98.8   11.29   210.5    39.5    39.5     0.0    0.96
     616    2030       1      26      15     0.7    99.1    9.97   210.5    30.2    30.2     0.0    0.84
     617    2030       1      26      16     0.7    99.5    8.56   210.6    16.1    16.1     0.0    0.84
     618    2030       1      26      17     0.7    99.8    7.24   210.7     1.0     1.0     0.0    0.78
     619    2030       1      26      18     0.7    99.8    5.52   210.9     0.0     0.0     0.0    0.73
     620    2030       1      26      19     0.7    99.8    3.92   220.9     0.0     0.0     0.0    1.15
     621    2030       1      26      20     0.7    99.8    2.20   221.6     0.0     0.0     0.0    0.84
     622    2030       1      26      21     0.5   100.0    1.90   221.8     0.0     0.0     0.0    0.96
     623    2030       1      26      22     0.3   100.0    1.23   352.5     0.0     0.0     0.0    0.44
     624    2030       1      26      23     0.1   100.0    0.93   350.0     0.0     0.0     0.0    0.06
     625    2030       1      27       0    -0.1    99.9    1.23   352.5     0.0     0.0     0.0    0.06
     626    2030       1      27       1    -0.4    99.6    1.66   343.9     0.0     0.0     0.0    0.06
     627    2030       1      27       2    -0.6    99.5    1.96   344.9     0.0     0.0     0.0    0.06
     628    2030       1      27       3    -1.2    98.8    2.97   346.6     0.0     0.0     0.0    0.00
     629    2030       1      27       4    -1.9    98.2    4.04   327.3     0.0     0.0     0.0    0.36
     630    2030       1      27       5    -2.5    97.6    5.05   327.9     0.0     0.0     0.0    0.03
     631    2030       1      27       6    -3.1    96.9    5.36   328.0     0.0     0.0     0.0    0.00
     632    2030       1      27       7    -3.6    96.4    5.76   328.1     0.0     0.0     0.0    0.00
     633    2030       1      27       8    -4.2    95.7    6.06   328.2     0.0     0.0     0.0    0.00
     634    2030       1      27       9    -4.8    95.0    6.37   328.3     0.6     0.6     0.0    0.00
     635    2030       1      27      10    -5.6    94.5    6.80   318.4    22.8    22.8     0.0    0.00
     636    2030       1      27      11    -6.2    93.8    7.11   318.5    60.9    60.9     0.0    0.00
     637    2030       1      27      12    -6.0    93.5    6.40   318.3    75.2    73.5     8.8    0.00
     638    2030       1      27      13    -5.8    93.1    5.82   308.2   150.4    72.2   402.5    0.00
     639    2030       1      27      14    -5.6    92.7    5.12   308.0   162.6    51.7   671.6    0.00
     640    2030       1      27      15    -5.6    93.0    5.42   308.1    88.9    58.2   289.5    0.00
     641    2030       1      27      16    -5.6    93.4    5.82   308.2    17.4    17.4     0.0    0.00
     642    2030       1      27      17    -5.6    93.7    6.13   308.3     1.0     1.0     0.0    0.01
     643    2030       1      27      18    -5.9    93.1    6.43   308.4     0.0     0.0     0.0    0.04
     644    2030       1      27      19    -6.1    92.5    6.84   308.5     0.0     0.0     0.0    0.02
     645    2030       1      27      20    -6.4    91.8    7.14   308.6     0.0     0.0     0.0    0.02
     646    2030       1      27      21    -6.7    91.5    7.44   308.6     0.0     0.0     0.0    0.00
     647    2030       1      27      22    -7.1    91.1    7.88   298.8     0.0     0.0     0.0    0.00
     648    2030       1      27      23    -7.3    90.8    8.18   298.8     0.0     0.0     0.0    0.00
     649    2030       1      28       0    -7.3    90.8    8.18   298.8     0.0     0.0     0.0    0.00
     650    2030       1      28       1    -7.3    90.8    8.18   298.8     0.0     0.0     0.0    0.00
     651    2030       1      28       2    -7.3    90.8    8.18   298.8     0.0     0.0     0.0    0.00
     652    2030       1      28       3    -7.1    91.1    8.18   298.8     0.0     0.0     0.0    0.00
     653    2030       1      28       4    -6.8    91.5    8.18   298.8     0.0     0.0     0.0    0.00
     654    2030       1      28       5    -6.5    91.8    8.18   298.8     0.0     0.0     0.0    0.16
     655    2030       1      28       6    -6.8    90.8    8.18   298.8     0.0     0.0     0.0    0.16
     656    2030       1      28       7    -7.2    89.8    8.15   308.7     0.0     0.0     0.0    0.00
     657    2030       1      28       8    -7.4    88.8    8.15   308.7     0.0     0.0     0.0    0.10
     658    2030       1      28       9    -7.5    88.1    7.14   308.6     0.8     0.8     0.0    0.00
     659    2030       1      28      10    -7.7    87.5    6.10   318.3    37.1    17.3   195.3    0.00
     660    2030       1      28      11    -7.8    86.8    5.09   317.9   109.6    34.5   460.1    0.00
     661    2030       1      28      12    -7.2    85.1    4.78   317.8   161.2    43.2   602.6    0.00
     662    2030       1      28      13    -6.7    83.4    4.44   297.9   181.6    46.7   677.0    0.00
     663    2030       1      28      14    -6.1    81.7    4.14   297.7   164.7    44.5   713.5    0.00
     664    2030       1      28      15    -7.1    82.7    4.14   297.7   116.2    35.5   735.3    0.00
     665    2030       1      28      16    -8.0    83.8    4.16   288.0    47.9    47.9     0.0    0.00
     666    2030       1      28      17    -8.9    84.9    4.16   288.0     1.8     1.8     0.0    0.00
     667    2030       1      28      18    -9.7    85.6    3.86   287.8     0.0     0.0     0.0    0.00
     668    2030       1      28      19   -10.3    86.2    3.43   297.2     0.0     0.0     0.0    0.00
     669    2030       1      28      20   -11.1    87.0    3.13   297.0     0.0     0.0     0.0    0.00
     670    2030       1      28      21   -11.7    87.7    3.83   297.5     0.0     0.0     0.0    0.00
     671    2030       1      28      22   -12.3    88.4    4.47   288.1     0.0     0.0     0.0    0.00
     672    2030       1      28      23   -12.9    88.2    5.17   288.4     0.0     0.0     0.0    0.00
     673    2030       1      29       0   -13.6    87.6    4.16   288.0     0.0     0.0     0.0    0.00
     674    2030       1      29       1   -14.3    87.0    3.15   287.3     0.0     0.0     0.0    0.00
     675    2030       1      29       2   -15.0    86.2    2.14   286.1     0.0     0.0     0.0    0.00
     676    2030       1      29       3   -15.0    86.5    2.45   286.6     0.0     0.0     0.0    0.00
     677    2030       1      29       4   -15.1    86.4    2.82   296.6     0.0     0.0     0.0    0.00
     678    2030       1      29       5   -15.1    86.4    3.13   297.0     0.0     0.0     0.0    0.00
     679    2030       1      29       6   -15.1    86.4    3.43   297.2     0.0     0.0     0.0    0.00
     680    2030       1      29       7   -15.2    86.3    3.88   278.2     0.0     0.0     0.0    0.00
     681    2030       1      29       8   -15.2    86.2    4.19   278.3     0.0     0.0     0.0    0.00
     682    2030       1      29       9   -14.1    86.8    3.88   278.2     3.0     3.0     0.0    0.00
     683    2030       1      29      10   -13.1    87.4    3.50   268.4    37.8    20.7   163.9    0.00
     684    2030       1      29      11   -12.1    88.1    3.19   268.2   102.4    37.1   391.7    0.00
     685    2030       1      29      12    -9.8    86.9    3.90   268.6   127.6    82.3   225.4    0.00
     686    2030       1      29      13    -7.4    85.8    4.49   278.4   179.4    97.8   402.7    0.00
     687    2030       1      29      14    -5.1    84.7    5.20   278.6    99.8    99.8     0.0    0.00
     688    2030       1      29      15    -4.7    86.4    4.49   278.4    58.8    58.8     0.0    0.00
     689    2030       1      29      16    -4.4    88.0    3.90   268.6    29.4    29.4     0.0    0.00
     690    2030       1      29      17    -4.0    89.6    3.19   268.2     3.4     3.4     0.0    0.00
     691    2030       1      29      18    -4.0    88.6    4.21   268.7     0.0     0.0     0.0    0.00
     692    2030       1      29      19    -4.1    87.6    5.09   317.9     0.0     0.0     0.0    0.00
     693    2030       1      29      20    -4.1    86.6    6.10   318.3     0.0     0.0     0.0    0.00
     694    2030       1      29      21    -4.8    87.4    5.39   318.0     0.0     0.0     0.0    0.00
     695    2030       1      29      22    -5.7    88.0    4.81   307.9     0.0     0.0     0.0    0.00
     696    2030       1      29      23    -6.4    88.8    4.11   307.5     0.0     0.0     0.0    0.00
     697    2030       1      30       0    -6.8    89.5    4.11   307.5     0.0     0.0     0.0    0.00
     698    2030       1      30       1    -7.2    90.1    4.14   297.7     0.0     0.0     0.0    0.00
     699    2030       1      30       2    -7.5    90.8    4.14   297.7     0.0     0.0     0.0    0.00
     700    2030       1      30       3    -7.6    90.1    4.44   297.9     0.0     0.0     0.0    0.00
     701    2030       1      30       4    -7.8    89.5    4.72   337.8     0.0     0.0     0.0    0.00
     702    2030       1      30       5    -7.9    88.8    5.02   337.9     0.0     0.0     0.0    0.00
     703    2030       1      30       6    -8.3    89.2    4.31   337.5     0.0     0.0     0.0    0.00
     704    2030       1      30       7    -8.6    89.6    3.77   317.2     0.0     0.0     0.0    0.00
     705    2030       1      30       8    -9.0    89.9    3.07   316.5     0.0     0.0     0.0    0.00
     706    2030       1      30       9    -8.7    88.2    3.37   316.8     2.4     2.4     0.0    0.00
     707    2030       1      30      10    -8.6    86.6    3.77   317.2    48.2    21.8   244.3    0.00
     708    2030       1      30      11    -8.3    84.8    4.08   317.4   116.7    38.2   456.8    0.00
     709    2030       1      30      12    -7.6    82.5    4.08   317.4   168.4    46.8   589.9    0.00
     710    2030       1      30      13    -7.0    80.0    4.11   307.5   188.2    47.4   677.5    0.00
     711    2030       1      30      14    -6.3    77.7    4.11   307.5   173.9    46.2   714.3    0.00
     712    2030       1      30      15    -7.0    80.0    4.11   307.5   125.2    38.1   735.8    0.00
     713    2030       1      30      16    -7.7    82.5    4.14   297.7    47.4    47.4     0.0    0.00
     714    2030       1      30      17    -8.4    84.8    4.14   297.7     4.0     4.0     0.0    0.00
     715    2030       1      30      18    -9.3    87.6    3.13   297.0     0.0     0.0     0.0    0.00
     716    2030       1      30      19   -10.3    90.3    2.09   305.1     0.0     0.0     0.0    0.00
     717    2030       1      30      20   -11.2    89.7    1.09   300.5     0.0     0.0     0.0    0.00
     718    2030       1      30      21   -11.5    89.4    1.09   300.5     0.0     0.0     0.0    0.00
     719    2030       1      30      22   -11.9    89.1    1.14   282.6     0.0     0.0     0.0    0.00
     720    2030       1      30      23   -12.2    88.8    1.14   282.6     0.0     0.0     0.0    0.00
     721    2030       1      31       0   -12.5    88.6    0.84   279.9     0.0     0.0     0.0    0.00
     722    2030       1      31       1   -12.8    88.3    0.45   270.7     0.0     0.0     0.0    0.00
     723    2030       1      31       2   -13.1    88.0    0.19   238.6     0.0     0.0     0.0    0.00
     724    2030       1      31       3   -12.0    89.0    0.24   148.4     0.0     0.0     0.0    0.00
     725    2030       1      31       4   -11.0    89.9    0.61   124.0     0.0     0.0     0.0    0.00
     726    2030       1      31       5    -9.9    90.9    0.91   119.4     0.0     0.0     0.0    0.00
     727    2030       1      31       6    -8.6    91.9    1.21   117.0     0.0     0.0     0.0    0.03
     728    2030       1      31       7    -7.3    93.1    1.58   104.5     0.0     0.0     0.0    0.03
     729    2030       1      31       8    -6.1    94.2    1.88   103.8     0.0     0.0     0.0    0.05
     730    2030       1      31       9    -4.6    94.7    2.89   102.5     1.6     1.6     0.0    0.08
     731    2030       1      31      10    -2.9    94.6    4.08   162.6    18.5    18.5     0.0    0.11
     732    2030       1      31      11    -1.3    94.5    5.09   162.1    53.0    53.0     0.0    0.50
     733    2030       1      31      12    -1.3    94.5    5.80   161.8    74.4    74.4     0.0    0.30
     734    2030       1      31      13    -1.3    94.5    6.34   141.7    89.8    89.8     0.0    0.15
     735    2030       1      31      14    -1.3    94.5    7.05   141.5    67.0    67.0     0.0    0.20
     736    2030       1      31      15    -1.5    93.8    6.34   141.7    35.2    35.2     0.0    0.25
     737    2030       1      31      16    -1.7    93.2    5.67   121.7    12.5    12.5     0.0    0.25
     738    2030       1      31      17    -1.9    92.5    4.97   121.9     1.6     1.6     0.0    0.15
     739    2030       1      31      18    -1.8    91.8    4.97   121.9     0.0     0.0     0.0    0.10
     740    2030       1      31      19    -1.6    91.2    4.94   111.7     0.0     0.0     0.0    0.10
     741    2030       1      31      20    -1.5    90.5    4.94   111.7     0.0     0.0     0.0    0.00
     742    2030       1      31      21    -1.5    91.2    4.64   111.8     0.0     0.0     0.0    0.00
     743    2030       1      31      22    -1.4    91.8    4.21   101.7     0.0     0.0     0.0    0.00
     744    2030       1      31      23    -1.4    92.5    3.90   101.8     0.0     0.0     0.0    0.07
     745    2030       2       1       0    -2.2    92.4    4.04   100.6     0.0     0.0     0.0    0.08
     746    2030       2       1       1    -3.0    92.4    4.03    49.9     0.0     0.0     0.0    0.08
     747    2030       2       1       2    -3.6    92.4    4.03    49.9     0.0     0.0     0.0    0.00
     748    2030       2       1       3    -4.5    92.8    3.31    49.8     0.0     0.0     0.0    0.00
     749    2030       2       1       4    -5.4    93.2    2.71    29.4     0.0     0.0     0.0    0.00
     750    2030       2       1       5    -6.3    93.5    1.99    29.2     0.0     0.0     0.0    0.00
     751    2030       2       1       6    -7.1    92.3    1.69    29.0     0.0     0.0     0.0    0.00
     752    2030       2       1       7    -8.0    90.9    1.28    28.7     0.0     0.0     0.0    0.00
     753    2030       2       1       8    -8.8    89.6    0.97    28.3     0.0     0.0     0.0    0.00
     754    2030       2       1       9    -8.6    88.6    1.28    28.7     2.4     2.4     0.0    0.00
     755    2030       2       1      10    -8.2    87.6    1.72   348.1    20.8    20.8     0.0    0.00
     756    2030       2       1      11    -7.9    86.5    2.02   348.4    49.2    49.2     0.0    0.00
     757    2030       2       1      12    -7.3    86.5    1.72   348.1    46.7    46.7     0.0    0.00
     758    2030       2       1      13    -6.9    86.5    1.37   288.1    50.8    50.8     0.0    0.00
     759    2030       2       1      14    -6.3    86.5    1.06   287.5    39.7    39.7     0.0    0.00
     760    2030       2       1      15    -5.7    87.2    0.75   286.5    25.5    25.5     0.0    0.00
     761    2030       2       1      16    -5.1    87.7    0.35   282.3    12.4    12.4     0.0    0.00
     762    2030       2       1      17    -4.5    88.4    0.06   239.0     2.1     2.1     0.0    0.00
     763    2030       2       1      18    -4.3    90.1    0.77   267.7     0.0     0.0     0.0    0.00
     764    2030       2       1      19    -4.2    91.7    1.38   268.7     0.0     0.0     0.0    0.00
     765    2030       2       1      20    -4.0    93.4    2.10   269.2     0.0     0.0     0.0    0.00
     766    2030       2       1      21    -3.5    94.7    2.10   269.2     0.0     0.0     0.0    0.00
     767    2030       2       1      22    -3.1    96.1    2.10   220.5     0.0     0.0     0.0    0.00
     768    2030       2       1      23    -2.6    97.4    2.10   220.5     0.0     0.0     0.0    0.26
     769    2030       2       2       0    -2.5    97.6    1.79   220.6     0.0     0.0     0.0    0.30
     770    2030       2       2       1    -2.4    97.7    1.31   132.5     0.0     0.0     0.0    0.00
     771    2030       2       2       2    -2.3    97.8    1.00   133.2     0.0     0.0     0.0    0.00
     772    2030       2       2       3    -2.3    97.8    1.31   132.5     0.0     0.0     0.0    0.00
     773    2030       2       2       4    -2.3    97.8    1.71   121.7     0.0     0.0     0.0    0.00
     774    2030       2       2       5    -2.3    97.8    2.02   121.5     0.0     0.0     0.0    0.00
     775    2030       2       2       6    -2.3    97.8    2.32   121.3     0.0     0.0     0.0    0.00
     776    2030       2       2       7    -2.2    97.7    2.74   131.2     0.0     0.0     0.0    0.20
     777    2030       2       2       8    -2.2    97.4    3.05   131.1     0.0     0.0     0.0    0.00
     778    2030       2       2       9    -1.4    97.4    3.05   131.1     2.4     2.4     0.0    0.00
     779    2030       2       2      10    -0.5    97.3    3.10   180.9    13.7    13.7     0.0    0.00
     780    2030       2       2      11     0.3    97.0    3.10   180.9    35.9    35.9     0.0    0.00
     781    2030       2       2      12     0.9    97.1    3.81   180.8    61.7    61.7     0.0    0.00
     782    2030       2       2      13     1.6    97.3    4.44   190.6    60.3    60.3     0.0    0.00
     783    2030       2       2      14     2.1    98.0    5.15   190.5    37.7    37.7     0.0    0.00
     784    2030       2       2      15     2.3    97.7    5.46   190.5    26.4    26.4     0.0    0.07
     785    2030       2       2      16     2.4    97.3    5.88   210.3    11.6    11.6     0.0    0.21
     786    2030       2       2      17     2.6    97.0    6.19   210.3     1.0     1.0     0.0    0.57
     787    2030       2       2      18     2.7    97.0    6.49   210.3     0.0     0.0     0.0    0.86
     788    2030       2       2      19     2.9    97.0    6.91   230.1     0.0     0.0     0.0    0.72
     789    2030       2       2      20     3.0    97.0    7.21   230.1     0.0     0.0     0.0    0.72
     790    2030       2       2      21     2.4    97.3    5.17   230.1     0.0     0.0     0.0    0.42
     791    2030       2       2      22     1.9    97.7    3.13   249.8     0.0     0.0     0.0    0.00
     792    2030       2       2      23     1.4    98.0    1.08   249.4     0.0     0.0     0.0    1.22
     793    2030       2       3       0     1.4    98.3    1.80   249.6     0.0     0.0     0.0    1.74
     794    2030       2       3       1     1.5    98.7    2.37   308.6     0.0     0.0     0.0    0.39
     795    2030       2       3       2     1.5    99.0    3.09   309.0     0.0     0.0     0.0    0.39
     796    2030       2       3       3     1.7    97.7    3.80   309.2     0.0     0.0     0.0    0.26
     797    2030       2       3       4     1.9    96.3    4.40   329.2     0.0     0.0     0.0    0.52
     798    2030       2       3       5     2.1    95.0    5.11   329.3     0.0     0.0     0.0    0.26
     799    2030       2       3       6     2.0    93.7    5.83   329.4     0.0     0.0     0.0    0.13
     800    2030       2       3       7     1.9    92.3    6.45   319.5     0.0     0.0     0.0    0.00
     801    2030       2       3       8     1.8    91.0    7.17   319.5     0.0     0.0     0.0    0.00
     802    2030       2       3       9     1.7    90.1    6.86   319.5     2.9     2.9     0.0    0.00
     803    2030       2       3      10     1.7    89.1    6.44   329.5    43.7    33.7    79.2    0.00
     804    2030       2       3      11     1.6    88.1    6.13   329.4    76.4    76.4     0.0    0.00
     805    2030       2       3      12     1.8    87.4    5.83   329.4    92.2    92.2     0.0    0.00
     806    2030       2       3      13     1.9    86.8    5.43   319.4   110.9   110.9     0.0    0.00
     807    2030       2       3      14     2.0    86.1    5.12   319.3    97.8    97.8     0.0    0.00
     808    2030       2       3      15     1.8    86.4    5.43   319.4    93.0    88.5    32.6    0.00
     809    2030       2       3      16     1.6    86.8    5.86   299.5    42.4    42.4     0.0    0.00
     810    2030       2       3      17     1.3    87.1    6.16   299.5     6.4     6.4     0.0    0.00
     811    2030       2       3      18     1.2    87.8    6.16   299.5     0.0     0.0     0.0    0.00
     812    2030       2       3      19     1.2    88.4    6.14   319.5     0.0     0.0     0.0    0.00
     813    2030       2       3      20     1.1    89.2    6.14   319.5     0.0     0.0     0.0    0.00
     814    2030       2       3      21     1.4    87.8    5.43   319.4     0.0     0.0     0.0    0.00
     815    2030       2       3      22     1.6    86.4    4.80   329.3     0.0     0.0     0.0    0.00
     816    2030       2       3      23     1.9    85.1    4.09   329.2     0.0     0.0     0.0    0.00
     817    2030       2       4       0     1.8    84.8    4.80   329.3     0.0     0.0     0.0    0.00
     818    2030       2       4       1     1.6    84.4    5.41   339.4     0.0     0.0     0.0    0.00
     819    2030       2       4       2     1.5    84.1    6.12   339.5     0.0     0.0     0.0    0.06
     820    2030       2       4       3     1.0    85.0    5.10   339.3     0.0     0.0     0.0    0.06
     821    2030       2       4       4     0.4    86.1    4.07   349.2     0.0     0.0     0.0    0.00
     822    2030       2       4       5     0.0    87.2    3.05   349.0     0.0     0.0     0.0    0.00
     823    2030       2       4       6    -0.2    88.5    2.74   348.8     0.0     0.0     0.0    0.00
     824    2030       2       4       7    -0.4    89.9    2.35   328.5     0.0     0.0     0.0    0.00
     825    2030       2       4       8    -0.6    91.3    2.04   328.3     0.0     0.0     0.0    0.00
     826    2030       2       4       9    -0.6    91.6    2.04   328.3     2.7     2.7     0.0    0.00
     827    2030       2       4      10    -0.6    92.0    2.10   220.5    19.0    19.0     0.0    0.00
     828    2030       2       4      11    -0.6    92.3    2.10   220.5    32.6    32.6     0.0    0.00
     829    2030       2       4      12    -0.3    92.0    2.10   220.5    45.6    45.6     0.0    0.00
     830    2030       2       4      13     0.1    91.5    2.04   141.7    61.4    61.4     0.0    0.00
     831    2030       2       4      14     0.3    90.9    2.04   141.7    62.4    62.4     0.0    0.00
     832    2030       2       4      15     0.7    91.3    2.04   141.7    52.9    52.9     0.0    0.00
     833    2030       2       4      16     1.1    91.5    2.10   230.3    31.1    31.1     0.0    0.00
     834    2030       2       4      17     1.5    92.0    2.10   230.3     4.2     4.2     0.0    0.00
     835    2030       2       4      18     1.5    91.3    2.10   230.3     0.0     0.0     0.0    0.00
     836    2030       2       4      19     1.6    90.8    2.06   308.4     0.0     0.0     0.0    0.00
     837    2030       2       4      20     1.6    90.1    2.06   308.4     0.0     0.0     0.0    0.00
     838    2030       2       4      21     0.5    92.8    2.78   308.8     0.0     0.0     0.0    0.00
     839    2030       2       4      22    -0.6    95.3    3.42   279.3     0.0     0.0     0.0    0.00
     840    2030       2       4      23    -1.6    97.4    4.13   279.5     0.0     0.0     0.0    0.00
     841    2030       2       5       0    -2.1    97.7    3.42   279.3     0.0     0.0     0.0    0.00
     842    2030       2       5       1    -2.7    97.4    2.80   289.1     0.0     0.0     0.0    0.00
     843    2030       2       5       2    -3.2    97.0    2.08   288.7     0.0     0.0     0.0    0.00
     844    2030       2       5       3    -3.6    96.5    2.08   288.7     0.0     0.0     0.0    0.00
     845    2030       2       5       4    -4.2    96.0    2.08   288.7     0.0     0.0     0.0    0.00
     846    2030       2       5       5    -4.7    95.6    2.08   288.7     0.0     0.0     0.0    0.00
     847    2030       2       5       6    -5.1    95.2    1.37   288.1     0.0     0.0     0.0    0.00
     848    2030       2       5       7    -5.3    94.9    0.75   286.5     0.0     0.0     0.0    0.00
     849    2030       2       5       8    -5.7    94.6    0.06   239.0     0.0     0.0     0.0    0.00
     850    2030       2       5       9    -5.1    95.1    0.66    81.9     6.1     6.1     0.0    0.00
     851    2030       2       5      10    -4.5    95.7    1.27    81.0    28.2    28.2     0.0    0.00
     852    2030       2       5      11    -3.9    96.3    1.99    80.6    46.7    46.7     0.0    0.00
     853    2030       2       5      12    -4.7    95.6    2.30    80.5    65.6    65.6     0.0    0.00
     854    2030       2       5      13    -5.4    94.8    2.70    49.8    59.3    59.3     0.0    0.00
     855    2030       2       5      14    -6.2    93.5    3.01    49.8    65.4    65.4     0.0    0.00
     856    2030       2       5      15    -6.6    91.2    3.31    49.8    50.1    50.1     0.0    0.00
     857    2030       2       5      16    -7.0    88.8    3.72    60.0    26.7    26.7     0.0    0.00
     858    2030       2       5      17    -7.4    86.5    4.03    60.0     6.1     6.1     0.0    0.00
     859    2030       2       5      18    -8.1    86.2    4.75    60.0     0.0     0.0     0.0    0.00
     860    2030       2       5      19    -8.8    85.9    5.36    49.9     0.0     0.0     0.0    0.00
     861    2030       2       5      20    -9.5    85.6    6.07    49.9     0.0     0.0     0.0    0.00
     862    2030       2       5      21   -10.5    84.6    6.07    49.9     0.0     0.0     0.0    0.00
     863    2030       2       5      22   -11.5    83.6    6.08    39.8     0.0     0.0     0.0    0.00
     864    2030       2       5      23   -12.5    82.7    6.08    39.8     0.0     0.0     0.0    0.00
     865    2030       2       6       0   -13.4    82.4    5.77    39.8     0.0     0.0     0.0    0.00
     866    2030       2       6       1   -14.2    82.0    5.37    29.7     0.0     0.0     0.0    0.00
     867    2030       2       6       2   -15.1    81.8    5.06    29.7     0.0     0.0     0.0    0.00
     868    2030       2       6       3   -15.1    82.8    5.78    29.7     0.0     0.0     0.0    0.00
     869    2030       2       6       4   -15.2    83.8    6.39    29.7     0.0     0.0     0.0    0.00
     870    2030       2       6       5   -15.2    84.8    7.10    29.8     0.0     0.0     0.0    0.00
     871    2030       2       6       6   -15.5    84.5    6.80    29.8     0.0     0.0     0.0    0.00
     872    2030       2       6       7   -15.8    84.1    6.39    19.7     0.0     0.0     0.0    0.00
     873    2030       2       6       8   -16.1    83.8    6.09    19.6     0.0     0.0     0.0    0.00
     874    2030       2       6       9   -17.2    81.1    5.78    19.6     8.2     8.2     0.0    0.00
     875    2030       2       6      10   -18.1    78.5    5.38     9.5    69.8    34.5   250.7    0.00
     876    2030       2       6      11   -19.2    75.8    5.07     9.5   143.9    47.7   470.4    0.00
     877    2030       2       6      12   -18.2    73.0    5.07     9.5   196.5    55.8   585.7    0.00
     878    2030       2       6      13   -17.4    70.3    5.08   359.4   218.7    58.8   660.9    0.00
     879    2030       2       6      14   -16.4    67.6    5.08   359.4   204.2    56.3   694.2    0.00
     880    2030       2       6      15   -16.4    68.9    4.77   359.4   154.1    48.0   694.0    0.00
     881    2030       2       6      16   -16.4    70.3    4.37   359.3    82.2    82.2     0.0    0.00
     882    2030       2       6      17   -16.4    71.6    4.06   359.3    16.6    16.6     0.0    0.00
     883    2030       2       6      18   -17.1    72.7    4.06   359.3     0.0     0.0     0.0    0.00
     884    2030       2       6      19   -17.6    73.7    4.05     9.4     0.0     0.0     0.0    0.00
     885    2030       2       6      20   -18.3    74.8    4.05     9.4     0.0     0.0     0.0    0.00
     886    2030       2       6      21   -18.9    73.8    3.74     9.3     0.0     0.0     0.0    0.00
     887    2030       2       6      22   -19.3    72.8    3.35   349.0     0.0     0.0     0.0    0.00
     888    2030       2       6      23   -19.9    71.8    3.05   349.0     0.0     0.0     0.0    0.00
     889    2030       2       7       0   -20.4    72.1    3.05   349.0     0.0     0.0     0.0    0.00
     890    2030       2       7       1   -20.8    72.5    3.06   338.9     0.0     0.0     0.0    0.00
     891    2030       2       7       2   -21.2    72.8    3.06   338.9     0.0     0.0     0.0    0.00
     892    2030       2       7       3   -21.5    72.1    3.06   338.9     0.0     0.0     0.0    0.00
     893    2030       2       7       4   -21.7    71.5    3.05   349.0     0.0     0.0     0.0    0.00
     894    2030       2       7       5   -22.0    70.8    3.05   349.0     0.0     0.0     0.0    0.00
     895    2030       2       7       6   -22.1    70.5    2.74   348.8     0.0     0.0     0.0    0.00
     896    2030       2       7       7   -22.1    70.1    2.31     8.9     0.0     0.0     0.0    0.00
     897    2030       2       7       8   -22.2    69.8    2.01     8.7     0.0     0.0     0.0    0.00
     898    2030       2       7       9   -21.0    69.5    2.01     8.7    13.7    13.7     0.0    0.00
     899    2030       2       7      10   -20.0    69.0    2.02   348.4    79.3    30.5   333.7    0.00
     900    2030       2       7      11   -18.9    68.7    2.02   348.4   153.8    46.1   514.0    0.00
     901    2030       2       7      12   -17.1    66.3    2.02   348.4   205.7    55.2   613.8    0.00
     902    2030       2       7      13   -15.3    63.7    2.03   338.4   228.7    58.0   690.9    0.00
     903    2030       2       7      14   -13.5    61.3    2.03   338.4   213.7    55.3   726.1    0.00
