Ilmatieteen_laitos Meteorologiska_institutet Finnish_Meteorological_Institute 2013  
Aika-askel Vuosi Kuukausi Päivä Aika Lämpötila(°C) Suhteellinen_kosteus(%) Tuulen_nopeus(m/s) Tuulen_suunta(astetta) Kokonaissäteily_vaakapinnalle(W/m2) Hajasäteily_vaakapinnalle(W/m2) Suora_säteily_kohtisuoralle_pinnalle(W/m2) Sademäärä(mm/h) 
      61    2030       1       3      12     3.3    89.4    6.51   278.9    43.9    41.9    16.6    0.00
      62    2030       1       3      13     3.3    87.9    6.92   279.0    62.7    59.7    25.6    0.00
      63    2030       1       3      14     3.3    86.2    7.22   279.0    31.5    31.5     0.0    0.00
      64    2030       1       3      15     2.8    85.9    7.22   279.0    27.3    27.3     0.0    0.00
      65    2030       1       3      16     2.4    85.5    7.24   269.2     3.0     3.0     0.0    0.00
      66    2030       1       3      17     2.0    85.2    7.24   269.2     0.0     0.0     0.0    0.00
      67    2030       1       3      18     1.9    83.5    7.24   269.2     0.0     0.0     0.0    0.00
      68    2030       1       3      19     1.9    81.9    7.25   259.5     0.0     0.0     0.0    0.00
      69    2030       1       3      20     1.8    80.2    7.25   259.5     0.0     0.0     0.0    0.00
      70    2030       1       3      21     1.9    78.9    5.94   259.3     0.0     0.0     0.0    0.00
      71    2030       1       3      22     1.9    77.6    4.53   249.5     0.0     0.0     0.0    0.00
      72    2030       1       3      23     2.0    76.3    3.22   249.3     0.0     0.0     0.0    0.00
      73    2030       1       4       0     1.2    80.7    3.22   249.3     0.0     0.0     0.0    0.00
      74    2030       1       4       1     0.4    85.8    3.22   239.9     0.0     0.0     0.0    0.00
      75    2030       1       4       2    -0.4    90.5    3.22   239.9     0.0     0.0     0.0    0.00
      76    2030       1       4       3    -0.5    91.5    2.92   239.9     0.0     0.0     0.0    0.00
      77    2030       1       4       4    -0.6    92.5    2.43   183.8     0.0     0.0     0.0    0.00
      78    2030       1       4       5    -0.6    93.5    2.13   184.3     0.0     0.0     0.0    0.00
      79    2030       1       4       6     0.6    92.6    3.44   182.7     0.0     0.0     0.0    0.00
      80    2030       1       4       7     1.8    91.4    4.88   191.7     0.0     0.0     0.0    0.00
      81    2030       1       4       8     3.0    91.1    6.19   191.3     0.0     0.0     0.0    0.00
      82    2030       1       4       9     3.1    92.4    6.49   191.2     0.0     0.0     0.0    0.00
      83    2030       1       4      10     3.3    93.8    6.87   181.3     1.0     1.0     0.0    0.00
      84    2030       1       4      11     3.4    95.1    7.18   181.3     5.8     5.8     0.1    0.19
      85    2030       1       4      12     3.4    95.8    7.48   181.2     9.8     9.8     0.0    0.56
      86    2030       1       4      13     3.5    96.4    7.88   181.2     7.7     7.7     0.0    1.15
      87    2030       1       4      14     3.6    97.0    8.19   181.1     6.4     6.4     0.0    0.56
      88    2030       1       4      15     4.1    97.3    8.19   181.1     3.1     3.1     0.0    0.95
      89    2030       1       4      16     4.7    97.7    8.21   191.0     0.3     0.3     0.0    0.37
      90    2030       1       4      17     5.1    98.0    8.21   191.0     0.0     0.0     0.0    0.19
      91    2030       1       4      18     5.3    98.0    8.52   191.0     0.0     0.0     0.0    0.00
      92    2030       1       4      19     5.6    98.0    8.94   200.8     0.0     0.0     0.0    0.00
      93    2030       1       4      20     5.8    98.0    9.25   200.7     0.0     0.0     0.0    0.19
      94    2030       1       4      21     6.0    97.3    9.25   200.7     0.0     0.0     0.0    0.00
      95    2030       1       4      22     6.4    96.7    9.25   200.7     0.0     0.0     0.0    0.37
      96    2030       1       4      23     6.7    96.1    9.25   200.7     0.0     0.0     0.0    0.00
      97    2030       1       5       0     6.5    96.7    9.25   200.7     0.0     0.0     0.0    0.00
      98    2030       1       5       1     6.3    97.3    9.25   200.7     0.0     0.0     0.0    0.00
      99    2030       1       5       2     6.1    98.0    9.25   200.7     0.0     0.0     0.0    0.00
     100    2030       1       5       3     6.1    98.0    8.54   200.8     0.0     0.0     0.0    0.00
     101    2030       1       5       4     6.0    98.0    7.93   200.8     0.0     0.0     0.0    0.00
     102    2030       1       5       5     6.0    98.0    7.22   200.9     0.0     0.0     0.0    0.00
     103    2030       1       5       6     6.0    98.3    7.53   200.9     0.0     0.0     0.0    0.00
     104    2030       1       5       7     6.0    98.7    7.91   191.0     0.0     0.0     0.0    1.57
     105    2030       1       5       8     6.0    99.0    8.21   191.0     0.0     0.0     0.0    1.57
     106    2030       1       5       9     6.0    98.7    7.91   191.0     0.0     0.0     0.0    1.02
     107    2030       1       5      10     6.0    98.3    7.51   191.1     2.4     2.4     0.0    0.00
     108    2030       1       5      11     6.1    98.0    7.20   191.1    17.0    17.0     0.0    1.74
     109    2030       1       5      12     6.2    97.7    6.49   191.2    15.6    15.6     0.0    0.00
     110    2030       1       5      13     6.2    97.3    5.95   230.3    14.6    14.6     0.0    0.00
     111    2030       1       5      14     6.3    97.0    5.24   230.3    16.4    16.4     0.0    0.00
     112    2030       1       5      15     5.8    95.8    5.24   230.3    14.3    14.3     0.0    0.00
     113    2030       1       5      16     5.1    94.4    5.22   268.9     3.0     3.0     0.0    0.00
     114    2030       1       5      17     4.6    93.1    5.22   268.9     0.0     0.0     0.0    0.00
     115    2030       1       5      18     3.7    92.4    5.22   268.9     0.0     0.0     0.0    0.00
     116    2030       1       5      19     2.9    91.8    5.17   288.4     0.0     0.0     0.0    0.00
     117    2030       1       5      20     2.1    91.1    5.17   288.4     0.0     0.0     0.0    0.00
     118    2030       1       5      21     1.6    91.8    4.87   288.3     0.0     0.0     0.0    0.00
     119    2030       1       5      22     1.1    92.7    4.52   259.1     0.0     0.0     0.0    0.00
     120    2030       1       5      23     0.7    93.8    4.22   259.1     0.0     0.0     0.0    0.00
     121    2030       1       6       0     0.6    93.2    3.92   259.0     0.0     0.0     0.0    0.00
     122    2030       1       6       1     0.4    92.8    3.52   249.4     0.0     0.0     0.0    0.00
     123    2030       1       6       2     0.3    92.2    3.22   249.3     0.0     0.0     0.0    0.00
     124    2030       1       6       3     0.0    93.7    3.22   249.3     0.0     0.0     0.0    0.00
     125    2030       1       6       4    -0.4    95.2    3.22   249.3     0.0     0.0     0.0    0.00
     126    2030       1       6       5    -0.6    96.5    3.22   249.3     0.0     0.0     0.0    0.00
     127    2030       1       6       6    -0.4    96.8    2.91   249.3     0.0     0.0     0.0    0.00
     128    2030       1       6       7    -0.1    97.2    2.50   221.4     0.0     0.0     0.0    0.00
     129    2030       1       6       8     0.2    97.3    2.20   221.6     0.0     0.0     0.0    0.00
     130    2030       1       6       9     0.3    97.2    2.20   221.6     0.0     0.0     0.0    0.00
     131    2030       1       6      10     0.4    97.1    2.19   212.4     3.1     3.1     0.0    0.00
     132    2030       1       6      11     0.5    97.0    2.19   212.4    42.6    33.0    98.5    0.00
     133    2030       1       6      12     0.9    95.8    1.48   213.5    87.4    74.5   101.4    0.00
     134    2030       1       6      13     1.3    94.9    0.88   215.9    51.1    51.1     0.0    0.00
     135    2030       1       6      14     1.8    94.1    0.19   238.6    33.9    33.9     0.0    0.00
     136    2030       1       6      15     1.5    94.8    0.19   238.6    15.1    15.1     0.0    0.00
     137    2030       1       6      16     1.3    95.5    0.19   238.6     3.7     3.7     0.0    0.00
     138    2030       1       6      17     1.0    96.4    0.19   238.6     0.0     0.0     0.0    0.00
     139    2030       1       6      18     0.8    97.3    0.19   238.6     0.0     0.0     0.0    0.00
     140    2030       1       6      19     0.6    98.2    0.19   238.6     0.0     0.0     0.0    0.00
     141    2030       1       6      20     0.4    99.1    0.19   238.6     0.0     0.0     0.0    0.00
     142    2030       1       6      21    -0.3    99.5    0.19   238.6     0.0     0.0     0.0    0.00
     143    2030       1       6      22    -1.0    99.0    0.19   238.6     0.0     0.0     0.0    0.00
     144    2030       1       6      23    -1.7    98.4    0.19   238.6     0.0     0.0     0.0    0.00
     145    2030       1       7       0    -1.9    98.2    0.38   290.7     0.0     0.0     0.0    0.00
     146    2030       1       7       1    -1.9    98.1    0.76   305.8     0.0     0.0     0.0    0.00
     147    2030       1       7       2    -2.1    97.9    1.06   309.8     0.0     0.0     0.0    0.00
     148    2030       1       7       3    -1.7    98.4    1.06   309.8     0.0     0.0     0.0    0.00
     149    2030       1       7       4    -1.2    98.8    0.85    23.9     0.0     0.0     0.0    0.00
     150    2030       1       7       5    -0.7    99.3    0.85    23.9     0.0     0.0     0.0    0.00
     151    2030       1       7       6    -0.6    99.5    0.85    23.9     0.0     0.0     0.0    0.00
     152    2030       1       7       7    -0.5    99.5    0.91   119.4     0.0     0.0     0.0    0.00
     153    2030       1       7       8    -0.3    99.5    0.91   119.4     0.0     0.0     0.0    0.00
     154    2030       1       7       9     0.2    99.6    0.61   124.0     0.0     0.0     0.0    0.00
     155    2030       1       7      10     0.7    99.4    0.24   148.4     0.6     0.6     0.0    0.00
     156    2030       1       7      11     1.2    99.2    0.19   238.6     7.9     7.9     0.0    0.19
     157    2030       1       7      12     1.4    99.0    0.45   208.3    12.7    12.7     0.0    0.19
     158    2030       1       7      13     1.7    99.0    0.84   199.6    19.1    19.1     0.0    0.00
     159    2030       1       7      14     1.9    99.0    1.14   197.1    13.5    13.5     0.0    0.00
     160    2030       1       7      15     2.4    98.7    1.85   194.4     8.5     8.5     0.0    0.00
     161    2030       1       7      16     3.0    98.3    2.37   164.5     1.3     1.3     0.0    0.00
     162    2030       1       7      17     3.5    98.0    3.08   163.4     0.0     0.0     0.0    0.19
     163    2030       1       7      18     3.7    98.3    3.38   163.1     0.0     0.0     0.0    0.12
     164    2030       1       7      19     4.0    98.7    3.87   192.1     0.0     0.0     0.0    0.06
     165    2030       1       7      20     4.2    99.0    4.17   191.9     0.0     0.0     0.0    0.00
     166    2030       1       7      21     4.3    98.3    4.47   191.8     0.0     0.0     0.0    0.00
     167    2030       1       7      22     4.3    97.7    4.88   191.7     0.0     0.0     0.0    0.19
     168    2030       1       7      23     4.4    97.0    5.18   191.6     0.0     0.0     0.0    0.00
     169    2030       1       8       0     4.5    97.3    4.88   191.7     0.0     0.0     0.0    0.42
     170    2030       1       8       1     4.6    97.7    4.45   182.1     0.0     0.0     0.0    0.26
     171    2030       1       8       2     4.7    98.0    4.14   182.2     0.0     0.0     0.0    0.26
     172    2030       1       8       3     4.7    97.3    4.45   182.1     0.0     0.0     0.0    0.26
     173    2030       1       8       4     4.7    96.7    4.88   191.7     0.0     0.0     0.0    0.00
     174    2030       1       8       5     4.7    96.1    5.18   191.6     0.0     0.0     0.0    0.00
     175    2030       1       8       6     4.8    96.1    5.89   191.4     0.0     0.0     0.0    0.00
     176    2030       1       8       7     5.0    96.1    6.49   191.2     0.0     0.0     0.0    0.00
     177    2030       1       8       8     5.1    96.1    7.20   191.1     0.0     0.0     0.0    0.17
     178    2030       1       8       9     5.2    96.7    7.20   191.1     0.0     0.0     0.0    0.34
     179    2030       1       8      10     5.2    97.3    7.20   191.1     0.8     0.8     0.0    0.26
     180    2030       1       8      11     5.3    98.0    7.20   191.1     4.8     4.4     3.5    0.00
     181    2030       1       8      12     5.6    98.3    6.49   191.2     8.5     8.5     0.0    0.00
     182    2030       1       8      13     5.8    98.7    5.91   201.1    14.6    14.6     0.0    0.00
     183    2030       1       8      14     6.0    99.0    5.20   201.3     7.7     7.5     2.1    0.00
     184    2030       1       8      15     6.0    99.0    5.91   201.1     6.1     6.1     0.0    0.00
     185    2030       1       8      16     6.0    99.0    6.49   191.2     0.8     0.8     0.0    0.00
     186    2030       1       8      17     6.0    99.0    7.20   191.1     0.0     0.0     0.0    0.00
     187    2030       1       8      18     6.1    99.0    7.20   191.1     0.0     0.0     0.0    0.00
     188    2030       1       8      19     6.2    99.0    7.22   200.9     0.0     0.0     0.0    0.00
     189    2030       1       8      20     6.3    99.0    7.22   200.9     0.0     0.0     0.0    0.00
     190    2030       1       8      21     6.3    98.7    7.22   200.9     0.0     0.0     0.0    1.31
     191    2030       1       8      22     6.3    98.3    7.18   181.3     0.0     0.0     0.0    0.00
     192    2030       1       8      23     6.3    98.0    7.18   181.3     0.0     0.0     0.0    0.00
     193    2030       1       9       0     6.0    97.0    7.48   181.2     0.0     0.0     0.0    0.00
     194    2030       1       9       1     5.9    96.1    7.88   181.2     0.0     0.0     0.0    0.00
     195    2030       1       9       2     5.6    95.1    8.19   181.1     0.0     0.0     0.0    0.00
     196    2030       1       9       3     5.6    95.8    9.20   181.0     0.0     0.0     0.0    0.17
     197    2030       1       9       4     5.5    96.4   10.23   190.8     0.0     0.0     0.0    1.21
     198    2030       1       9       5     5.5    97.0   11.24   190.7     0.0     0.0     0.0    1.77
     199    2030       1       9       6     5.8    95.4   10.23   190.8     0.0     0.0     0.0    1.03
     200    2030       1       9       7     6.0    93.8    9.28   230.2     0.0     0.0     0.0    0.67
     201    2030       1       9       8     6.3    92.1    8.27   230.2     0.0     0.0     0.0    0.00
     202    2030       1       9       9     6.1    90.8    7.57   230.2     0.0     0.0     0.0    0.00
     203    2030       1       9      10     6.0    89.4    6.96   230.2     3.1     3.1     0.0    0.00
     204    2030       1       9      11     5.8    88.2    6.25   230.3    11.2    11.2     0.0    0.00
     205    2030       1       9      12     6.0    87.9    6.55   230.2    15.6    15.6     0.0    0.00
     206    2030       1       9      13     6.1    87.5    6.95   220.5    25.4    25.4     0.0    0.00
     207    2030       1       9      14     6.3    87.2    7.25   220.5    29.2    29.2     0.0    0.00
     208    2030       1       9      15     6.1    88.5    7.56   220.5     9.8     9.8     0.0    0.00
     209    2030       1       9      16     6.0    89.8    7.91   191.0     1.6     1.6     0.0    0.00
     210    2030       1       9      17     5.8    91.1    8.21   191.0     0.0     0.0     0.0    0.00
     211    2030       1       9      18     5.8    92.4    9.22   190.9     0.0     0.0     0.0    0.00
     212    2030       1       9      19     5.7    93.8   10.21   180.9     0.0     0.0     0.0    0.00
     213    2030       1       9      20     5.7    95.1   11.22   180.8     0.0     0.0     0.0    0.14
     214    2030       1       9      21     6.2    95.8   11.52   180.8     0.0     0.0     0.0    0.72
     215    2030       1       9      22     6.7    96.4   11.99   210.4     0.0     0.0     0.0    1.97
     216    2030       1       9      23     7.3    97.0   12.30   210.4     0.0     0.0     0.0    4.39
     217    2030       1      10       0     7.8    95.1   11.59   210.4     0.0     0.0     0.0    2.16
     218    2030       1      10       1     8.3    93.1   11.00   230.1     0.0     0.0     0.0    1.67
     219    2030       1      10       2     8.8    91.1   10.29   230.2     0.0     0.0     0.0    0.46
     220    2030       1      10       3     8.6    91.1   10.60   230.2     0.0     0.0     0.0    0.00
     221    2030       1      10       4     8.2    91.1   10.99   220.3     0.0     0.0     0.0    0.00
     222    2030       1      10       5     7.9    91.1   11.30   220.3     0.0     0.0     0.0    0.00
     223    2030       1      10       6     8.0    85.9   11.30   220.3     0.0     0.0     0.0    0.00
     224    2030       1      10       7     8.2    80.5   11.31   240.0     0.0     0.0     0.0    0.23
     225    2030       1      10       8     8.3    75.3   11.31   240.0     0.0     0.0     0.0    0.00
     226    2030       1      10       9     8.2    71.0   12.32   240.0     0.0     0.0     0.0    0.00
     227    2030       1      10      10     8.2    66.6   13.30   269.6     4.2     4.2     0.0    0.00
     228    2030       1      10      11     8.1    62.3   14.31   269.6    24.4    24.4     0.0    0.00
     229    2030       1      10      12     7.8    63.0   12.59   269.6    73.1    39.7   246.2    0.00
     230    2030       1      10      13     7.6    63.6   10.98   269.5    92.2    40.8   383.2    0.00
     231    2030       1      10      14     7.4    64.3    9.26   269.4    82.6    37.8   435.9    0.00
     232    2030       1      10      15     6.2    67.0    7.54   269.3    38.4    38.4     0.0    0.00
     233    2030       1      10      16     5.0    69.6    5.94   259.3     3.7     3.7     0.0    0.00
     234    2030       1      10      17     3.9    72.3    4.22   259.1     0.0     0.0     0.0    0.00
     235    2030       1      10      18     3.5    74.6    3.92   259.0     0.0     0.0     0.0    0.00
     236    2030       1      10      19     3.1    77.0    3.48   201.9     0.0     0.0     0.0    0.00
     237    2030       1      10      20     2.7    79.2    3.18   202.1     0.0     0.0     0.0    0.00
     238    2030       1      10      21     2.4    81.5    2.17   203.1     0.0     0.0     0.0    0.00
     239    2030       1      10      22     2.1    83.9    1.16   205.8     0.0     0.0     0.0    0.00
     240    2030       1      10      23     1.8    86.2    0.19   238.6     0.0     0.0     0.0    0.00
     241    2030       1      11       0     2.1    90.1    0.86    96.6     0.0     0.0     0.0    0.00
     242    2030       1      11       1     2.3    94.1    1.86    93.0     0.0     0.0     0.0    0.00
     243    2030       1      11       2     2.6    98.0    2.87    92.0     0.0     0.0     0.0    0.28
     244    2030       1      11       3     2.6    98.0    3.18    91.8     0.0     0.0     0.0    0.78
     245    2030       1      11       4     2.7    98.0    3.55    49.5     0.0     0.0     0.0    1.11
     246    2030       1      11       5     2.7    98.0    3.86    49.6     0.0     0.0     0.0    1.44
     247    2030       1      11       6     2.3    98.0    4.56    49.6     0.0     0.0     0.0    1.11
     248    2030       1      11       7     1.9    98.0    5.23     8.5     0.0     0.0     0.0    0.48
     249    2030       1      11       8     1.5    98.0    5.94     8.6     0.0     0.0     0.0    0.09
     250    2030       1      11       9     1.3    98.4    6.25     8.7     0.0     0.0     0.0    0.78
     251    2030       1      11      10     1.0    99.1    6.65     8.8     1.3     1.3     0.0    0.89
     252    2030       1      11      11     0.8    99.6    6.95     8.8    12.2    12.2     0.0    0.47
     253    2030       1      11      12     0.8    97.6    6.95     8.8    27.8    27.8     0.0    0.87
     254    2030       1      11      13     0.7    95.7    7.07   328.5    31.3    31.3     0.0    1.19
     255    2030       1      11      14     0.7    93.7    7.07   328.5    65.9    34.0   305.9    0.00
     256    2030       1      11      15     0.4    93.1    6.77   328.4    57.5    57.5     0.0    0.00
     257    2030       1      11      16     0.1    92.3    6.37   328.3    10.9    10.9     0.0    0.00
     258    2030       1      11      17    -0.3    91.5    6.06   328.2     0.0     0.0     0.0    0.00
     259    2030       1      11      18    -0.5    90.8    4.75   327.7     0.0     0.0     0.0    0.00
     260    2030       1      11      19    -0.6    90.2    3.40   307.0     0.0     0.0     0.0    0.00
     261    2030       1      11      20    -0.7    89.5    2.09   305.1     0.0     0.0     0.0    0.00
     262    2030       1      11      21    -0.9    91.8    1.39   302.6     0.0     0.0     0.0    0.00
     263    2030       1      11      22    -1.0    94.2    0.79   296.9     0.0     0.0     0.0    0.00
     264    2030       1      11      23    -1.2    96.5    0.19   238.6     0.0     0.0     0.0    0.00
     265    2030       1      12       0    -1.9    96.6    0.83    72.6     0.0     0.0     0.0    0.00
     266    2030       1      12       1    -2.4    96.6    1.84    71.2     0.0     0.0     0.0    0.00
     267    2030       1      12       2    -3.1    96.6    2.85    70.7     0.0     0.0     0.0    0.00
     268    2030       1      12       3    -3.0    96.3    2.85    70.7     0.0     0.0     0.0    0.00
     269    2030       1      12       4    -2.8    95.9    2.84    60.1     0.0     0.0     0.0    0.00
     270    2030       1      12       5    -2.7    95.6    2.84    60.1     0.0     0.0     0.0    0.00
     271    2030       1      12       6    -2.6    95.3    3.55    60.1     0.0     0.0     0.0    0.00
     272    2030       1      12       7    -2.5    94.9    4.16    49.6     0.0     0.0     0.0    0.00
     273    2030       1      12       8    -2.4    94.6    4.87    49.7     0.0     0.0     0.0    0.00
     274    2030       1      12       9    -2.4    94.6    4.87    49.7     0.0     0.0     0.0    0.00
     275    2030       1      12      10    -2.4    94.6    4.87    49.7     6.9     6.9     0.0    0.00
     276    2030       1      12      11    -2.4    94.6    4.87    49.7    25.6    25.6     0.0    0.00
     277    2030       1      12      12    -2.6    93.9    4.87    49.7    39.2    39.2     0.0    0.00
     278    2030       1      12      13    -2.8    93.3    4.87    49.7    57.8    57.8     0.0    0.00
     279    2030       1      12      14    -3.0    92.6    4.87    49.7    49.3    49.3     0.0    0.00
     280    2030       1      12      15    -3.8    92.9    4.16    49.6    32.3    32.3     0.0    0.00
     281    2030       1      12      16    -4.6    93.4    3.58    28.6     8.2     8.2     0.0    0.00
     282    2030       1      12      17    -5.5    93.7    2.87    28.2     0.0     0.0     0.0    0.00
     283    2030       1      12      18    -5.8    94.5    1.86    27.2     0.0     0.0     0.0    0.00
     284    2030       1      12      19    -5.9    94.4    0.85    23.9     0.0     0.0     0.0    0.00
     285    2030       1      12      20    -6.2    94.1    0.19   238.6     0.0     0.0     0.0    0.00
     286    2030       1      12      21    -5.5    94.8    0.52    74.1     0.0     0.0     0.0    0.00
     287    2030       1      12      22    -4.7    95.5    1.13    71.9     0.0     0.0     0.0    0.00
     288    2030       1      12      23    -4.0    96.2    1.84    71.2     0.0     0.0     0.0    0.00
     289    2030       1      13       0    -2.5    97.6    2.85    70.7     0.0     0.0     0.0    0.00
     290    2030       1      13       1    -0.9    99.1    4.08   162.6     0.0     0.0     0.0    0.00
     291    2030       1      13       2     0.6    98.9    5.09   162.1     0.0     0.0     0.0    0.00
     292    2030       1      13       3     0.6    98.9    5.40   162.0     0.0     0.0     0.0    0.00
     293    2030       1      13       4     0.5    99.0    5.74   141.9     0.0     0.0     0.0    0.00
     294    2030       1      13       5     0.5    99.0    6.04   141.8     0.0     0.0     0.0    0.00
     295    2030       1      13       6     0.7    98.7    6.04   141.8     0.0     0.0     0.0    0.17
     296    2030       1      13       7     1.0    98.4    6.01   131.7     0.0     0.0     0.0    0.28
     297    2030       1      13       8     1.3    98.1    6.01   131.7     0.0     0.0     0.0    0.28
     298    2030       1      13       9     1.3    98.4    5.30   131.9     0.0     0.0     0.0    0.34
     299    2030       1      13      10     1.4    98.7    4.59    91.2     4.0     4.0     0.0    0.62
     300    2030       1      13      11     1.4    99.0    3.88    91.4    19.1    19.1     0.0    0.42
