Ilmatieteen_laitos Meteorologiska_institutet Finnish_Meteorological_Institute 2013  
Aika-askel Vuosi Kuukausi Päivä Aika Lämpötila(°C) Suhteellinen_kosteus(%) Tuulen_nopeus(m/s) Tuulen_suunta(astetta) Kokonaissäteily_vaakapinnalle(W/m2) Hajasäteily_vaakapinnalle(W/m2) Suora_säteily_kohtisuoralle_pinnalle(W/m2) Sademäärä(mm/h) 
Tidssteg År Månad Dag Tid Temperatur(°C) Relativ_fuktighet(%) Vindhastighet(m/s) Vindriktning(grader) Global_strålning_på_vågrät_yta(W/m2) Diffus_strålning_på_vågrät_yta(W/m2) Direkt_strålning_på_normalyta(W/m2) Nederbörd(mm/h) 
Timestep Year Month Day Time Temperature(°C) Relative_humidity(%) Wind_speed(m/s) Wind_direction(degrees) Global_horisontal_radiation(W/m2) Diffuse_horisontal_radiation(W/m2) Direct_normal_solar_radiation(W/m2) Precipitation(mm/h)
#    STEP    YEAR    MONTH     DAY     HOUR     T      RH             WS      WD      Rglob   Rdiff   Rnorm  Precip
    5430    2100       8      15       5    18.8    96.6    3.49   304.5     5.9     5.9     0.0    0.00
    5431    2100       8      15       6    19.7    91.8    3.49   304.5    49.6    31.4   112.3    0.00
    5432    2100       8      15       7    20.6    87.0    3.36   321.7   143.8    64.4   276.6    0.00
    5433    2100       8      15       8    21.4    82.3    3.36   321.7   271.7    81.5   465.8    0.00
    5434    2100       8      15       9    22.6    72.4    3.07   320.9   403.2    84.5   618.6    0.00
    5435    2100       8      15      10    23.6    62.5    2.42   345.6   548.7    88.1   765.4    0.00
    5436    2100       8      15      11    24.8    53.0    2.13   343.6   636.8    91.0   823.7    0.00
    5437    2100       8      15      12    25.7    48.3    2.13   343.6   692.0    90.7   868.7    0.00
    5438    2100       8      15      13    26.6    43.7    2.58   279.1   706.3    88.4   895.9    0.00
    5439    2100       8      15      14    27.5    39.1    2.58   279.1   680.5    89.0   905.2    0.00
    5440    2100       8      15      15    27.6    39.4    2.88   279.2   627.0    89.0   915.2    0.00
    5441    2100       8      15      16    27.6    39.8    3.26   263.0   531.0    87.2   892.9    0.00
    5442    2100       8      15      17    27.7    40.1    3.55   262.7   415.2    77.2   872.5    0.00
    5443    2100       8      15      18    27.0    45.3    2.86   263.4   285.5    63.4   841.7    0.00
    5444    2100       8      15      19    26.4    50.7    1.08   102.1   156.3    46.5   789.2    0.00
    5445    2100       8      15      20    25.7    56.1    0.39   105.8    36.9    36.9     0.0    0.00
    5446    2100       8      15      21    23.9    65.0    0.10   123.8     0.8     0.8     0.0    0.00
    5447    2100       8      15      22    22.1    74.1    0.31   272.7     0.0     0.0     0.0    0.00
    5448    2100       8      15      23    20.4    83.4    0.60   276.3     0.0     0.0     0.0    0.00
    5449    2100       8      16       0    19.6    85.3    0.32   263.8     0.0     0.0     0.0    0.00
    5450    2100       8      16       1    18.8    87.0    0.18   163.9     0.0     0.0     0.0    0.00
    5451    2100       8      16       2    18.0    88.9    0.43   129.7     0.0     0.0     0.0    0.00
    5452    2100       8      16       3    19.1    87.8    1.10   117.5     0.0     0.0     0.0    0.00
    5453    2100       8      16       4    20.1    86.7    2.08   175.1     0.0     0.0     0.0    0.00
    5454    2100       8      16       5    21.1    85.6    2.75   171.4     4.5     4.5     0.0    0.00
    5455    2100       8      16       6    22.1    82.3    3.43   169.1    43.1    21.5   136.7    0.00
    5456    2100       8      16       7    23.0    79.1    4.12   178.1   137.6    64.1   260.5    0.00
    5457    2100       8      16       8    23.9    75.9    4.81   176.9   271.1   122.2   369.0    0.00
    5458    2100       8      16       9    24.5    75.1    4.81   176.9   312.8   214.6   192.2    0.00
    5459    2100       8      16      10    25.2    74.5    5.02   196.9   315.3   240.1   125.9    0.00
    5460    2100       8      16      11    25.8    73.7    5.02   196.9   582.2   210.8   563.8    0.00
    5461    2100       8      16      12    26.4    69.2    5.32   196.5   444.5   275.0   246.3    0.00
    5462    2100       8      16      13    26.9    64.6    5.60   186.2   513.5   305.7   303.6    0.00
    5463    2100       8      16      14    27.5    60.1    5.90   185.9   443.7   281.7   249.4    0.00
    5464    2100       8      16      15    27.5    61.5    6.59   185.2   436.1   261.4   299.5    0.00
    5465    2100       8      16      16    27.6    62.9    7.28   194.8   336.2   217.6   240.9    0.00
    5466    2100       8      16      17    27.6    64.3    7.97   194.3   172.6   157.0    40.7    0.00
    5467    2100       8      16      18    26.9    68.5    7.28   194.8    55.4    50.8    17.6    0.00
    5468    2100       8      16      19    26.2    72.7    6.38   164.9    31.2    29.3    14.0    0.00
    5469    2100       8      16      20    25.5    76.9    5.69   165.5    11.2    11.2     0.0    0.18
    5470    2100       8      16      21    25.4    78.0    5.40   165.8     0.3     0.3     0.0    0.18
    5471    2100       8      16      22    25.2    79.1    5.32   196.5     0.0     0.0     0.0    0.00
    5472    2100       8      16      23    25.1    80.2    5.02   196.9     0.0     0.0     0.0    0.00
    5473    2100       8      17       0    24.1    85.3    5.71   196.1     0.0     0.0     0.0    0.00
    5474    2100       8      17       1    23.2    90.3    6.30   195.5     0.0     0.0     0.0    0.18
    5475    2100       8      17       2    22.2    95.5    6.99   195.0     0.0     0.0     0.0    2.34
    5476    2100       8      17       3    22.2    95.5    7.28   194.8     0.0     0.0     0.0    6.04
    5477    2100       8      17       4    22.2    95.5    7.68   194.5     0.0     0.0     0.0    3.97
    5478    2100       8      17       5    22.2    95.5    7.97   194.3     0.3     0.3     0.0    0.81
    5479    2100       8      17       6    22.3    93.3    7.97   194.3    12.4    11.3     7.0    0.37
    5480    2100       8      17       7    22.5    91.1    8.17   213.9    56.0    51.9    14.8    0.24
    5481    2100       8      17       8    22.6    88.9    8.17   213.9    62.5    58.1    11.1    0.00
    5482    2100       8      17       9    23.0    78.0    8.47   213.7   355.8   157.0   391.7    0.00
    5483    2100       8      17      10    23.3    67.4    9.19   261.1   528.4   208.4   539.4    0.00
    5484    2100       8      17      11    23.6    57.1    9.48   261.0   499.1   126.2   569.6    0.00
    5485    2100       8      17      12    23.8    56.8    9.78   261.0   695.4    71.4   911.5    0.00
    5486    2100       8      17      13    24.0    56.4    9.94   222.9   722.9   116.2   891.3    0.00
    5487    2100       8      17      14    24.2    56.1   10.24   222.8   622.5   149.1   733.3    0.00
    5488    2100       8      17      15    23.8    56.8    9.94   222.9   477.8   178.1   517.3    0.00
    5489    2100       8      17      16    23.5    57.4    9.63   232.6   477.2   153.8   662.8    0.00
    5490    2100       8      17      17    23.1    58.1    9.33   232.7   388.8   133.4   675.9    0.00
    5491    2100       8      17      18    22.3    61.2    8.64   232.9   164.1    92.2   281.6    0.00
    5492    2100       8      17      19    21.5    64.3    7.97   223.6   111.8    80.1   246.0    0.00
    5493    2100       8      17      20    20.7    67.4    7.28   224.0    22.2    22.2     0.0    0.00
    5494    2100       8      17      21    20.3    69.8    6.29   224.6     0.6     0.6     0.0    0.00
    5495    2100       8      17      22    19.7    72.4    5.22   216.1     0.0     0.0     0.0    0.00
    5496    2100       8      17      23    19.2    74.8    4.24   217.5     0.0     0.0     0.0    0.00
    5497    2100       8      18       0    19.2    76.9    4.24   217.5     0.0     0.0     0.0    0.00
    5498    2100       8      18       1    19.3    79.1    4.24   217.5     0.0     0.0     0.0    0.00
    5499    2100       8      18       2    19.3    81.2    4.24   217.5     0.0     0.0     0.0    0.00
    5500    2100       8      18       3    18.7    84.2    4.53   217.0     0.0     0.0     0.0    0.00
    5501    2100       8      18       4    18.2    87.0    4.73   197.3     0.0     0.0     0.0    0.00
    5502    2100       8      18       5    17.6    90.0    5.02   196.9     0.8     0.8     0.0    1.18
    5503    2100       8      18       6    18.0    88.1    5.32   196.5    37.7    20.6   114.6    0.36
    5504    2100       8      18       7    18.5    86.3    5.81   205.8   109.8    80.0   108.1    0.88
    5505    2100       8      18       8    18.9    84.5    6.11   205.5   182.1    93.9   222.9    0.00
    5506    2100       8      18       9    20.0    77.7    6.40   205.3   418.9    70.4   692.9    0.15
    5507    2100       8      18      10    20.9    70.9    6.98   224.1   466.2    92.3   633.1    1.11
    5508    2100       8      18      11    22.0    64.3    7.28   224.0   443.7   145.1   458.8    0.00
    5509    2100       8      18      12    22.1    63.2    6.98   224.1   498.0   215.4   416.1    0.00
    5510    2100       8      18      13    22.3    62.2    6.66   233.8   509.0   188.0   474.3    0.00
    5511    2100       8      18      14    22.4    61.2    6.37   233.9   621.1   121.8   778.3    0.54
    5512    2100       8      18      15    22.4    57.8    7.35   233.4   492.2   158.4   580.5    0.15
    5513    2100       8      18      16    22.3    54.3    8.34   233.0   512.6   103.0   847.5    0.00
    5514    2100       8      18      17    22.3    51.0    9.33   232.7   394.2   108.2   766.7    0.00
    5515    2100       8      18      18    21.4    53.7    7.65   233.3   263.5    94.3   675.9    0.00
    5516    2100       8      18      19    20.6    56.4    6.14   243.3   119.4    51.8   547.2    0.00
    5517    2100       8      18      20    19.8    59.1    4.46   244.6    31.5    31.5     0.0    0.00
    5518    2100       8      18      21    18.9    66.7    4.16   244.9     0.3     0.3     0.0    0.00
    5519    2100       8      18      22    17.9    74.5    3.71   236.8     0.0     0.0     0.0    0.00
    5520    2100       8      18      23    17.1    82.3    3.41   237.4     0.0     0.0     0.0    0.00
    5521    2100       8      19       0    17.1    83.7    3.41   237.4     0.0     0.0     0.0    0.00
    5522    2100       8      19       1    17.0    85.3    3.34   228.7     0.0     0.0     0.0    0.00
    5523    2100       8      19       2    17.0    86.7    3.34   228.7     0.0     0.0     0.0    0.00
    5524    2100       8      19       3    17.1    87.8    3.63   228.0     0.0     0.0     0.0    0.00
    5525    2100       8      19       4    17.3    88.9    3.94   218.1     0.0     0.0     0.0    0.00
    5526    2100       8      19       5    17.4    90.0    4.24   217.5     1.9     1.9     0.0    0.00
    5527    2100       8      19       6    18.3    87.8    3.94   218.1    49.6    17.7   220.6    0.00
    5528    2100       8      19       7    19.3    85.6    3.77   245.5   160.2    36.2   458.4    0.00
    5529    2100       8      19       8    20.3    83.4    3.47   245.9   292.2    49.9   617.6    0.00
    5530    2100       8      19       9    21.2    73.4    3.77   245.5   422.3    58.1   730.7    0.00
    5531    2100       8      19      10    22.1    63.6    4.10   236.1   468.7   126.2   584.1    0.00
    5532    2100       8      19      11    23.1    54.0    4.40   235.7   319.9   132.7   289.3    0.00
    5533    2100       8      19      12    23.5    56.1    3.71   236.8   248.3   160.8   129.5    0.00
    5534    2100       8      19      13    23.8    58.1    2.57   183.1   204.4   143.9    89.9    0.00
    5535    2100       8      19      14    24.2    60.1    1.90   187.8   562.2   197.6   573.2    0.00
    5536    2100       8      19      15    23.6    57.1    3.15   180.6   655.4   181.6   830.2    0.55
    5537    2100       8      19      16    23.0    54.0    5.01   225.8   487.3   112.7   782.6    0.00
    5538    2100       8      19      17    22.3    51.0    6.29   224.6   192.3   170.2    59.8    0.00
    5539    2100       8      19      18    21.6    55.0    5.99   224.8   192.0   123.9   277.4    0.00
    5540    2100       8      19      19    20.9    59.1    5.51   215.8   128.9    57.3   605.0    0.00
    5541    2100       8      19      20    20.3    63.2    5.22   216.1    32.9    32.9     0.0    0.00
    5542    2100       8      19      21    19.4    69.8    4.53   217.0     0.0     0.0     0.0    0.00
    5543    2100       8      19      22    18.5    76.6    4.03   227.2     0.0     0.0     0.0    0.00
    5544    2100       8      19      23    17.6    83.4    3.34   228.7     0.0     0.0     0.0    0.00
    5545    2100       8      20       0    16.6    85.9    2.37   232.3     0.0     0.0     0.0    0.00
    5546    2100       8      20       1    15.6    88.5    1.42   240.8     0.0     0.0     0.0    0.00
    5547    2100       8      20       2    14.5    91.1    0.60   276.3     0.0     0.0     0.0    0.00
    5548    2100       8      20       3    14.2    92.5    0.60   276.3     0.0     0.0     0.0    0.00
    5549    2100       8      20       4    13.9    94.1    0.60   276.3     0.0     0.0     0.0    0.00
    5550    2100       8      20       5    13.5    95.5    0.60   276.3     0.8     0.8     0.0    0.00
    5551    2100       8      20       6    15.4    91.8    0.41   301.9    44.2    20.1   171.0    0.00
    5552    2100       8      20       7    17.3    88.1    0.41   359.8   150.9    50.5   375.8    0.00
    5553    2100       8      20       8    19.2    84.5    0.62    24.5   262.4    90.1   444.5    0.00
    5554    2100       8      20       9    20.5    76.6    1.25    43.3   350.3   112.2   480.5    0.00
    5555    2100       8      20      10    21.8    68.8    1.88   152.8   458.6   174.0   489.0    0.00
    5556    2100       8      20      11    23.1    61.2    2.56   149.4   568.7   168.4   622.7    0.00
    5557    2100       8      20      12    23.6    56.8    2.86   148.4   626.4   139.2   725.3    0.00
    5558    2100       8      20      13    24.1    52.3    3.43   169.1   606.2   108.2   745.6    0.00
    5559    2100       8      20      14    24.7    48.0    3.73   168.4   632.6    85.4   865.8    0.00
    5560    2100       8      20      15    24.6    47.3    4.02   167.8   591.2    75.3   910.9    0.00
    5561    2100       8      20      16    24.6    46.7    4.23   145.7   497.7    68.8   904.9    0.00
    5562    2100       8      20      17    24.5    46.0    4.53   145.3   380.9    63.9   876.6    0.00
    5563    2100       8      20      18    23.6    49.7    3.25   147.4   251.1    69.5   761.4    0.00
    5564    2100       8      20      19    22.9    53.3    1.67    87.7   127.0    68.8   513.6    0.00
    5565    2100       8      20      20    22.0    57.1    0.39    80.3    24.2    24.2     0.0    0.00
    5566    2100       8      20      21    20.5    65.0    0.11    53.9     0.0     0.0     0.0    0.00
    5567    2100       8      20      22    19.0    73.0    0.31   282.3     0.0     0.0     0.0    0.00
    5568    2100       8      20      23    17.5    81.2    0.60   276.3     0.0     0.0     0.0    0.00
    5569    2100       8      21       0    17.2    84.5    0.50   305.6     0.0     0.0     0.0    0.00
    5570    2100       8      21       1    16.9    87.8    0.62   345.3     0.0     0.0     0.0    0.00
    5571    2100       8      21       2    16.6    91.1    0.82     2.4     0.0     0.0     0.0    0.00
    5572    2100       8      21       3    16.2    89.6    1.08    12.1     0.0     0.0     0.0    0.00
    5573    2100       8      21       4    15.9    88.1    1.44    19.5     0.0     0.0     0.0    0.00
    5574    2100       8      21       5    15.5    86.7    1.72    23.0     0.6     0.6     0.0    0.00
    5575    2100       8      21       6    17.0    80.2    2.00    25.5    37.2    17.7   143.3    0.00
    5576    2100       8      21       7    18.3    73.7    2.39    27.8   146.3    44.2   389.7    0.00
    5577    2100       8      21       8    19.8    67.4    2.68    29.2   272.8    61.6   551.9    0.00
    5578    2100       8      21       9    21.3    64.0    2.68    29.2   398.6    96.9   614.6    0.00
    5579    2100       8      21      10    23.0    60.5    2.51    51.8   447.9   172.4   476.6    0.00
    5580    2100       8      21      11    24.5    57.1    2.51    51.8   556.6   217.7   530.6    0.00
    5581    2100       8      21      12    25.2    54.0    3.19    53.6   501.1   280.8   329.8    0.00
    5582    2100       8      21      13    25.9    51.0    4.02   167.8   556.0   253.6   455.5    0.00
    5583    2100       8      21      14    26.6    48.0    4.71   166.6   628.4   186.7   703.4    0.00
    5584    2100       8      21      15    26.7    47.7    4.41   167.1   576.3   110.8   830.3    0.00
    5585    2100       8      21      16    26.8    47.3    3.68    77.4   478.3    97.6   810.9    0.00
    5586    2100       8      21      17    27.0    47.0    3.38    77.1   274.3   132.6   396.9    0.00
    5587    2100       8      21      18    26.0    56.4    3.38    77.1   203.8   148.1   238.7    0.00
    5588    2100       8      21      19    24.9    66.1    3.37   112.4    65.6    51.9   126.7    0.00
    5589    2100       8      21      20    23.8    75.9    3.37   112.4    11.6    11.6     0.0    0.00
    5590    2100       8      21      21    23.0    81.6    2.68   113.1     0.0     0.0     0.0    0.00
    5591    2100       8      21      22    22.0    87.4    2.49    17.1     0.0     0.0     0.0    0.00
    5592    2100       8      21      23    21.1    93.3    1.82    12.3     0.0     0.0     0.0    0.00
    5593    2100       8      22       0    21.4    93.3    2.11    14.7     0.0     0.0     0.0    0.00
    5594    2100       8      22       1    21.8    93.3    2.29    39.0     0.0     0.0     0.0    0.00
    5595    2100       8      22       2    22.1    93.3    2.59    40.3     0.0     0.0     0.0    0.00
    5596    2100       8      22       3    21.9    93.6    3.27    42.3     0.0     0.0     0.0    0.00
    5597    2100       8      22       4    21.8    94.1    3.95    32.7     0.0     0.0     0.0    0.00
    5598    2100       8      22       5    21.6    94.4    4.64    33.8     0.3     0.3     0.0    0.00
    5599    2100       8      22       6    21.7    94.7    3.95    32.7    20.6    18.6    14.6    0.00
    5600    2100       8      22       7    21.7    95.2    3.36    31.4    32.3    29.6    10.6    0.00
    5601    2100       8      22       8    21.8    95.5    2.68    29.2    63.3    57.6    15.2    0.00
    5602    2100       8      22       9    21.6    95.8    2.97    30.2    98.5    90.4    16.7    0.00
    5603    2100       8      22      10    21.5    96.3    3.96   332.1     4.0     3.5     0.9    0.00
    5604    2100       8      22      11    21.3    96.6    4.26   332.7     5.7     4.9     1.1    0.00
    5605    2100       8      22      12    22.0    93.6    3.96   332.1    76.0    70.8     7.8    2.80
    5606    2100       8      22      13    22.8    90.7    3.38   349.8    78.5    69.1    14.3   10.18
    5607    2100       8      22      14    23.5    87.8    3.09   348.8   334.8   241.4   149.9    1.61
    5608    2100       8      22      15    23.9    85.9    3.09   348.8   231.4   209.5    39.5    0.22
    5609    2100       8      22      16    24.4    84.2    3.28   330.5   171.7   156.4    33.0    0.00
    5610    2100       8      22      17    24.9    82.3    3.28   330.5   238.2   161.2   218.7    0.00
    5611    2100       8      22      18    24.4    84.8    2.60   328.0   156.8   123.0   147.9    0.00
    5612    2100       8      22      19    23.8    87.4    1.44    19.5    83.6    69.8   134.7    0.00
    5613    2100       8      22      20    23.4    90.0    0.82     2.4    15.2    15.2     0.0    0.00
    5614    2100       8      22      21    22.6    91.8    1.08    12.1     0.0     0.0     0.0    0.00
    5615    2100       8      22      22    21.7    93.6    1.65   359.1     0.0     0.0     0.0    0.00
    5616    2100       8      22      23    20.9    95.5    1.93     2.2     0.0     0.0     0.0    0.00
    5617    2100       8      23       0    20.7    96.3    1.93     2.2     0.0     0.0     0.0    0.00
    5618    2100       8      23       1    20.5    97.0    1.82    12.3     0.0     0.0     0.0    0.00
    5619    2100       8      23       2    20.3    97.8    1.82    12.3     0.0     0.0     0.0    0.00
    5620    2100       8      23       3    20.0    98.1    2.11    14.7     0.0     0.0     0.0    0.00
    5621    2100       8      23       4    19.7    98.5    2.59     6.9     0.0     0.0     0.0    0.00
    5622    2100       8      23       5    19.4    98.9    2.88     8.2     0.6     0.6     0.0    0.00
    5623    2100       8      23       6    19.7    98.5    2.88     8.2    16.0    14.6    11.5    0.00
    5624    2100       8      23       7    20.1    98.1    2.59    40.3    61.4    55.8    22.1    0.00
    5625    2100       8      23       8    20.4    97.8    2.59    40.3   124.2   112.3    31.7    0.00
    5626    2100       8      23       9    20.6    95.8    2.88    41.3   160.2   147.2    26.8    0.00
    5627    2100       8      23      10    20.7    94.1    3.08    76.8   136.2   126.8    16.5    0.00
    5628    2100       8      23      11    20.9    92.2    3.38    77.1   116.2   107.5    14.0    0.00
    5629    2100       8      23      12    21.3    90.3    3.08    76.8   109.8   101.1    13.1    0.00
    5630    2100       8      23      13    21.6    88.5    2.73    64.4   134.3   124.6    14.8    0.00
    5631    2100       8      23      14    22.0    86.7    2.44    63.7   181.6   168.1    21.9    0.00
    5632    2100       8      23      15    22.6    83.1    2.73    64.4   266.7   236.4    54.7    0.00
    5633    2100       8      23      16    23.3    79.4    3.06   100.7   312.0   228.5   181.9    0.00
    5634    2100       8      23      17    23.8    75.9    3.35   100.7   169.2   148.2    60.3    0.00
    5635    2100       8      23      18    23.2    79.1    3.06   100.7   201.9   152.0   223.4    0.00
    5636    2100       8      23      19    22.5    82.3    2.69    76.4    91.2    80.5   109.6    0.00
    5637    2100       8      23      20    21.8    85.6    2.39    75.9    18.3    18.3     0.0    0.00
    5638    2100       8      23      21    21.1    88.9    1.70    74.3     0.0     0.0     0.0    0.00
    5639    2100       8      23      22    20.4    92.2    1.25    43.3     0.0     0.0     0.0    0.00
    5640    2100       8      23      23    19.7    95.5    0.62    24.5     0.0     0.0     0.0    0.00
    5641    2100       8      24       0    19.6    96.3    0.87    35.8     0.0     0.0     0.0    0.00
    5642    2100       8      24       1    19.4    97.0    1.25    43.3     0.0     0.0     0.0    0.00
    5643    2100       8      24       2    19.3    97.8    1.53    46.5     0.0     0.0     0.0    0.00
    5644    2100       8      24       3    19.4    97.8    1.53    46.5     0.0     0.0     0.0    0.00
    5645    2100       8      24       4    19.6    97.8    2.50   302.3     0.0     0.0     0.0    0.03
    5646    2100       8      24       5    19.7    97.8    2.50   302.3     0.0     0.0     0.0    0.00
    5647    2100       8      24       6    20.0    97.8    2.50   302.3     2.5     1.5     8.1    0.24
    5648    2100       8      24       7    20.4    97.8    2.50   302.3     9.5     9.0     2.2    0.17
    5649    2100       8      24       8    20.6    97.8    2.50   302.3    50.4    50.4     0.0    0.19
    5650    2100       8      24       9    20.9    97.4    2.80   303.1   117.2   117.2     0.0    0.41
    5651    2100       8      24      10    21.3    97.0    3.19   304.0    60.8    60.8     0.0    0.14
    5652    2100       8      24      11    21.6    96.6    3.49   304.5    94.4    94.4     0.0    0.41
    5653    2100       8      24      12    22.4    91.1    3.78   304.9   217.3   185.5    48.6    0.30
    5654    2100       8      24      13    23.3    85.6    4.22   296.7   440.6   260.3   277.0    0.67
    5655    2100       8      24      14    24.0    80.2    4.52   296.9   473.0   261.4   344.5    0.88
    5656    2100       8      24      15    24.6    75.5    4.81   297.1   464.5   223.2   441.8    0.00
    5657    2100       8      24      16    25.3    70.9    5.21   297.3   415.5   184.3   509.3    0.00
    5658    2100       8      24      17    25.9    66.4    5.50   297.5   360.6   153.5   605.4    0.00
    5659    2100       8      24      18    25.2    70.6    4.52   296.9   188.3    92.1   441.2    0.00
    5660    2100       8      24      19    24.4    74.8    3.47   245.9    97.7    46.5   564.9    0.00
    5661    2100       8      24      20    23.7    79.1    2.49   248.3    14.1    14.1     0.0    0.00
    5662    2100       8      24      21    22.6    84.2    2.79   247.4     0.0     0.0     0.0    0.00
    5663    2100       8      24      22    21.5    89.2    3.22   254.8     0.0     0.0     0.0    0.00
    5664    2100       8      24      23    20.4    94.4    3.52   254.4     0.0     0.0     0.0    0.00
    5665    2100       8      25       0    20.0    94.7    3.22   254.8     0.0     0.0     0.0    0.00
    5666    2100       8      25       1    19.5    95.2    2.84   295.1     0.0     0.0     0.0    0.00
    5667    2100       8      25       2    19.1    95.5    2.54   294.5     0.0     0.0     0.0    0.00
    5668    2100       8      25       3    18.4    96.3    2.54   294.5     0.0     0.0     0.0    0.00
    5669    2100       8      25       4    17.7    97.0    2.37   232.3     0.0     0.0     0.0    0.00
    5670    2100       8      25       5    17.1    97.8    2.37   232.3     0.0     0.0     0.0    0.00
    5671    2100       8      25       6    17.8    97.0    3.05   229.5    32.1    21.9    86.4    0.00
    5672    2100       8      25       7    18.6    96.3    3.63   228.0    61.4    56.4    20.6    0.00
    5673    2100       8      25       8    19.4    95.5    4.32   226.7   100.5    92.2    22.9    0.00
    5674    2100       8      25       9    20.6    90.7    5.01   225.8   156.3   143.0    28.0    0.00
    5675    2100       8      25      10    21.8    85.9    5.42   206.2   279.5   249.7    53.2    0.00
    5676    2100       8      25      11    23.0    81.2    6.11   205.5   331.6   241.5   145.0    0.00
    5677    2100       8      25      12    22.9    83.1    6.80   205.0   411.1   301.9   168.2    0.00
    5678    2100       8      25      13    22.9    84.8    7.57   223.8   309.4   231.3   121.0    0.00
    5679    2100       8      25      14    22.8    86.7    8.26   223.5   100.2    92.9    12.1    0.00
    5680    2100       8      25      15    22.6    81.6    8.26   223.5   483.9   287.8   362.1    0.00
    5681    2100       8      25      16    22.3    76.6    8.34   233.0   244.1   151.4   207.0    0.00
    5682    2100       8      25      17    22.1    71.6    8.34   233.0   165.5   138.9    79.3    0.00
    5683    2100       8      25      18    21.5    76.2    7.35   233.4    68.1    63.0    24.1    0.00
    5684    2100       8      25      19    20.8    80.9    6.29   224.6   109.0   109.0     0.0    0.00
    5685    2100       8      25      20    20.3    85.6    5.30   225.4    17.7    17.7     0.0    0.00
    5686    2100       8      25      21    19.8    88.5    5.01   225.8     0.0     0.0     0.0    0.00
    5687    2100       8      25      22    19.4    91.4    4.75   244.3     0.0     0.0     0.0    0.00
    5688    2100       8      25      23    18.9    94.4    4.46   244.6     0.0     0.0     0.0    0.00
    5689    2100       8      26       0    18.6    95.5    3.77   245.5     0.0     0.0     0.0    0.00
    5690    2100       8      26       1    18.2    96.6    3.23   295.7     0.0     0.0     0.0    0.00
    5691    2100       8      26       2    17.9    97.8    2.54   294.5     0.0     0.0     0.0    0.00
    5692    2100       8      26       3    17.6    97.4    2.54   294.5     0.0     0.0     0.0    0.00
    5693    2100       8      26       4    17.1    97.0    2.54   294.5     0.0     0.0     0.0    0.00
    5694    2100       8      26       5    16.7    96.6    2.54   294.5     0.0     0.0     0.0    0.00
    5695    2100       8      26       6    16.9    91.1    2.84   295.1    24.7    21.8    25.1    0.39
    5696    2100       8      26       7    17.0    85.6    3.27   279.3   123.3    58.1   271.4    0.00
    5697    2100       8      26       8    17.2    80.2    3.57   279.4   210.0   109.6   277.6    0.00
    5698    2100       8      26       9    18.1    74.1    4.26   279.5   369.3    87.8   599.6    0.00
    5699    2100       8      26      10    19.0    68.1    4.85   270.8   439.5   255.9   330.0    0.00
    5700    2100       8      26      11    20.0    62.2    5.55   270.7   421.7   332.6   144.4    0.00
    5701    2100       8      26      12    20.0    60.5    5.55   270.7   311.0   301.5    14.7    0.00
    5702    2100       8      26      13    20.1    58.8    5.50   297.5   364.3   325.7    60.2    0.00
    5703    2100       8      26      14    20.1    57.1    5.50   297.5   269.7   251.8    29.7    0.00
    5704    2100       8      26      15    18.9    66.4    3.83   296.4    94.1    94.1     0.0    0.05
    5705    2100       8      26      16    17.8    75.9    2.25   293.8    14.1    13.8     0.6    0.00
    5706    2100       8      26      17    16.7    85.6    0.60   276.3   175.1   143.6    95.5    0.22
    5707    2100       8      26      18    16.0    86.3    1.89   272.0    76.3    76.3     0.0    2.38
    5708    2100       8      26      19    15.3    87.0    3.27   271.2    96.3    96.3     0.0    0.31
    5709    2100       8      26      20    14.6    87.8    4.56   270.8     9.8     9.8     0.0    0.00
    5710    2100       8      26      21    14.1    90.3    4.56   270.8     0.0     0.0     0.0    0.09
    5711    2100       8      26      22    13.6    93.0    4.56   270.8     0.0     0.0     0.0    0.00
    5712    2100       8      26      23    13.0    95.5    4.56   270.8     0.0     0.0     0.0    0.00
    5713    2100       8      27       0    12.8    94.4    4.56   270.8     0.0     0.0     0.0    0.00
    5714    2100       8      27       1    12.7    93.3    4.54   262.1     0.0     0.0     0.0    0.00
    5715    2100       8      27       2    12.5    92.2    4.54   262.1     0.0     0.0     0.0    0.00
    5716    2100       8      27       3    12.1    93.0    4.24   262.3     0.0     0.0     0.0    0.00
    5717    2100       8      27       4    11.8    93.6    3.82   254.0     0.0     0.0     0.0    0.00
    5718    2100       8      27       5    11.5    94.4    3.52   254.4     0.0     0.0     0.0    0.00
    5719    2100       8      27       6    12.5    91.1    3.82   254.0    29.0    10.8   165.4    0.00
    5720    2100       8      27       7    13.7    87.8    4.24   262.3   132.9    32.0   428.8    0.00
    5721    2100       8      27       8    14.7    84.5    4.54   262.1   265.4    46.4   614.0    0.00
    5722    2100       8      27       9    16.1    76.6    4.54   262.1   393.8    59.8   718.7    0.00
    5723    2100       8      27      10    17.6    68.8    4.56   270.8   491.5   108.7   693.6    0.00
    5724    2100       8      27      11    18.9    61.2    4.56   270.8   495.8   159.3   549.0    0.00
    5725    2100       8      27      12    19.3    56.4    4.56   270.8   398.4   172.4   352.3    0.00
    5726    2100       8      27      13    19.8    51.7    4.46   244.6   429.9   292.4   216.2    0.00
    5727    2100       8      27      14    20.2    47.0    4.46   244.6   413.8   277.8   227.0    0.00
    5728    2100       8      27      15    19.9    52.0    4.75   244.3   261.0   218.9    79.1    0.00
