Ilmatieteen_laitos Meteorologiska_institutet Finnish_Meteorological_Institute 2013  
Aika-askel Vuosi Kuukausi Päivä Aika Lämpötila(°C) Suhteellinen_kosteus(%) Tuulen_nopeus(m/s) Tuulen_suunta(astetta) Kokonaissäteily_vaakapinnalle(W/m2) Hajasäteily_vaakapinnalle(W/m2) Suora_säteily_kohtisuoralle_pinnalle(W/m2) Sademäärä(mm/h) 
Tidssteg År Månad Dag Tid Temperatur(°C) Relativ_fuktighet(%) Vindhastighet(m/s) Vindriktning(grader) Global_strålning_på_vågrät_yta(W/m2) Diffus_strålning_på_vågrät_yta(W/m2) Direkt_strålning_på_normalyta(W/m2) Nederbörd(mm/h) 
Timestep Year Month Day Time Temperature(°C) Relative_humidity(%) Wind_speed(m/s) Wind_direction(degrees) Global_horisontal_radiation(W/m2) Diffuse_horisontal_radiation(W/m2) Direct_normal_solar_radiation(W/m2) Precipitation(mm/h)
#    STEP    YEAR    MONTH     DAY     HOUR     T      RH             WS      WD      Rglob   Rdiff   Rnorm  Precip
    1767    2100       3      15      14    11.7    55.9    2.84   223.4   372.5    76.0   696.2    0.00
    1768    2100       3      15      15    11.5    58.6    3.14   223.1   329.1    62.4   737.4    0.00
    1769    2100       3      15      16    11.3    61.2    3.49   201.6   244.0   105.0   514.0    0.00
    1770    2100       3      15      17    11.1    63.8    3.79   201.5   142.5    70.0   458.6    0.00
    1771    2100       3      15      18     9.8    70.7    3.49   201.6    54.2    54.2     0.0    0.00
    1772    2100       3      15      19     8.4    77.4    3.09   201.8     2.8     2.8     0.0    0.00
    1773    2100       3      15      20     7.0    84.1    2.79   202.0     0.0     0.0     0.0    0.00
    1774    2100       3      15      21     6.7    86.0    2.49   202.3     0.0     0.0     0.0    0.00
    1775    2100       3      15      22     6.3    87.9    2.11   213.7     0.0     0.0     0.0    0.00
    1776    2100       3      15      23     5.9    89.7    1.81   214.3     0.0     0.0     0.0    0.00
    1777    2100       3      16       0     6.0    92.6    2.11   213.7     0.0     0.0     0.0    0.00
    1778    2100       3      16       1     6.0    95.4    2.47   191.4     0.0     0.0     0.0    0.00
    1779    2100       3      16       2     6.1    98.1    2.77   191.2     0.0     0.0     0.0    0.00
    1780    2100       3      16       3     6.3    98.4    3.08   191.1     0.0     0.0     0.0    0.00
    1781    2100       3      16       4     6.6    98.8    3.49   201.6     0.0     0.0     0.0    0.00
    1782    2100       3      16       5     6.8    99.1    3.79   201.5     0.0     0.0     0.0    0.00
    1783    2100       3      16       6     6.9    98.1    4.09   201.4     0.0     0.0     0.0    0.00
    1784    2100       3      16       7     7.1    97.2    4.55   222.1     1.5     1.5     0.0    0.00
    1785    2100       3      16       8     7.2    96.3    4.85   222.0    11.3    11.3     0.0    0.00
    1786    2100       3      16       9     7.8    93.8    4.85   222.0    33.7    33.7     0.0    0.00
    1787    2100       3      16      10     8.4    91.3    4.92   242.6    63.3    63.3     0.0    0.00
    1788    2100       3      16      11     8.9    88.8    4.92   242.6    72.6    72.6     0.0    0.00
    1789    2100       3      16      12     9.6    81.2    5.62   242.2   169.3   134.6    74.5    0.00
    1790    2100       3      16      13    10.4    73.6    6.39   282.1   195.8   167.5    60.9    0.00
    1791    2100       3      16      14    11.1    65.8    7.09   281.9   292.0   152.2   323.5    0.00
    1792    2100       3      16      15    11.1    60.6    6.79   282.0   364.8   108.9   698.2    0.00
    1793    2100       3      16      16    11.3    55.2    6.35   272.2   262.2    51.9   762.8    0.00
    1794    2100       3      16      17    11.4    50.0    6.04   272.3   164.0    53.7   675.2    0.00
    1795    2100       3      16      18    10.0    56.2    5.34   272.6    40.3    40.3     0.0    0.00
    1796    2100       3      16      19     8.6    62.6    4.62   242.7     1.9     1.9     0.0    0.00
    1797    2100       3      16      20     7.2    68.7    3.91   243.2     0.0     0.0     0.0    0.00
    1798    2100       3      16      21     7.0    69.7    3.91   243.2     0.0     0.0     0.0    0.00
    1799    2100       3      16      22     6.7    70.7    3.78   190.9     0.0     0.0     0.0    0.00
    1800    2100       3      16      23     6.4    71.6    3.78   190.9     0.0     0.0     0.0    0.00
    1801    2100       3      17       0     6.3    78.1    3.48   191.0     0.0     0.0     0.0    0.00
    1802    2100       3      17       1     6.1    84.4    3.07   169.5     0.0     0.0     0.0    0.00
    1803    2100       3      17       2     6.0    90.7    2.77   169.5     0.0     0.0     0.0    0.00
    1804    2100       3      17       3     6.0    90.7    3.07   169.5     0.0     0.0     0.0    0.00
    1805    2100       3      17       4     6.1    90.7    3.48   191.0     0.0     0.0     0.0    0.00
    1806    2100       3      17       5     6.1    90.7    3.78   190.9     0.0     0.0     0.0    0.00
    1807    2100       3      17       6     6.0    91.9    4.48   190.8     0.0     0.0     0.0    0.00
    1808    2100       3      17       7     5.9    93.2    5.08   180.2     1.6     1.6     0.0    0.00
    1809    2100       3      17       8     5.8    94.4    5.78   180.2    13.8    13.8     0.0    0.00
    1810    2100       3      17       9     5.8    95.4    6.08   180.2    31.5    31.5     0.0    0.00
    1811    2100       3      17      10     5.7    96.3    6.49   159.4    48.9    48.9     0.0    0.11
    1812    2100       3      17      11     5.7    97.2    6.79   159.4    90.0    90.0     0.0    0.52
    1813    2100       3      17      12     5.6    97.2    6.49   159.4    49.9    49.9     0.0    0.00
    1814    2100       3      17      13     5.6    97.2    6.09   159.4    51.3    51.3     0.0    0.42
    1815    2100       3      17      14     5.6    97.2    5.79   159.3    73.1    73.1     0.0    0.16
    1816    2100       3      17      15     5.6    97.5    4.78   159.2    55.2    55.2     0.0    0.71
    1817    2100       3      17      16     5.5    97.9    3.77   169.6    46.6    46.6     0.0    1.34
    1818    2100       3      17      17     5.5    98.1    2.77   169.5    43.0    43.0     0.0    0.91
    1819    2100       3      17      18     5.6    98.1    2.77   169.5    22.0    22.0     0.0    1.02
    1820    2100       3      17      19     5.7    98.1    2.81   212.8     1.9     1.9     0.0    0.71
    1821    2100       3      17      20     5.9    98.1    2.81   212.8     0.0     0.0     0.0    0.16
    1822    2100       3      17      21     5.7    98.1    2.51   213.1     0.0     0.0     0.0    0.00
    1823    2100       3      17      22     5.6    98.1    2.21   245.7     0.0     0.0     0.0    0.16
    1824    2100       3      17      23     5.5    98.1    1.91   246.6     0.0     0.0     0.0    0.00
    1825    2100       3      18       0     5.5    98.4    2.21   245.7     0.0     0.0     0.0    0.00
    1826    2100       3      18       1     5.4    98.8    2.82   294.5     0.0     0.0     0.0    0.00
    1827    2100       3      18       2     5.4    99.1    3.12   294.1     0.0     0.0     0.0    0.00
    1828    2100       3      18       3     5.4    98.8    3.42   293.7     0.0     0.0     0.0    0.07
    1829    2100       3      18       4     5.5    98.4    3.78   283.6     0.0     0.0     0.0    0.18
    1830    2100       3      18       5     5.5    98.1    4.08   283.3     0.0     0.0     0.0    0.00
    1831    2100       3      18       6     5.3    96.3    4.78   282.8     0.0     0.0     0.0    0.00
    1832    2100       3      18       7     5.2    94.6    5.34   272.6     4.6     4.6     0.0    0.07
    1833    2100       3      18       8     4.9    93.0    6.04   272.3    43.9    43.9     0.0    0.00
    1834    2100       3      18       9     5.4    86.3    6.04   272.3    99.1    80.0    66.2    0.00
    1835    2100       3      18      10     6.0    80.0    5.88   231.9   292.0    70.8   583.0    0.00
    1836    2100       3      18      11     6.5    73.6    5.88   231.9   372.0    65.7   688.9    0.00
    1837    2100       3      18      12     6.6    71.6    5.88   231.9   421.5    81.1   713.3    0.00
    1838    2100       3      18      13     6.7    69.7    5.79   159.3   401.6   120.5   589.2    0.00
    1839    2100       3      18      14     6.8    67.7    5.79   159.3   250.9   161.6   201.7    0.00
    1840    2100       3      18      15     6.3    77.7    7.09   159.5   138.2   138.2     0.0    0.00
    1841    2100       3      18      16     5.8    87.6    8.57   128.8    64.5    64.5     0.0    0.00
    1842    2100       3      18      17     5.2    97.3    9.87   129.0    19.6    19.6     0.0    0.00
    1843    2100       3      18      18     5.2    98.0    9.17   128.9    11.4    11.4     0.0    0.20
    1844    2100       3      18      19     5.2    98.5    8.51   149.3     1.2     1.2     0.0    1.38
    1845    2100       3      18      20     5.2    99.2    7.81   149.2     0.0     0.0     0.0    1.17
    1846    2100       3      18      21     5.5    99.4    7.11   149.1     0.0     0.0     0.0    1.49
    1847    2100       3      18      22     5.9    99.7    6.55   221.5     0.0     0.0     0.0    1.17
    1848    2100       3      18      23     6.1   100.0    5.85   221.7     0.0     0.0     0.0    1.14
    1849    2100       3      19       0     6.2    99.4    6.15   221.6     0.0     0.0     0.0    0.37
    1850    2100       3      19       1     6.3    98.8    6.52   211.2     0.0     0.0     0.0    0.00
    1851    2100       3      19       2     6.3    98.1    6.83   211.1     0.0     0.0     0.0    0.00
    1852    2100       3      19       3     6.3    96.9    7.13   211.1     0.0     0.0     0.0    0.00
    1853    2100       3      19       4     6.2    95.6    7.49   190.5     0.0     0.0     0.0    0.00
    1854    2100       3      19       5     6.1    94.4    7.79   190.4     0.0     0.0     0.0    0.00
    1855    2100       3      19       6     6.3    92.6    8.09   190.4     0.0     0.0     0.0    0.00
    1856    2100       3      19       7     6.4    90.7    8.50   159.5     1.6     1.6     0.0    0.00
    1857    2100       3      19       8     6.6    88.8    8.80   159.6    19.9    19.9     0.0    0.00
    1858    2100       3      19       9     6.6    88.5    9.10   159.6    60.2    60.2     0.0    0.00
    1859    2100       3      19      10     6.8    88.1    9.49   169.8    45.1    45.1     0.0    0.00
    1860    2100       3      19      11     6.8    87.9    9.80   169.9    72.6    72.6     0.0    0.46
    1861    2100       3      19      12     6.8    90.4    9.49   169.8    65.2    65.2     0.0    0.00
    1862    2100       3      19      13     6.6    92.8    9.09   180.1    74.3    74.3     0.0    0.00
    1863    2100       3      19      14     6.6    95.4    8.79   180.1    54.9    54.9     0.0    0.38
    1864    2100       3      19      15     6.8    92.6    9.79   180.1    56.1    56.1     0.0    0.46
    1865    2100       3      19      16     7.0    89.7   10.82   200.5    50.6    50.6     0.0    1.23
    1866    2100       3      19      17     7.2    86.9   11.82   200.5    33.4    33.4     0.0    0.71
    1867    2100       3      19      18     7.1    84.1   11.52   200.5    15.3    15.3     0.0    0.00
    1868    2100       3      19      19     7.1    81.2   11.12   200.5     5.8     5.8     0.0    0.00
    1869    2100       3      19      20     7.0    78.4   10.82   200.5     0.0     0.0     0.0    0.00
    1870    2100       3      19      21     7.0    80.3   11.12   200.5     0.0     0.0     0.0    0.00
    1871    2100       3      19      22     7.0    82.2   11.52   200.5     0.0     0.0     0.0    0.00
    1872    2100       3      19      23     7.0    84.1   11.82   200.5     0.0     0.0     0.0    0.08
    1873    2100       3      20       0     6.9    84.1   10.82   200.5     0.0     0.0     0.0    0.04
    1874    2100       3      20       1     6.8    84.1    9.82   200.6     0.0     0.0     0.0    0.00
    1875    2100       3      20       2     6.7    84.1    8.81   200.6     0.0     0.0     0.0    0.00
    1876    2100       3      20       3     6.6    85.0    8.51   200.7     0.0     0.0     0.0    0.00
    1877    2100       3      20       4     6.5    86.0    8.11   200.7     0.0     0.0     0.0    0.00
    1878    2100       3      20       5     6.3    86.9    7.81   200.7     0.0     0.0     0.0    0.00
    1879    2100       3      20       6     6.3    87.6    7.51   200.8     0.0     0.0     0.0    0.00
    1880    2100       3      20       7     6.2    88.1    7.09   190.5     6.4     6.4     0.0    0.00
    1881    2100       3      20       8     6.1    88.8    6.79   190.5    45.4    44.8     3.1    0.00
    1882    2100       3      20       9     6.5    86.6    7.79   190.4    97.4    95.4     6.6    0.00
    1883    2100       3      20      10     6.9    84.4    8.80   190.4   220.1   166.2   137.4    0.00
    1884    2100       3      20      11     7.2    82.2    9.80   190.3   215.4   200.8    32.0    0.00
    1885    2100       3      20      12     7.6    80.3    8.50   190.4   133.5   133.5     0.0    0.00
    1886    2100       3      20      13     7.9    78.4    7.15   221.4   201.7   194.5    14.8    0.00
    1887    2100       3      20      14     8.3    76.4    5.85   221.7   139.2   137.2     4.3    0.00
    1888    2100       3      20      15     8.6    74.2    5.55   221.8   163.1   163.1     0.0    0.00
    1889    2100       3      20      16     8.8    71.9    5.18   232.2   151.9   148.5    11.4    0.00
    1890    2100       3      20      17     9.1    69.7    4.88   232.3   130.1   100.2   161.2    0.00
    1891    2100       3      20      18     8.2    75.8    3.88   232.9    56.6    56.6     0.0    0.00
    1892    2100       3      20      19     7.1    81.9    3.04   274.6     7.7     7.7     0.0    0.00
    1893    2100       3      20      20     6.1    87.9    2.04   276.9     0.0     0.0     0.0    0.00
    1894    2100       3      20      21     5.9    89.5    1.74   278.1     0.0     0.0     0.0    0.00
    1895    2100       3      20      22     5.6    91.0    1.23    99.5     0.0     0.0     0.0    0.00
    1896    2100       3      20      23     5.4    92.6    0.93    96.1     0.0     0.0     0.0    0.00
    1897    2100       3      21       0     5.2    93.7    0.93    96.1     0.0     0.0     0.0    0.00
    1898    2100       3      21       1     4.9    94.9    1.24     7.3     0.0     0.0     0.0    0.00
    1899    2100       3      21       2     4.7    96.1    1.24     7.3     0.0     0.0     0.0    0.00
    1900    2100       3      21       3     4.7    95.5    1.54     7.8     0.0     0.0     0.0    0.00
    1901    2100       3      21       4     4.6    95.0    1.86    43.9     0.0     0.0     0.0    0.00
    1902    2100       3      21       5     4.6    94.3    2.16    44.7     0.0     0.0     0.0    0.00
    1903    2100       3      21       6     4.9    93.1    2.46    45.4     0.0     0.0     0.0    0.00
    1904    2100       3      21       7     5.1    91.9    2.89    36.6     5.8     5.8     0.0    0.00
    1905    2100       3      21       8     5.4    90.7    3.19    36.9    43.5    43.5     0.0    0.00
    1906    2100       3      21       9     6.1    85.7    3.49    37.2    89.3    89.3     0.0    0.00
    1907    2100       3      21      10     6.8    80.6    3.86    47.1    86.9    86.9     0.0    0.00
    1908    2100       3      21      11     7.5    75.5    4.16    47.3   160.9   160.9     0.0    0.00
    1909    2100       3      21      12     8.2    73.6    4.87    47.7   248.8   248.5     0.5    0.04
    1910    2100       3      21      13     8.9    71.6    5.43    57.7   164.8   164.8     0.0    0.07
    1911    2100       3      21      14     9.6    69.7    6.13    57.9   162.4   162.4     0.0    0.00
    1912    2100       3      21      15     9.1    75.8    5.13    57.5    32.2    32.2     0.0    0.00
    1913    2100       3      21      16     8.4    81.9    4.25     9.2    23.9    23.9     0.0    0.00
    1914    2100       3      21      17     7.9    87.9    3.25     9.0    28.2    28.2     0.0    0.03
    1915    2100       3      21      18     7.8    88.5    3.55     9.0     9.5     9.5     0.0    0.04
    1916    2100       3      21      19     7.7    89.1    3.92    28.0     1.2     1.2     0.0    0.00
    1917    2100       3      21      20     7.6    89.7    4.22    28.1     0.0     0.0     0.0    0.00
    1918    2100       3      21      21     7.5    91.9    4.92    28.4     0.0     0.0     0.0    0.00
    1919    2100       3      21      22     7.5    94.1    5.47    47.9     0.0     0.0     0.0    0.03
    1920    2100       3      21      23     7.4    96.3    6.17    48.2     0.0     0.0     0.0    0.42
    1921    2100       3      22       0     7.3    96.9    5.87    48.1     0.0     0.0     0.0    0.80
    1922    2100       3      22       1     7.2    97.5    5.52    28.6     0.0     0.0     0.0    0.23
    1923    2100       3      22       2     7.2    98.1    5.22    28.5     0.0     0.0     0.0    0.00
    1924    2100       3      22       3     7.0    98.4    5.22    28.5     0.0     0.0     0.0    0.00
    1925    2100       3      22       4     7.0    98.8    5.22    28.5     0.0     0.0     0.0    0.00
    1926    2100       3      22       5     6.8    99.1    5.22    28.5     0.0     0.0     0.0    0.00
    1927    2100       3      22       6     6.8    99.1    4.92    28.4     0.0     0.0     0.0    0.00
    1928    2100       3      22       7     6.8    99.1    4.50    37.8     3.1     3.1     0.0    0.00
    1929    2100       3      22       8     6.8    99.1    4.19    37.7    17.7    17.7     0.0    0.00
    1930    2100       3      22       9     7.1    98.8    4.19    37.7    36.0    36.0     0.0    0.00
    1931    2100       3      22      10     7.5    98.4    4.13    56.9    86.2    86.2     0.0    0.00
    1932    2100       3      22      11     7.7    98.1    4.13    56.9   114.2   114.2     0.0    0.00
    1933    2100       3      22      12     8.2    96.9    3.83    56.7   119.4   119.4     0.0    0.00
    1934    2100       3      22      13     8.6    95.6    3.49    37.2   145.6   145.6     0.0    0.00
    1935    2100       3      22      14     9.0    94.4    3.19    36.9   137.0   137.0     0.0    0.00
    1936    2100       3      22      15     9.4    91.9    3.49    37.2   159.0   159.0     0.0    0.00
    1937    2100       3      22      16     9.8    89.5    3.86    47.1   207.0   157.6   159.8    0.00
    1938    2100       3      22      17    10.2    86.9    4.16    47.3   125.6    97.7   142.3    0.00
    1939    2100       3      22      18     9.7    90.4    4.16    47.3    44.9    44.9     0.0    0.00
    1940    2100       3      22      19     9.2    93.8    4.22    28.1     6.7     6.7     0.0    0.00
    1941    2100       3      22      20     8.6    97.2    4.22    28.1     0.0     0.0     0.0    0.00
    1942    2100       3      22      21     8.3    97.9    4.22    28.1     0.0     0.0     0.0    0.00
    1943    2100       3      22      22     7.9    98.4    4.24    18.7     0.0     0.0     0.0    0.00
    1944    2100       3      22      23     7.5    99.1    4.24    18.7     0.0     0.0     0.0    0.00
    1945    2100       3      23       0     7.3    99.1    4.24    18.7     0.0     0.0     0.0    0.00
    1946    2100       3      23       1     7.0    99.1    4.22    28.1     0.0     0.0     0.0    0.00
    1947    2100       3      23       2     6.8    99.1    4.22    28.1     0.0     0.0     0.0    0.00
    1948    2100       3      23       3     6.6    99.1    3.92    28.0     0.0     0.0     0.0    0.00
    1949    2100       3      23       4     6.4    99.1    3.49    37.2     0.0     0.0     0.0    0.00
    1950    2100       3      23       5     6.2    99.1    3.19    36.9     0.0     0.0     0.0    0.00
    1951    2100       3      23       6     6.2    99.4    3.89    37.5     0.0     0.0     0.0    0.00
    1952    2100       3      23       7     6.2    99.7    4.52    28.3     5.2     5.2     0.0    0.00
    1953    2100       3      23       8     6.2   100.0    5.22    28.5    39.9    39.9     0.0    0.00
    1954    2100       3      23       9     6.6    99.7    4.52    28.3    70.7    70.7     0.0    0.00
    1955    2100       3      23      10     7.0    99.4    3.86    47.1    67.1    67.1     0.0    0.00
    1956    2100       3      23      11     7.3    99.1    3.16    46.4    78.6    78.6     0.0    0.00
    1957    2100       3      23      12     7.7    97.2    3.86    47.1   103.7   103.7     0.0    0.00
    1958    2100       3      23      13     7.9    95.4    4.50    37.8    95.8    95.8     0.0    0.00
    1959    2100       3      23      14     8.3    93.5    5.20    38.1   120.1   120.1     0.0    0.00
    1960    2100       3      23      15     8.6    91.6    4.50    37.8   118.9   118.9     0.0    0.00
    1961    2100       3      23      16     9.0    89.7    3.86    47.1   119.1   119.1     0.0    0.00
    1962    2100       3      23      17     9.3    87.9    3.16    46.4   123.2   115.2    39.7    0.00
    1963    2100       3      23      18     8.8    90.0    3.86    47.1    42.7    42.7     0.0    0.00
    1964    2100       3      23      19     8.4    92.3    4.50    37.8     6.4     6.4     0.0    0.00
    1965    2100       3      23      20     7.9    94.4    5.20    38.1     0.0     0.0     0.0    0.00
    1966    2100       3      23      21     7.5    95.6    4.90    38.0     0.0     0.0     0.0    0.00
    1967    2100       3      23      22     7.2    96.9    4.46    47.5     0.0     0.0     0.0    0.00
    1968    2100       3      23      23     6.8    98.1    4.16    47.3     0.0     0.0     0.0    0.00
    1969    2100       3      24       0     6.7    98.4    4.16    47.3     0.0     0.0     0.0    0.00
    1970    2100       3      24       1     6.6    98.8    4.16    47.3     0.0     0.0     0.0    0.00
    1971    2100       3      24       2     6.5    99.1    4.16    47.3     0.0     0.0     0.0    0.00
    1972    2100       3      24       3     6.5    99.1    4.16    47.3     0.0     0.0     0.0    0.00
    1973    2100       3      24       4     6.5    99.1    4.16    47.3     0.0     0.0     0.0    0.00
    1974    2100       3      24       5     6.5    99.1    4.16    47.3     0.0     0.0     0.0    0.00
    1975    2100       3      24       6     6.5    99.4    4.16    47.3     0.0     0.0     0.0    0.00
    1976    2100       3      24       7     6.4    99.7    4.13    56.9     6.4     6.4     0.0    0.00
    1977    2100       3      24       8     6.4   100.0    4.13    56.9    27.4    27.4     0.0    0.00
    1978    2100       3      24       9     6.8   100.0    3.43    56.3    56.1    56.1     0.0    0.00
    1979    2100       3      24      10     7.2   100.0    2.83    55.5    89.1    89.1     0.0    0.00
    1980    2100       3      24      11     7.5   100.0    2.13    54.1   231.8   157.3   154.7    0.00
    1981    2100       3      24      12     9.3    89.1    3.13    56.0   390.9   131.8   504.5    0.00
    1982    2100       3      24      13    11.0    78.1    4.05    76.6   401.3   131.4   527.2    0.00
    1983    2100       3      24      14    12.7    66.8    5.05    77.2   383.7   124.6   543.0    0.00
    1984    2100       3      24      15    13.0    60.2    5.05    77.2   327.3   116.4   512.5    0.00
    1985    2100       3      24      16    13.2    53.7    4.97    97.3   258.8    95.8   511.0    0.00
    1986    2100       3      24      17    13.4    46.9    4.97    97.3   172.4    68.6   503.5    0.00
    1987    2100       3      24      18    12.4    50.3    3.66    96.3    82.3    82.3     0.0    0.00
    1988    2100       3      24      19    11.3    53.7    2.22   104.2    11.4    11.4     0.0    0.00
    1989    2100       3      24      20    10.2    56.9    0.93    96.1     0.0     0.0     0.0    0.00
    1990    2100       3      24      21     9.4    60.6    0.64    89.7     0.0     0.0     0.0    0.00
    1991    2100       3      24      22     8.6    64.1    0.30    62.1     0.0     0.0     0.0    0.00
    1992    2100       3      24      23     7.8    67.7    0.24   356.0     0.0     0.0     0.0    0.00
    1993    2100       3      25       0     7.4    70.9    0.24   356.0     0.0     0.0     0.0    0.00
    1994    2100       3      25       1     7.0    74.2    0.24   356.0     0.0     0.0     0.0    0.00
    1995    2100       3      25       2     6.6    77.4    0.24   356.0     0.0     0.0     0.0    0.00
    1996    2100       3      25       3     6.1    80.3    0.84    44.8     0.0     0.0     0.0    0.00
    1997    2100       3      25       4     5.6    83.1    1.43    51.2     0.0     0.0     0.0    0.00
    1998    2100       3      25       5     5.1    86.2    2.13    54.1     0.0     0.0     0.0    0.00
    1999    2100       3      25       6     5.4    84.7    1.43    51.2     0.0     0.0     0.0    0.00
    2000    2100       3      25       7     5.6    83.4    0.84    44.8    21.7    13.0    87.8    0.00
    2001    2100       3      25       8     5.9    82.2    0.24   356.0   101.3    44.0   256.5    0.00
    2002    2100       3      25       9     7.6    74.8    0.30    62.1   183.9    61.2   367.4    0.00
    2003    2100       3      25      10     9.3    67.4    0.64    89.7   313.5    81.6   546.8    0.00
    2004    2100       3      25      11    11.0    59.9    0.93    96.1   387.3    83.0   623.8    0.00
    2005    2100       3      25      12    12.3    51.3    1.23    99.5   439.9    82.3   688.2    0.00
    2006    2100       3      25      13    13.4    42.6    1.51   215.2   449.1    85.3   702.3    0.00
    2007    2100       3      25      14    14.7    33.7    1.81   214.3   424.8    80.5   712.4    0.00
    2008    2100       3      25      15    15.0    33.7    1.81   214.3   369.4    76.3   704.0    0.00
    2009    2100       3      25      16    15.3    33.7    1.91   246.6   290.8    69.9   682.0    0.00
    2010    2100       3      25      17    15.5    33.7    1.91   246.6   197.2    58.2   657.9    0.00
    2011    2100       3      25      18    14.1    38.8    1.91   246.6    92.1    33.6   671.8    0.00
    2012    2100       3      25      19    12.8    43.9    1.84   225.3    14.8    14.8     0.0    0.00
    2013    2100       3      25      20    11.4    49.0    1.84   225.3     0.0     0.0     0.0    0.00
    2014    2100       3      25      21    10.0    60.6    2.14   224.6     0.0     0.0     0.0    0.00
    2015    2100       3      25      22     8.4    71.9    2.82   294.5     0.0     0.0     0.0    0.00
    2016    2100       3      25      23     7.0    83.1    3.12   294.1     0.0     0.0     0.0    0.00
    2017    2100       3      26       0     7.0    85.3    3.12   294.1     0.0     0.0     0.0    0.00
    2018    2100       3      26       1     7.1    87.6    3.12   294.1     0.0     0.0     0.0    0.00
    2019    2100       3      26       2     7.2    89.7    3.12   294.1     0.0     0.0     0.0    0.00
    2020    2100       3      26       3     7.0    90.0    3.12   294.1     0.0     0.0     0.0    0.00
    2021    2100       3      26       4     7.0    90.4    3.15   303.7     0.0     0.0     0.0    0.00
    2022    2100       3      26       5     6.8    90.7    3.15   303.7     0.0     0.0     0.0    0.00
    2023    2100       3      26       6     7.1    89.5    2.85   304.1     0.0     0.0     0.0    0.00
    2024    2100       3      26       7     7.3    88.1    2.53   332.4    23.4    14.2    87.5    0.00
    2025    2100       3      26       8     7.6    86.9    2.23   332.8   108.4    46.0   273.4    0.00
    2026    2100       3      26       9     8.9    78.4    2.93   332.1   207.8    73.0   396.0    0.00
    2027    2100       3      26      10    10.3    69.7    3.53   331.7   307.3    95.7   491.6    0.00
    2028    2100       3      26      11    11.6    60.9    4.24   331.4   380.1   103.3   560.3    0.00
    2029    2100       3      26      12    12.7    54.0    4.54   331.4   446.7   123.0   616.1    0.00
    2030    2100       3      26      13    13.9    46.9    4.94   331.2   447.9   107.7   649.4    0.00
    2031    2100       3      26      14    15.0    39.9    5.24   331.2   427.7    97.6   674.5    0.00
    2032    2100       3      26      15    15.3    40.2    4.94   331.2   369.9    91.9   657.8    0.00
    2033    2100       3      26      16    15.4    40.6    4.56   359.8   286.8    87.8   602.0    0.00
    2034    2100       3      26      17    15.6    40.9    4.26   359.8   174.3    78.1   444.8    0.00
    2035    2100       3      26      18    14.5    46.6    3.96   359.8    69.5    47.8   234.1    0.00
    2036    2100       3      26      19    13.4    52.3    3.53   331.7    13.8    13.8     0.0    0.00
    2037    2100       3      26      20    12.3    57.9    3.23   331.9     0.0     0.0     0.0    0.00
    2038    2100       3      26      21    11.4    63.1    3.23   331.9     0.0     0.0     0.0    0.00
    2039    2100       3      26      22    10.5    68.4    3.25   350.4     0.0     0.0     0.0    0.00
    2040    2100       3      26      23     9.6    73.6    3.25   350.4     0.0     0.0     0.0    0.00
    2041    2100       3      27       0     8.6    79.0    2.25   350.7     0.0     0.0     0.0    0.00
    2042    2100       3      27       1     7.7    84.4    1.25   351.2     0.0     0.0     0.0    0.00
    2043    2100       3      27       2     6.7    89.7    0.24   356.0     0.0     0.0     0.0    0.00
    2044    2100       3      27       3     6.6    91.3    0.24   356.0     0.0     0.0     0.0    0.00
    2045    2100       3      27       4     6.3    92.8    0.24   356.0     0.0     0.0     0.0    0.00
    2046    2100       3      27       5     6.2    94.4    0.24   356.0     0.0     0.0     0.0    0.00
    2047    2100       3      27       6     6.5    92.8    0.91   329.1     0.0     0.0     0.0    0.00
    2048    2100       3      27       7     6.8    91.3    1.51   325.5    25.8    17.7    72.7    0.00
    2049    2100       3      27       8     7.1    89.7    2.21   323.7   111.1    49.3   262.6    0.00
    2050    2100       3      27       9     9.1    80.6    1.91   324.3   214.2    73.5   405.6    0.00
    2051    2100       3      27      10    11.1    71.3    1.34   280.5   312.8    83.5   525.0    0.00
    2052    2100       3      27      11    13.1    61.9    1.05   283.4   393.8    93.3   601.0    0.00
    2053    2100       3      27      12    14.3    54.3    1.34   280.5   442.2    96.5   650.5    0.00
    2054    2100       3      27      13    15.4    46.6    1.78   287.7   459.9    98.0   682.9    0.00
    2055    2100       3      27      14    16.6    38.8    2.08   286.5   435.3    92.6   693.9    0.00
    2056    2100       3      27      15    16.2    41.6    2.78   284.9   372.0    84.6   672.5    0.00
    2057    2100       3      27      16    15.7    44.2    3.08   191.1   290.1    79.9   626.7    0.00
    2058    2100       3      27      17    15.3    46.9    3.78   190.9   194.1    66.0   578.3    0.00
    2059    2100       3      27      18    13.9    53.7    3.08   191.1    96.4    43.2   545.9    0.00
    2060    2100       3      27      19    12.6    60.2    2.49   202.3    17.4    17.4     0.0    0.00
    2061    2100       3      27      20    11.3    66.8    1.79   203.2     0.0     0.0     0.0    0.00
    2062    2100       3      27      21    10.4    71.6    1.79   203.2     0.0     0.0     0.0    0.00
    2063    2100       3      27      22     9.7    76.4    2.04   276.9     0.0     0.0     0.0    0.00
    2064    2100       3      27      23     8.8    81.2    2.04   276.9     0.0     0.0     0.0    0.00
    2065    2100       3      28       0     8.3    84.4    2.04   276.9     0.0     0.0     0.0    0.00
